Sport,Country,League,Participants,SportId,CountryId,LeagueId,Bet,HomeTeamId,AwayTeamId,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen
hockey,czech-republic,wsm-liga,Kladno - Benatky,5,187,3258,1,77704,77717,1.59,4.78,3.87,0,0,0
hockey,czech-republic,wsm-liga,Litomerice - Usti nad Labem,5,187,3258,1,77706,77711,1.87,4.39,3,0,0,0
hockey,czech-republic,wsm-liga,AZ Havirov - Vsetin,5,187,3258,1,77709,0,1.67,4.66,3.56,0,0,0
hockey,hungary,hungarian-cup,Ujpest - MAC Budapest,5,212,3324,0,0,78700,NaN,NaN,NaN,0,1,0
hockey,russia,khl,Cherepovets - Amur Khabarovsk,5,266,3341,1,78885,78886,2.04,3.93,3.16,0,0,0
hockey,russia,mhl,SKA-1946 - Almaz,5,266,3343,1,78929,78925,1.51,4.84,4.54,0,0,0
hockey,russia,mhl,Atlanty - Serebryanye Lvi,5,266,3343,1,78948,99217,2.29,3.88,2.57,0,0,0
hockey,hungary,hungarian-cup,Fehervari Titanok - DAB,5,212,3324,0,0,0,NaN,NaN,NaN,0,1,0
hockey,russia,khl,Dinamo Riga - Vladivostok,5,266,3341,2,78887,78873,2.84,4,2.19,0,0,0
hockey,norway,division-1,Comet - Gjovik,5,254,3335,0,78796,78801,NaN,NaN,NaN,0,0,0
hockey,norway,division-1,Tonsberg - Ringerike,5,254,3335,0,78800,78808,NaN,NaN,NaN,0,0,0
hockey,russia,khl,Slovan Bratislava - Podolsk,5,266,3341,1,99193,78879,2.41,4.23,2.44,0,0,0
hockey,sweden,hockeyallsvenskan,Leksands - Troja/Ljungby,5,283,3354,1,79101,79096,1.29,6.42,7.18,0,0,0
hockey,sweden,hockeyallsvenskan,Oskarshamn - Pantern,5,283,3354,1,79115,79106,2.22,4.07,2.66,0,0,0
hockey,sweden,hockeyallsvenskan,IF Bjorkloven - Sodertalje,5,283,3354,1,79118,79094,1.61,4.84,4.05,0,0,0
hockey,sweden,hockeyettan-ostra,Tyreso Hanviken - Arlanda,5,283,3358,1,79263,79293,2.02,5.01,2.46,0,0,0
hockey,sweden,hockeyettan-ostra,Nykopings - Sollentuna,5,283,3358,1,0,79296,2.06,4.88,2.42,0,0,0
hockey,sweden,hockeyettan-ostra,Nacka - Hudiksvalls,5,283,3358,2,79260,79276,7.69,7.69,1.19,0,0,0
hockey,sweden,hockeyettan-sodra,Halmstad - Tyringe,5,283,3356,1,79171,79203,1.83,4.39,3.03,0,0,0
hockey,sweden,hockeyettan-sodra,Nybro - Hanhals,5,283,3356,1,79186,99241,1.22,6.51,7.43,0,0,0
hockey,sweden,hockeyettan-sodra,HA 74 Savsjo - Kristianstads,5,283,3356,2,79175,79178,11.25,8.22,1.12,0,0,0
hockey,sweden,hockeyettan-vastra,Mariestads - Enkopings,5,283,3357,1,79222,79252,1.27,6.49,6.21,0,0,0
hockey,sweden,hockeyettan-vastra,Lindlovens - Skovde,5,283,3357,1,79243,79237,1.98,4.81,2.58,0,0,0
hockey,sweden,hockeyettan-vastra,Surahammars - Koping,5,283,3357,1,79219,79250,2.23,4.8,2.24,0,0,0
hockey,sweden,sdhl-women,Brynas W - Leksands W,5,283,3379,0,0,0,NaN,NaN,NaN,0,0,1
hockey,sweden,sdhl-women,Linkopings W - Djurgardens W,5,283,3379,0,0,79719,NaN,NaN,NaN,0,0,1
hockey,austria,alps-hockey-league,Salzburg 2 - Gherdeina,5,165,3246,2,77553,77554,2.36,4.55,2.29,0,0,0
hockey,switzerland,swiss-league,Thurgau - Visp,5,284,3381,2,79746,79744,2.44,4.52,2.14,0,0,0
hockey,austria,alps-hockey-league,Val Pusteria - Jesenice,5,165,3246,1,77547,77543,1.87,4.57,3,0,0,0
hockey,austria,alps-hockey-league,Cortina - Feldkirch,5,165,3246,1,77544,77546,2.09,4.78,2.51,0,0,0
hockey,united-kingdom,elite-league,Dundee - Cardiff,5,307,3392,2,79915,79912,3.95,4.9,1.58,0,0,0
hockey,united-kingdom,elite-league,Sheffield - Milton Keynes,5,307,3392,1,79913,0,1.66,4.88,3.57,0,0,0
hockey,canada,qmjhl,Acadie-Bathurst Titan - Halifax Mooseheads,5,180,3251,1,77646,77651,1.9,4.7,3.14,0,0,0
hockey,canada,ohl,North Bay Battalion - Sudbury Wolves,5,180,3249,1,77617,77611,2.03,4.51,2.58,0,0,0
hockey,canada,qmjhl,Shawinigan Cataractes - Sherbrooke Phoenix,5,180,3251,1,77652,77658,1.7,4.7,3.88,0,0,0
hockey,usa,nhl,Washington Capitals - New Jersey Devils,5,293,3383,1,79798,79817,1.83,4.4,3.72,0,0,0
hockey,usa,nhl,Montreal Canadiens - Toronto Maple Leafs,5,293,3383,1,79804,79801,1.9,4.33,3.52,0,0,0
hockey,canada,qmjhl,Chicoutimi Sagueneens - Baie-Comeau Drakkar,5,180,3251,1,77644,77653,2.02,4.4,2.98,0,0,0
baseball,usa,mlb,Texas Rangers - Houston Astros,8,293,3460,2,81074,81099,2.19,0,1.72,0,0,0
baseball,usa,mlb,Kansas City Royals - Detroit Tigers,8,293,3460,1,81094,81087,1.58,0,2.48,0,0,0
baseball,usa,mlb,Colorado Rockies - Miami Marlins,8,293,3460,1,81077,81081,1.6,0,2.43,0,0,0
baseball,usa,mlb,Oakland Athletics - Seattle Mariners,8,293,3460,2,81086,81100,2.09,0,1.78,0,0,0
baseball,japan,npb,Yokohama Baystars - Hanshin Tigers,8,223,3452,1,80980,80990,1.86,0,1.91,0,0,0
baseball,japan,npb,Yomiuri Giants - Chunichi Dragons,8,223,3452,1,80979,80989,1.43,0,2.82,0,0,0
baseball,south-korea,kbo,KT Wiz Suwon - Doosan Bears,8,279,3458,2,81059,81067,2.97,0,1.38,0,0,0
baseball,taiwan,cpbl,Lamigo Monkeys - Chinatrust Brothers,8,309,3459,1,81069,81068,1.5,0,2.59,0,0,0
baseball,cuba,serie-nacional,Isla Juventud - Granma,8,308,3442,2,80912,80904,1.95,0,1.85,0,0,0
baseball,cuba,serie-nacional,Matanzas - Pinar del Rio,8,308,3442,1,80906,80910,1.83,0,1.98,0,0,0
baseball,cuba,serie-nacional,Santiago de Cuba - Sancti Spiritus,8,308,3442,1,80915,80916,1.9,0,1.9,0,0,0
baseball,cuba,serie-nacional,Industriales - Holguin,8,308,3442,1,80911,80909,1.45,0,2.76,0,0,0
rugby-union,new-zealand,mitre-10-cup,Northland - Otago,3,249,3532,1,82112,82104,1.71,20.08,2.16,0,1,0
volleyball,world,norceca-championship,Mexico - Saint Vincent and the Grenadines,2,302,3856,2,88026,0,NaN,0,17.05,0,0,0
volleyball,russia,cup-of-siberia-and-far-east-women,Yenisey W - Olympus Novosibirsk W,2,266,3780,2,86494,86496,NaN,0,13.5,0,1,1
volleyball,russia,cup-of-siberia-and-far-east-women,Irkutsk W - Tyumen W,2,266,3780,2,86499,86498,4.8,0,1.16,0,1,1
volleyball,russia,superleague,Krasnoyarsk - Yaroslavl,2,266,3769,1,86306,86315,1.19,0,4.45,0,0,0
volleyball,europe,european-championships-women,Poland W - Turkey W,2,196,3681,2,84147,84167,3.29,0,1.32,0,0,1
volleyball,russia,superleague,Novokuybyishevsk - Ufa,2,266,3769,1,86305,86304,1.73,0,2.05,0,0,0
volleyball,russia,superleague,Surgut region - Dinamo-Lo,2,266,3769,1,86301,86307,1.34,0,3.14,0,0,0
volleyball,finland,mestaruusliiga,VaLePa - Loimu,2,199,3707,1,85177,85183,1.01,0,10.78,0,0,0
volleyball,russia,superleague,Zenit Kazan - Belgorod,2,266,3769,1,86297,86299,1.18,0,4.65,0,0,0
volleyball,europe,european-championships-women,Bulgaria W - Germany W,2,196,3681,1,84163,84169,1.32,0,3.26,0,0,1
