Sport,Country,League,Participants,SportId,CountryId,LeagueId,Bet,HomeTeamId,AwayTeamId,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
soccer,argentina,primera-b-nacional,Agropecuario - Guillermo Brown,9,160,1951,2,0,39755,2.88,2.85,2.56,0,0,0,1,0.3705069676141552,0.03567024825998237
soccer,australia,national-premier-leagues-play-offs,Brisbane Strikers - Heidelberg Utd,9,163,1997,2,41285,88259,2.84,3.51,2.16,0,0,0,1,0.3731518831044721,0.03247355870472863
soccer,slovakia,2-liga,Skalica - Pohronie,9,275,2574,1,0,59890,1.4,4.29,5.93,0,0,0,1,0.722880893219477,0.030083126268169454
soccer,slovenia,2-snl,NK Bravo - NK Krka,9,276,2586,1,0,60249,1.85,3.75,3.3,0,0,0,1,0.5533054239210137,0.027782393239853213
soccer,spain,laliga,Leganes - Atl. Madrid,9,280,2613,2,61301,61291,6.44,3.56,1.67,0,0,0,2,0.6076374097866803,0.022021603498143597
soccer,poland,division-2,Garbarnia - S. Wola,9,262,2499,1,0,57583,2.1,3.16,3.05,0,0,0,1,0.4873795552626026,0.021360969137695918
soccer,france,division-1-women,Lille W - Albi W,9,200,2233,1,0,48514,1.52,4.01,4.83,0,0,1,1,0.6640660026100321,0.01803908455240144
hockey,russia,vhl,Khimik - Karaganda,5,266,3342,2,99209,78899,3.3,4.12,1.87,0,0,0,2,0.5415063810855124,0.014502221413687783
soccer,hong-kong,premier-league,Warriors - Tai Po,9,211,2303,2,0,50745,2.39,3.96,2.26,0,0,0,1,0.4259306016935752,0.012931034566650937
soccer,romania,liga-2,Miroslava - Afumati,9,265,2529,1,0,58540,2.37,3.3,2.61,0,0,0,1,0.4282229073939029,0.010867365345656858
baseball,netherlands,hoofdklasse,L&amp;D Amsterdam - Curacao Neptunus,8,248,3455,1,81031,81029,1.87,0.0,1.97,0,0,0,1,0.5392868035877358,0.009731405412719538
soccer,ukraine,youth-league,Veres Rivne U21 - Stal Kamianske U21,9,295,2701,1,0,64598,2.1,3.75,2.7,0,0,0,1,0.48053369584026523,0.00829160114959724
soccer,germany,oberliga-hessen,Neu-Isenburg - Baunatal,9,204,2256,2,0,49402,2.4,3.93,2.18,0,0,0,1,0.42005391162868927,0.005806705649181574
baseball,usa,mlb,Colorado Rockies - Los Angeles Dodgers,8,293,3460,2,81077,81102,1.95,0.0,1.89,0,0,0,1,0.5149037789249347,0.004276177793286894
soccer,russia,youth-league,Tosno U21 - Akhmat Grozny U21,9,266,2542,1,0,59040,2.12,3.65,2.77,0,0,0,1,0.47383099815127816,0.004037246500633782
baseball,usa,mlb,Texas Rangers - Oakland Athletics,8,293,3460,1,81074,81086,1.82,0.0,2.04,0,0,0,1,0.549560955108263,0.00024504670370574484
soccer,japan,football-championships-women,Parceiro Nagano W - Nojima Stella W,9,223,2386,1,54735,54738,1.84,3.36,3.8,0,0,1,1,0.5431406117469865,-0.0007396123637438372
hockey,russia,vhl,Zvezda Chekhov - Kazzinc-Torpedo,5,266,3342,2,99207,78894,3.45,4.64,1.74,0,0,0,2,0.5732383696388532,-0.0034665362545883496
hockey,finland,liiga,IFK Helsinki - KooKoo,5,199,3306,1,78312,99167,1.67,4.24,4.11,0,0,0,1,0.5973199372891075,-0.0036950816823738773
baseball,usa,mlb,San Francisco Giants - San Diego Padres,8,293,3460,1,81075,81078,1.75,0.0,2.14,0,0,0,1,0.5689824895419698,-0.005707524402070341
soccer,russia,premier-league,SKA Khabarovsk - FK Rostov,9,266,2535,2,58823,58833,5.73,3.18,1.75,0,0,0,2,0.5670321838714224,-0.010258237633347692
soccer,greece,super-league,AEL Larissa - PAOK,9,207,2284,2,50256,50249,9.42,4.46,1.36,0,0,0,2,0.7322218392009338,-0.011606385240916749
soccer,japan,football-championships-women,Albirex Niigata W - Vegalta Sendai W,9,223,2386,1,54736,54742,2.3,3.25,2.76,0,0,1,1,0.42761334858434563,-0.01268407558154238
baseball,japan,npb,Rakuten Gold. Eagles - Chiba Lotte Marines,8,223,3452,1,80985,80986,1.61,0.0,2.33,0,0,0,1,0.6160363714401795,-0.013412199969362092
soccer,usa,nwsl-women,Portland Thorns W - Chicago W,9,293,2696,1,64489,64495,1.74,3.51,4.07,0,0,1,1,0.568925948096567,-0.013606554475639668
hockey,usa,nhl,Pittsburgh Penguins - Columbus Blue Jackets,5,293,3383,1,79794,99265,2.0,4.15,3.32,0,0,0,1,0.49278236579003554,-0.014435268419928926
baseball,usa,mlb,Miami Marlins - Atlanta Braves,8,293,3460,1,81081,81079,1.61,0.0,2.42,0,0,0,1,0.6155431395029665,-0.014714008852826126
hockey,canada,qmjhl,Rimouski Oceanic - Gatineau Olympiques,5,180,3251,1,77654,77650,1.98,4.75,2.92,0,0,0,1,0.49757995537983063,-0.015093559538709507
hockey,canada,qmjhl,Blainville-Boisbriand Armada - Rouyn-Noranda Huskies,5,180,3251,1,77642,77647,2.0,4.55,2.95,0,0,0,1,0.4922534581500978,-0.0154930836998044
american-football,usa,ncaa,Auburn - Mississippi St.,1,293,3488,1,81343,81392,1.28,0.0,3.66,0,0,0,1,0.7777011317189991,-0.016223397856003827
soccer,germany,oberliga-bayern-nord,Bayern Hof - Schweinfurt II,9,204,2258,1,49504,0,2.35,3.6,2.35,0,0,0,2,0.4161178069419962,-0.016387521249117708
hockey,canada,qmjhl,Quebec Remparts - Shawinigan Cataractes,5,180,3251,1,77655,77652,1.97,4.6,3.0,0,0,0,1,0.4990557171463167,-0.01738168785748053
baseball,japan,npb,Yomiuri Giants - Hanshin Tigers,8,223,3452,1,80979,80990,1.55,0.0,2.48,0,0,0,1,0.6389433418128829,-0.017523309436420824
soccer,england,championship,Aston Villa - Bolton,9,193,2147,1,45350,45373,1.37,4.77,9.55,0,0,0,1,0.7251560770637315,-0.017665336277534385
baseball,usa,mlb,Washington Nationals - Pittsburgh Pirates,8,293,3460,1,81101,81092,1.53,0.0,2.63,0,0,0,1,0.6463535946595832,-0.020903773907241015
hockey,russia,mhl,Altay - Omskie Yastreby,5,266,3343,2,99214,78940,2.7,4.45,1.95,0,0,0,2,0.5021243531717672,-0.021955275068477872
soccer,spain,laliga,Sevilla - Malaga,9,280,2613,1,61297,61289,1.36,5.34,9.02,0,0,0,1,0.7294314270187053,-0.02214794237377976
hockey,austria,ebel,TWK Innsbruck - Znojmo,5,165,3245,1,77533,77532,2.16,4.4,2.61,0,0,0,1,0.4509297908402915,-0.02240659636635372
soccer,russia,premier-league,Tosno - Akhmat Grozny,9,266,2535,2,58842,58830,2.9,3.01,2.61,0,0,0,2,0.36903836896081194,-0.022863265225019195
soccer,england,premier-league,Stoke City - Southampton,9,193,2146,2,45323,45322,2.91,3.29,2.59,0,0,0,2,0.3708144714175585,-0.024899697502216045
soccer,germany,bundesliga,Hamburger SV - SV Werder Bremen,9,204,2239,1,48604,48601,2.69,3.38,2.69,0,0,0,2,0.3559238267638666,-0.025186334914318882
soccer,russia,division-2-center,Ryazan - Krasnogorsk,9,266,2539,1,58972,0,2.46,3.11,2.63,0,0,0,2,0.36398400852612345,-0.026209851273800815
hockey,belarus,extraleague,Belarus U20 - Lida,5,169,3248,1,77591,77592,2.12,4.54,2.59,0,0,0,1,0.4578380235508007,-0.02623516970741285
soccer,sweden,allsvenskan-women,Bunkeflo W - Vittsjo W,9,283,2646,1,62796,62792,2.27,3.52,2.63,0,0,1,1,0.425799134614883,-0.026327531042689443
soccer,italy,serie-b,Brescia - Perugia,9,220,2343,2,51976,51968,2.92,3.11,2.5,0,0,0,2,0.3840995367268979,-0.026500772121836807
soccer,england,championship,Nottingham - Sheffield Utd,9,193,2147,1,45362,45391,2.69,3.19,2.76,0,0,0,2,0.3451284846420066,-0.02695760362958053
rugby-union,france,top-14,Racing 92 - Lyon,3,200,3527,1,82008,82014,1.21,24.44,4.43,0,0,0,1,0.8216433540922036,-0.02767400737349364
soccer,italy,serie-a,Udinese - Sampdoria,9,220,2342,2,51932,51939,2.75,3.27,2.69,0,0,0,2,0.35410682646470526,-0.028078483319492798
soccer,england,championship,Reading - Norwich,9,193,2147,1,45347,45360,2.63,3.35,2.67,0,0,0,2,0.3557526459283042,-0.0300242127972622
soccer,denmark,2nd-division-group-1,Bronshoj - Naestved,9,188,2128,2,44763,0,3.86,3.75,1.71,0,0,0,2,0.5717349612550684,-0.031455234160328326
hockey,russia,khl,Tractor Chelyabinsk - Barys Astana,5,266,3341,1,78872,78871,2.21,3.94,2.82,0,0,0,1,0.43494533150696196,-0.032041997826127336
hockey,russia,khl,Lokomotiv Yaroslavl - Avangard Omsk,5,266,3341,1,78867,78868,2.21,3.94,2.82,0,0,0,1,0.4349447564751571,-0.03204304809082872
soccer,germany,2-bundesliga,Aue - Union Berlin,9,204,2240,2,48639,48641,2.92,3.21,2.45,0,0,0,2,0.3883939187326922,-0.03340337869303728
hockey,switzerland,national-league,Zug - Bern,5,284,3380,1,79722,79723,2.34,4.53,2.46,0,0,0,1,0.4081839589017931,-0.03346980311179422
hockey,russia,khl,Kunlun - Yekaterinburg,5,266,3341,1,78875,78881,2.16,4.08,2.84,0,0,0,1,0.44479019588895424,-0.03383894558608512
hockey,canada,whl,Seattle Thunderbirds - Prince George Cougars,5,180,3250,1,77622,77630,2.12,4.29,2.56,0,0,0,1,0.45368019622779043,-0.03410534285453945
hockey,canada,whl,Brandon Wheat Kings - Red Deer Rebels,5,180,3250,1,77634,77629,2.08,4.52,2.57,0,0,0,1,0.4630331419016077,-0.034158393374681364
soccer,england,premier-league,Bournemouth - Leicester,9,193,2146,2,45317,45316,2.77,3.44,2.62,0,0,0,2,0.3603830634041735,-0.03444220609942315
hockey,czech-republic,wsm-liga,Trebic - AZ Havirov,5,187,3258,1,77712,77709,2.1,4.25,2.59,0,0,0,1,0.45796788940062794,-0.0347885747806194
soccer,england,fa-cup,Ashford Town - Leatherhead,9,193,3863,2,88991,88934,3.43,3.9,1.82,0,1,0,2,0.5334698514282199,-0.035469354147121684
hockey,canada,whl,Kelowna Rockets - Everett Silvertips,5,180,3250,1,77623,77627,2.14,4.44,2.5,0,0,0,1,0.4483762071118811,-0.035504312965416195
hockey,czech-republic,wsm-liga,Usti nad Labem - Slavia Prague,5,187,3258,1,77711,77705,2.17,4.25,2.5,0,0,0,1,0.4413106299413727,-0.0362016521600182
basketball,spain,leb-oro,Palma Air Europa - Prat Joventut,7,280,3009,1,71236,71248,1.44,0.0,2.93,0,0,0,1,0.6833785166289145,-0.036215763759916475
soccer,japan,j-league-division-2,Mito - Yamaga,9,223,2381,2,54558,54567,3.34,3.19,2.18,0,0,0,2,0.4389130422454219,-0.03658437958049175
hockey,canada,whl,Moose Jaw Warriors - Regina Pats,5,180,3250,1,77631,77621,2.13,4.57,2.48,0,0,0,1,0.45006932768577473,-0.03659498409672557
soccer,romania,liga-2,Luceafarul Oradea - AFC Hermannstadt,9,265,2529,2,58548,0,5.78,4.2,1.43,0,0,0,2,0.6881021265534776,-0.03724176518262115
soccer,italy,serie-b,Ascoli - Palermo,9,220,2343,2,51972,52001,3.82,3.2,2.04,0,0,0,2,0.4710950358157184,-0.03746742974609085
soccer,germany,bundesliga,FC Augsburg - Dortmund,9,204,2239,2,48608,48600,6.61,4.47,1.51,0,0,0,2,0.6495100289225725,-0.03772520848414803
soccer,england,fa-cup,Basford - Kettering,9,193,3863,2,88903,88718,3.23,3.82,1.89,0,1,0,2,0.5112599413301888,-0.037886192006677685
hockey,finland,liiga,TPS Turku - Lukko,5,199,3306,1,78315,78320,1.9,4.17,3.29,0,0,0,1,0.5083440548513946,-0.037940328647056
hockey,sweden,shl,Vaxjo - Frolunda,5,283,3353,1,79081,79073,2.26,4.12,2.64,0,0,0,1,0.4210962185762631,-0.03835122699813128
baseball,south-korea,kbo,NC Dinos - Nexen Heroes,8,279,3458,1,81064,81065,1.65,0.0,2.23,0,0,0,1,0.5907992460899506,-0.03874037531012556
soccer,england,league-two,Grimsby Town - Lincoln City,9,193,2149,2,45484,45521,3.55,3.3,2.12,0,0,0,2,0.45095003943600803,-0.03927313963898478
hockey,sweden,shl,Orebro - Brynas,5,283,3353,1,79090,79072,2.37,4.06,2.51,0,0,0,1,0.399186536382645,-0.03936343706067974
hockey,russia,vhl,Sarov - Ryazan,5,266,3342,1,78917,78907,2.25,3.79,2.7,0,0,0,1,0.42252816605744,-0.039449301096608026
soccer,russia,division-1,FK Chimki Moskovska oblast - Baltika,9,266,2536,2,58861,58870,3.37,3.0,2.18,0,0,0,2,0.43709310665392,-0.03994663346987658
soccer,czech-republic,u19-league,FC Fastav Zlin U19 - Bohemians 1905 U19,9,187,2122,1,0,44617,1.59,4.5,3.77,0,0,0,1,0.6140789927604771,-0.04002440934040911
soccer,england,fa-cup,Stourbridge - Alfreton,9,193,3863,2,88658,88721,2.82,3.58,2.16,0,1,0,2,0.4413415633893937,-0.04026053713699102
soccer,belgium,second-amateur-division-group-vfv-b,Zwarte Leeuw - Vosselaar,9,170,2028,2,42182,0,3.39,3.59,1.8,0,0,0,2,0.5376294579115024,-0.0403337196991195
soccer,russia,division-1,Dynamo SPB - Orenburg,9,266,2536,2,58888,58857,2.74,2.96,2.6,0,0,0,2,0.35973752678752735,-0.04042651897026801
hockey,kazakhstan,championship,Temirtau - Kulager,5,225,3329,2,78735,78738,2.75,4.45,2.13,0,0,0,2,0.4479313010837145,-0.04062506963866213
baseball,usa,mlb,Cleveland Indians - Chicago White Sox,8,293,3460,1,81093,81088,1.33,0.0,3.48,0,0,0,1,0.7417432936847761,-0.04085278605832648
soccer,england,league-two,Crawley Town - Carlisle,9,193,2149,2,45480,45475,2.9,3.4,2.39,0,0,0,2,0.39429408879832945,-0.041465559548196106
hockey,sweden,shl,Djurgardens - Skelleftea,5,283,3353,2,79087,79079,2.54,4.05,2.37,0,0,0,2,0.3976525179280916,-0.042017177014907224
american-football,usa,ncaa,Utah State - Brigham Young,1,293,3488,1,81439,81405,1.84,0.0,1.95,0,0,0,1,0.5242193101905407,-0.042186272915958486
hockey,sweden,hockeyallsvenskan,Modo - Leksands,5,283,3354,1,79113,79101,2.36,4.05,2.48,0,0,0,1,0.3993361256594575,-0.04232848782623559
soccer,sweden,superettan,Frej - Varnamo,9,283,2631,2,62196,62198,2.71,3.44,2.45,0,0,0,2,0.3826353133270686,-0.04313343610253916
basketball,argentina,torneo-super-20,Estudiantes - Regatas,7,160,3877,1,97537,97532,1.3,0.0,3.42,0,0,0,1,0.7592448935333749,-0.04327212802204197
hockey,usa,nhl,Buffalo Sabres - New York Islanders,5,293,3383,1,79819,79808,2.21,3.94,2.7,0,0,0,1,0.42842494923635505,-0.04395112577492181
soccer,scotland,premiership,Dundee FC - Hearts,9,270,2553,2,59334,59329,3.54,3.48,2.03,0,0,0,2,0.47029793713645995,-0.04397591030387024
soccer,argentina,superliga,Temperley - Estudiantes L.P.,9,160,1950,2,39733,39715,3.83,3.07,2.08,0,0,0,2,0.45786400943379657,-0.0441137596089844
volleyball,russia,superleague,Krasnoyarsk - Novokuybyishevsk,2,266,3769,1,86306,86305,1.32,0.0,3.2,0,0,0,1,0.7468330723505252,-0.04431357655408328
hockey,usa,nhl,Detroit Red Wings - Toronto Maple Leafs,5,293,3383,1,79813,79801,2.24,4.0,2.63,0,0,0,1,0.42189582245132823,-0.044317223958890845
soccer,england,league-two,Chesterfield - Cheltenham,9,193,2149,2,45509,45492,3.14,3.53,2.19,0,0,0,2,0.43226046375469224,-0.0448315835102723
hockey,finland,liiga,Jyvaskyla - Hameenlinna,5,199,3306,1,78311,78313,1.66,4.36,4.23,0,0,0,1,0.5845121745349092,-0.045014833745531495
soccer,colombia,liga-aguila,Aguilas - Santa Fe,9,183,2092,2,43743,43740,3.27,2.91,2.27,0,0,0,2,0.4152604402561222,-0.045164409935907604
soccer,morocco,botola-pro,Kawkab Marrakech - FAR Rabat,9,245,2439,1,55787,55797,2.64,2.92,2.65,0,0,0,2,0.3490935201651352,-0.04539525549235871
american-football,usa,ncaa,Michigan State - Iowa,1,293,3488,1,81427,81346,1.5,0.0,2.57,0,0,0,1,0.6515296341395368,-0.045411097581389726
hockey,finland,mestis,Hermes - Peliitat,5,199,3307,1,78335,78338,1.7,4.93,3.64,0,0,0,1,0.5690058392484503,-0.04670010468233502
hockey,switzerland,swiss-league,Olten - Rapperswil,5,284,3381,2,79745,79740,2.33,4.52,2.29,0,0,0,1,0.40236807528946367,-0.04697923652296967
american-football,usa,ncaa,Boston College - Central Michigan,1,293,3488,1,81390,81409,1.26,0.0,3.77,0,0,0,1,0.7838831924575096,-0.04733529809053052
soccer,japan,j-league,Albirex Niigata - Kobe,9,223,2380,2,54534,54526,3.46,3.46,2.05,0,0,0,2,0.4634995687717233,-0.04745322287425456
soccer,el-salvador,primera-division,Pasaquina - Metapan,9,192,2145,1,45294,45292,2.5,3.02,2.62,0,0,0,2,0.35209398152041044,-0.04784800519538554
soccer,england,fa-cup,Hungerford - Billericay,9,193,3863,2,88715,88695,2.72,3.64,2.19,0,1,0,2,0.4303371478768258,-0.04837113121827854
hockey,canada,ohl,Mississauga Steelheads - Hamilton Bulldogs,5,180,3249,1,77602,77609,1.89,4.55,2.88,0,0,0,1,0.5063165373456592,-0.048383982490678865
basketball,france,lnb,Chalon/Saone - Paris-Levallois,7,200,2910,1,69527,69530,1.79,0.0,2.04,0,0,0,1,0.5372654409893994,-0.04847450712528484
hockey,switzerland,national-league,Biel - Ambri-Piotta,5,284,3380,1,79732,79725,1.63,4.85,4.26,0,0,0,1,0.5947524803580957,-0.048497550819530284
hockey,finland,liiga,Pelicans - KalPa,5,199,3306,1,78316,78309,1.75,4.07,3.84,0,0,0,1,0.5504993203378014,-0.04883491921179687
soccer,poland,division-1,Olsztyn - Rakow,9,262,2498,1,57510,57527,2.53,3.31,2.61,0,0,0,2,0.3528845059315265,-0.04905058355199744
basketball,czech-republic,zbl-women,Zabiny Brno W - Hradec Kralove W,7,187,2841,2,68241,68232,2.2,0.0,1.59,0,0,1,2,0.610669683824448,-0.0492122079985214
hockey,finland,mestis,LeKi - TUTO,5,199,3307,2,78342,78328,3.44,4.85,1.8,0,0,0,2,0.5330312763189107,-0.05067962828245093
soccer,spain,laliga,Dep. La Coruna - Getafe,9,280,2613,1,61299,61307,2.24,3.38,3.38,0,0,0,1,0.41837082075254184,-0.050684968963150154
american-football,usa,ncaa,Georgia Tech - North Carolina,1,293,3488,1,81353,81362,1.26,0.0,3.75,0,0,0,1,0.7831835250933811,-0.05072599377822997
basketball,spain,leb-oro,Barcelona B - Forca Lleida,7,280,3009,1,71239,71241,1.63,0.0,2.36,0,0,0,1,0.5937710762738263,-0.05103673916454482
handball,croatia,premijer-liga,Metalac - Umag,6,185,3102,1,73809,73803,2.06,8.75,2.06,0,0,0,1,0.4590829704662267,-0.05121611399959713
basketball,spain,leb-oro,Araberri - Castello,7,280,3009,1,71247,71246,1.61,0.0,2.41,0,0,0,1,0.6014650626247615,-0.05187090028546542
soccer,chile,primera-b,Barnechea - Valdivia,9,181,2084,2,43499,43487,2.52,3.36,2.48,0,0,0,1,0.3654354225616531,-0.05204127312146985
soccer,england,fa-cup,Slough - Poole Town,9,193,3863,1,88732,88814,2.14,3.65,2.8,0,1,0,1,0.43946509094241176,-0.05223219770459539
soccer,belgium,jupiler-league,Kortrijk - Oostende,9,170,2023,2,42011,41999,2.82,3.41,2.43,0,0,0,2,0.3806962521796829,-0.052383291750608726
soccer,england,vanarama-national-league,Macclesfield - Aldershot,9,193,2150,2,45553,45540,2.68,3.25,2.57,0,0,0,2,0.35697150381027154,-0.05260078675643456
american-football,usa,ncaa,Massachusetts - Ohio,1,293,3488,2,99833,81397,2.81,0.0,1.42,0,0,0,2,0.6885550644851688,-0.05298049626442938
handball,europe,champions-league,Chekhovskiye Medvedi - Besiktas,6,196,3116,1,74206,74148,1.84,8.49,2.4,0,0,0,1,0.5192824131056027,-0.053000428435346324
soccer,argentina,primera-b-nacional,Villa Dalmine - Sarmiento Junin,9,160,1951,2,39763,39788,2.91,2.93,2.49,0,0,0,2,0.3698157096384172,-0.0531267671143229
soccer,qatar,premier-league,Al Arabi - Qatar SC,9,264,2527,2,58489,58476,2.42,3.57,2.41,0,0,0,1,0.38181073451291975,-0.05353381864699595
soccer,chile,primera-division,U. Espanola - U. De Chile,9,181,2083,2,43467,43461,2.83,3.25,2.42,0,0,0,2,0.3816057484505236,-0.05388316109136126
soccer,italy,serie-c-group-c,Cosenza - Catania,9,220,2346,2,52148,52172,3.18,3.11,2.17,0,0,0,2,0.43150867206194216,-0.054381351816739774
hockey,asia,asia-league,Oji Eagles - Daemyung,5,162,3241,1,77508,77510,1.77,4.69,3.25,0,0,0,1,0.5411574659859155,-0.05474192883757078
soccer,argentina,superliga,Gimnasia L.P. - Lanus,9,160,1950,1,39716,39713,2.62,3.02,2.83,0,0,0,1,0.34772039880090094,-0.05492133033434536
handball,denmark,1-division-women,Bjerringbro W - Lyngby W,6,188,3110,1,73988,73986,1.9,8.82,2.15,0,0,1,1,0.5002466960927547,-0.05503475269307341
volleyball,poland,plusliga,Olsztyn - KS Espadon Szczecin,2,262,3754,1,86097,86096,1.36,0.0,3.0,0,0,0,1,0.7206468872583924,-0.05533398146829489
soccer,germany,regionalliga-bayern,Seligenporten - Furth II,9,204,2246,2,48986,48984,2.84,3.36,2.31,0,0,0,2,0.40143859204364746,-0.05547851326654528
soccer,italy,serie-a,Genoa - Bologna,9,220,2342,1,51938,51945,2.4,3.21,3.22,0,0,0,1,0.3841822385129103,-0.055687591120725285
hockey,switzerland,national-league,Lugano - Langnau Tigers,5,284,3380,1,79727,79730,1.57,5.0,4.54,0,0,0,1,0.6166978474511149,-0.05576206930131511
hockey,sweden,shl,Mora - Farjestad BK,5,283,3353,2,79075,79082,3.37,4.32,1.87,0,0,0,2,0.5086577550337966,-0.05610344607678196
soccer,england,premier-league,Chelsea - Manchester City,9,193,2146,1,45312,45327,2.57,3.45,2.82,0,0,0,1,0.3547884411617403,-0.0561743351683615
