Sport,Country,League,Participants,SportId,CountryId,LeagueId,Bet,HomeTeamId,AwayTeamId,HomeOdd,DrawOdd,AwayOdd,IsPlayoffs,IsCup,IsWomen,Prediction,Probability,Kelly
soccer,jamaica,premier-league-2017-2018,Waterhouse - Reno,9,222,0,1,0,0,2.1,3.21,3.11,0,0,0,0,0.3689119724337785,0.08335177896489997
soccer,spain,tercera-division-2017-2018,Crevillente - Torre Levante,9,280,0,1,0,0,2.5,3.21,2.5,0,0,0,0,0.3664466274212395,0.07977089322270532
soccer,spain,tercera-division-2017-2018,Reus Deportiu B - Prat,9,280,0,2,0,0,2.63,3.2,2.4,0,0,0,0,0.3669537694234523,0.07920548279774882
soccer,spain,tercera-division-2017-2018,Portugalete - SCD Durango,9,280,0,2,0,0,2.81,3.11,2.31,0,0,0,0,0.37447983859807576,0.0780247858009553
soccer,spain,tercera-division-2017-2018,SD Negreira - Villalonga,9,280,0,1,0,0,2.49,3.18,2.49,0,0,0,0,0.3663410167077043,0.07567175831674303
soccer,croatia,2-hnl-2017-2018,Hajduk Split 2 - Gorica,9,185,0,1,0,0,2.2,3.1,2.94,0,0,0,0,0.369304419996668,0.0689731914236528
soccer,jamaica,premier-league-2017-2018,Tivoli - Arnett Gardens,9,222,0,1,0,0,2.5,3.2,2.5,0,0,0,0,0.3563712412863439,0.06381271459831846
soccer,italy,serie-d-group-g,Nuorese - SFF Atletico,9,220,2354,2,53341,0,3.06,3.36,2.1,0,0,0,2,0.5036414495671273,0.052406403719061204
soccer,germany,bundesliga,Hertha Berlin - Bayern Munich,9,204,2239,2,48605,48598,9.64,5.19,1.35,0,0,0,2,0.7538527544995908,0.05057491021270747
soccer,italy,serie-c-group-b,Fano - Ravenna,9,220,2345,1,52095,0,2.14,3.14,3.18,0,0,0,0,0.3517945577122233,0.04889481832541174
soccer,portugal,segunda-liga,Braga B - Nacional,9,263,2518,2,58054,0,3.11,3.08,2.33,0,0,0,2,0.456102569605536,0.04715713321872111
soccer,spain,segunda-division-b-group-3,Alcoyano - Mallorca,9,280,2617,2,61647,0,4.3,3.32,1.79,0,0,0,2,0.5778107755375792,0.04339403571173003
american-football,usa,nfl,Dallas Cowboys - Los Angeles Rams,1,293,3487,1,81309,81319,1.36,0.0,3.25,0,0,0,1,0.7466986117386429,0.043083644345984516
soccer,turkey,super-lig,Yeni Malatyaspor - Konyaspor,9,292,2667,1,0,63373,2.48,3.23,2.86,0,0,0,1,0.4280127539312523,0.041534884965882236
soccer,spain,segunda-division-b-group-3,Peralada - Badalona,9,280,2617,2,0,61660,2.81,3.12,2.35,0,0,0,1,0.3823540638861493,0.04111321520446387
soccer,italy,serie-c-group-b,Teramo - Fermana,9,220,2345,1,52097,0,2.24,3.14,2.97,0,0,0,0,0.34619576347109743,0.040679765093105544
soccer,italy,serie-d-group-a,Pavia - Varesina,9,220,2348,1,0,52277,2.09,3.31,3.14,0,0,0,1,0.4943074772253569,0.030369382936693386
soccer,russia,division-2-ural-povolzhye,Syzran - M. Saransk,9,266,2541,2,59024,0,2.68,3.08,2.43,0,0,0,2,0.4283674488545698,0.02862440609552769
hockey,canada,whl,Saskatoon Blades - Calgary Hitmen,5,180,3250,2,99116,77637,2.5,4.41,2.2,0,0,0,2,0.4673498453899509,0.023474716548243325
american-football,usa,ncaa,UCLA - Colorado Buffaloes,1,293,3488,1,81431,81366,1.33,0.0,3.32,0,0,0,1,0.7574613870432668,0.022495893234984445
soccer,italy,serie-d-group-h,Fulgor Molfetta - Francavilla,9,220,2355,1,0,53473,2.39,3.21,2.7,0,0,0,1,0.4311361892284749,0.021881649105075618
soccer,italy,serie-d-group-i,Portici 1906 - US Palmese,9,220,2356,1,0,53673,2.31,3.21,2.82,0,0,0,1,0.44461342394634457,0.020654205584775598
soccer,argentina,torneo-federal-a,Guarani Antonio Franco - Crucero del Norte,9,160,1955,2,39911,0,2.6,3.2,2.4,0,0,0,2,0.4270981102473154,0.017882474709683484
soccer,japan,football-championships-women,JEF United W - Urawa W,9,223,2386,2,54739,54737,3.28,3.23,2.02,0,0,1,2,0.5031115286615906,0.015965968525895134
basketball,italy,a2-east,UCC Assigeco Piacenza - Treviso,7,220,2938,2,97790,70129,1.93,0.0,1.81,0,0,0,2,0.5587303702715936,0.01395304961924001
soccer,russia,premier-league,CSKA Moscow - Ufa,9,266,2535,1,58827,58836,1.28,5.2,12.06,0,0,0,1,0.7841226882234519,0.013132289021494657
soccer,belgium,proximus-league,Beerschot Wilrijk - Lierse,9,170,2024,1,0,42042,2.1,3.41,3.24,0,0,0,1,0.4829856318182916,0.012972569834920445
soccer,italy,serie-d-group-f,ASD Pineto Calcio - Vis Pesaro,9,220,2353,2,91371,53082,3.77,3.33,1.83,0,0,0,2,0.5523150987941168,0.012935699750884006
basketball,russia,superleague-a-women,Novosibirsk W - MBA Moscow W,7,266,2989,2,70909,70911,1.86,0.0,1.85,0,0,1,2,0.5430642969395953,0.005492881574413482
soccer,spain,primera-division-women,Sevilla FC W - Levante W,9,280,2626,2,62103,62098,3.8,3.77,1.74,0,0,1,2,0.5762681078497748,0.0036574427819028883
soccer,czech-republic,cfl,Nymburk - Brozany,9,187,2112,2,0,44252,2.5,3.71,2.24,0,0,0,1,0.4019858603954608,0.0033097673257680427
volleyball,italy,serie-a2,Gioia del Colle - Bolzano,2,220,3733,1,0,0,1.19,0.0,4.15,0,0,0,1,0.8404888355848552,0.0009563912946194236
soccer,russia,premier-league,FK Anzi Makhackala - Zenit Petersburg,9,266,2535,2,58828,58832,8.59,4.35,1.41,0,0,0,2,0.7093567129663724,0.0004706470306949875
soccer,denmark,2nd-division-group-3,Ringkobing - Jammerbugt,9,188,2130,1,0,44810,2.47,3.34,2.48,0,0,0,1,0.4037087126185671,-0.0019316189334280059
soccer,czech-republic,1-liga,Slavia Prague - Brno,9,187,2110,1,44165,44166,1.18,6.53,14.99,0,0,0,1,0.8464507301877289,-0.006600768769333196
hockey,russia,mhl,Tyumensky Legion - Irbis,5,266,3343,2,99213,78927,3.61,5.08,1.67,0,0,0,2,0.5955396509694116,-0.008132511762809906
american-football,usa,ncaa,Fresno State - Nevada,1,293,3488,1,81449,81429,1.29,0.0,3.57,0,0,0,1,0.7732694184833027,-0.008560172953584771
baseball,japan,npb,Yomiuri Giants - Hanshin Tigers,8,223,3452,1,80979,80990,1.54,0.0,2.54,0,0,0,1,0.6462202001245994,-0.008927577422438807
hockey,russia,mhl,Tayfun - MHC Spartak,5,266,3343,2,99218,78937,3.01,4.8,1.84,0,0,0,2,0.538706219617372,-0.01045304274289938
baseball,usa,mlb,Los Angeles Angels - Seattle Mariners,8,293,3460,1,81073,81100,1.72,0.0,2.18,0,0,0,1,0.5769592410927038,-0.010597368500763236
baseball,usa,mlb,Texas Rangers - Oakland Athletics,8,293,3460,1,81074,81086,1.75,0.0,2.12,0,0,0,1,0.5668235257999314,-0.010745106466826618
hockey,france,ligue-magnus,Chamonix Mont-Blanc - Amiens,5,200,3311,2,99170,78383,2.78,4.66,1.9,0,0,0,2,0.5212184429273011,-0.01076106493125321
soccer,italy,serie-c-group-a,Carrarese - Siena,9,220,2344,1,52041,91335,2.43,3.07,2.76,0,0,0,1,0.403021226771268,-0.0144464468152578
basketball,spain,liga-femenina-women,Univ. Ferrol W - Zaragoza W,7,280,3013,2,71325,71333,2.32,0.0,1.64,0,0,1,2,0.60298479829118,-0.017351454378851387
soccer,france,ligue-1,Troyes - St Etienne,9,200,2223,2,47902,47915,3.43,3.19,2.29,0,0,0,2,0.4263993387567147,-0.018252336625676942
baseball,south-korea,kbo,LG Twins - Samsung Lions,8,279,3458,1,81060,81066,1.66,0.0,2.28,0,0,0,1,0.5948028408447494,-0.01913224878441814
soccer,greece,super-league,Kerkyra - Xanthi FC,9,207,2284,2,50260,50261,3.09,2.8,2.58,0,0,0,2,0.37567253920054033,-0.019471423330763217
hockey,germany,del2,Tolzer Lowen - Dresdner Eislowen,5,204,3316,2,99175,78475,3.62,5.12,1.64,0,0,0,2,0.6013918235401332,-0.021433452178408825
hockey,germany,del,Bremerhaven - Schwenninger,5,204,3315,1,78454,78460,2.09,4.49,2.71,0,0,0,1,0.4670716108593362,-0.02185351679264906
soccer,czech-republic,division-c,Turnov - Mseno,9,187,2116,1,44382,0,2.35,3.45,2.45,0,0,0,2,0.3949462135596991,-0.022332259847404896
hockey,austria,ebel,Dornbirn - Graz 99ers,5,165,3245,1,77534,77530,2.08,4.55,2.67,0,0,0,1,0.46909161555134665,-0.02249022190111015
rugby-union,england,greene-king-ipa-championship,Yorkshire - Cornish Pirates,3,193,3517,1,81837,81840,1.25,29.27,4.0,0,0,0,1,0.795335430702372,-0.02332284648813987
soccer,italy,serie-a,Atalanta - Juventus,9,220,2342,2,51943,51946,5.07,3.62,1.77,0,0,0,2,0.5546264958810629,-0.0237806523253488
soccer,france,ligue-1,Angers - Lyon,9,200,2223,2,47903,47910,3.22,3.42,2.29,0,0,0,2,0.4232279342243358,-0.023882194283931023
hockey,germany,del,Eisbaren Berlin - Adler Mannheim,5,204,3315,1,78450,78451,2.12,4.51,2.65,0,0,0,1,0.4590394882711423,-0.023960968629623387
american-football,canada,cfl,Edmonton Eskimos - Winnipeg Blue Bombers,1,180,3473,1,81262,81266,1.61,0.0,2.33,0,0,0,1,0.6118062038907729,-0.02457706841943545
soccer,spain,segunda-division-b-group-1,Valladolid B - Rapido de Bouzas,9,280,2615,1,61426,0,2.45,3.13,2.72,0,0,0,2,0.35188642760426775,-0.02492378890487884
soccer,usa,nwsl-women,Kansas City W - Houston Dash W,9,293,2696,1,64494,64493,1.84,3.63,3.54,0,0,1,1,0.5317772554575411,-0.02563077375967184
hockey,usa,nhl,St. Louis Blues - Washington Capitals,5,293,3383,1,79800,79798,2.35,4.0,2.73,0,0,0,1,0.410282702181449,-0.026544925832292426
soccer,italy,serie-a,AC Milan - AS Roma,9,220,2342,1,51942,51937,2.62,3.53,2.66,0,0,0,2,0.35907839707326067,-0.027018954087425665
hockey,russia,mhl,Amurskie Tigry - Krylya Sovetov,5,266,3343,1,78943,99215,2.07,4.45,2.66,0,0,0,1,0.46829562827569104,-0.028624345298429565
hockey,asia,asia-league,Nikko Ice Bucks - Tohoku Free Blades,5,162,3241,1,77505,77506,2.1,4.55,2.57,0,0,0,1,0.4606794442329227,-0.029611970100783938
soccer,netherlands,eredivisie,AZ Alkmaar - Feyenoord,9,248,2444,2,55925,55934,2.9,3.48,2.37,0,0,0,2,0.40468837142555747,-0.029845664030239995
soccer,germany,bundesliga,SC Freiburg - Hoffenheim,9,204,2239,2,48599,48607,3.49,3.58,2.12,0,0,0,2,0.4558749092126531,-0.02995106470462081
hockey,canada,whl,Tri-City Americans - Everett Silvertips,5,180,3250,1,77640,77627,2.17,4.33,2.54,0,0,0,1,0.44434705982001005,-0.030569983068870325
hockey,canada,whl,Brandon Wheat Kings - Swift Current Broncos,5,180,3250,1,77634,77626,2.12,4.49,2.56,0,0,0,1,0.4553402675503065,-0.030963064994062633
hockey,russia,mhl,Snezhnye Barsy - Belye Medvedi,5,266,3343,1,78939,78931,2.25,4.45,2.57,0,0,0,1,0.4272053637729047,-0.03103034520877159
soccer,czech-republic,division-d,Strani - Sumperk,9,187,2117,1,0,44420,2.05,3.45,2.85,0,0,0,1,0.47171916726527124,-0.0314054353392324
american-football,usa,nfl,Denver Broncos - Oakland Raiders,1,293,3487,1,81317,81315,1.61,0.0,2.37,0,0,0,1,0.609090948099527,-0.03174356321272374
soccer,norway,eliteserien,Viking - Stromsgodset,9,254,2473,2,56664,56655,3.09,3.42,2.26,0,0,0,2,0.42469599440410444,-0.031894486227558784
hockey,usa,nhl,Calgary Flames - Winnipeg Jets,5,293,3383,1,79812,99266,2.09,4.04,2.87,0,0,0,1,0.461522598064433,-0.03249336701406889
soccer,germany,bundesliga,FC Koln - RB Leipzig,9,204,2239,2,48611,48603,3.88,3.6,1.99,0,0,0,2,0.4857368577547624,-0.03372086168487154
hockey,germany,del,ERC Ingolstadt - Nurnberg Ice Tigers,5,204,3315,2,78455,78449,2.4,4.44,2.33,0,0,0,1,0.3959740833639978,-0.03547299994743236
soccer,sweden,allsvenskan-women,Goteborg W - Kvarnsvedens W,9,283,2646,1,62797,62795,2.01,3.63,3.0,0,0,1,1,0.479296372906392,-0.036251772730843804
soccer,japan,j-league-division-2,Kumamoto - Ehime,9,223,2381,2,54569,54571,2.74,3.04,2.65,0,0,0,2,0.354380666829615,-0.036903777516072926
hockey,denmark,metal-ligaen,Gentofte - Aalborg,5,188,3266,2,77839,77842,2.43,4.17,2.33,0,0,0,1,0.38979379725076385,-0.036923827049401274
soccer,portugal,primeira-liga,Sporting - FC Porto,9,263,2517,1,58015,58020,2.64,3.22,2.71,0,0,0,2,0.345010988267481,-0.03802352151761781
american-football,usa,nfl,Minnesota Vikings - Detroit Lions,1,293,3487,1,81327,81314,1.76,0.0,2.11,0,0,0,1,0.551543492197828,-0.0385308601734511
soccer,morocco,botola-pro,IR Tanger - Raja Casablanca,9,245,2439,2,55796,55794,2.72,3.04,2.64,0,0,0,2,0.3546935504128762,-0.03878599201829683
soccer,spain,primera-division-women,Betis W - Zaragoza CFF W,9,280,2626,1,62088,62091,1.73,3.74,3.81,0,0,1,1,0.5614812035900034,-0.03922947642369059
hockey,usa,nhl,Los Angeles Kings - Anaheim Ducks,5,293,3383,1,79815,79796,2.24,3.95,2.71,0,0,0,1,0.4246329805935252,-0.0393726802181479
soccer,norway,eliteserien,Sogndal - Molde,9,254,2473,2,56668,56653,3.36,3.41,2.12,0,0,0,2,0.45086844210020793,-0.03942759173889212
soccer,germany,bundesliga-women,Sand W - SGS Essen W,9,204,2278,1,50140,50135,1.93,3.74,3.1,0,0,1,1,0.49811390064210453,-0.04154857178574012
hockey,france,ligue-magnus,Rouen - Gap,5,200,3311,1,78373,78374,2.03,4.65,2.56,0,0,0,1,0.47135093911391945,-0.04190057630945982
hockey,usa,nhl,Minnesota Wild - Dallas Stars,5,293,3383,1,79805,79807,2.41,3.93,2.47,0,0,0,1,0.3902129290587038,-0.04226017089966222
american-football,usa,nfl,Los Angeles Chargers - Philadelphia Eagles,1,293,3487,1,81318,81331,1.72,0.0,2.16,0,0,0,1,0.5636241841531207,-0.04245333785643405
soccer,sweden,superettan,Atvidabergs - Degerfors,9,283,2631,2,62187,62199,2.71,3.47,2.44,0,0,0,2,0.3842062575333868,-0.0434282858462058
soccer,japan,j-league-division-2,Gifu - Nagoya,9,223,2381,2,54562,54573,2.79,3.39,2.39,0,0,0,2,0.39283997287515426,-0.04396580203480668
soccer,israel,ligat-ha-al,Shmona - Hapoel Haifa,9,219,2337,1,51766,51770,2.53,3.28,2.59,0,0,0,2,0.35905807428552855,-0.04405005509464222
soccer,poland,division-1,Suwalki - Chojniczanka,9,262,2498,2,57511,57505,2.75,3.18,2.48,0,0,0,2,0.3767550789867332,-0.04435635413033892
volleyball,czech-republic,extraliga,Ostrava - Benatky,2,187,3663,1,83926,83924,1.49,0.0,2.48,0,0,0,1,0.6564654618736985,-0.04462543226161081
hockey,kazakhstan,championship,Temirtau - Kulager,5,225,3329,2,78735,78738,2.59,4.25,2.29,0,0,0,2,0.41151320479011433,-0.044678109326076076
soccer,ukraine,premier-league,Ch. Odessa - Vorskla Poltava,9,295,2698,2,64523,64531,2.7,3.01,2.58,0,0,0,2,0.3601055492152346,-0.04489093862322453
soccer,usa,mls,Los Angeles Galaxy - Real Salt Lake,9,293,2688,2,64276,64280,2.61,3.65,2.51,0,0,0,2,0.37130235034811915,-0.04505370902398741
hockey,russia,khl,CSKA Moscow - Nizhny Novgorod,5,266,3341,1,78869,78876,1.55,4.55,5.11,0,0,0,1,0.6291498598773122,-0.0451231221639382
soccer,greece,super-league,Asteras Tripolis - AEK Athens FC,9,207,2284,2,50251,50248,4.01,3.27,1.96,0,0,0,2,0.48803885524143603,-0.045254003882068176
hockey,kazakhstan,championship,Kazzinc-Torpedo 2 - Gornyak Rudny,5,225,3329,2,78741,78742,3.13,4.45,1.95,0,0,0,2,0.490743248435189,-0.04531649005408577
hockey,russia,vhl,Izhevsk - Orsk,5,266,3342,1,78905,78913,2.18,4.07,2.65,0,0,0,1,0.4341425672692751,-0.045397629960152716
rugby-union,new-zealand,mitre-10-cup,Wellington - Otago,3,249,3532,1,82115,82104,1.16,28.2,5.12,0,1,0,1,0.8557806322025627,-0.0455904165314207
soccer,england,premier-league,Newcastle Utd - Liverpool,9,193,2146,2,45330,45318,5.02,4.03,1.71,0,0,0,2,0.565775885499564,-0.04580737436020502
soccer,honduras,liga-nacional,Real Sociedad - Motagua,9,210,2302,1,50725,50720,2.54,3.06,2.61,0,0,0,2,0.3548836118419353,-0.04580979695189375
hockey,usa,nhl,Chicago Blackhawks - Boston Bruins,5,293,3383,1,79809,79802,2.07,3.96,2.96,0,0,0,1,0.45931475193447546,-0.045998564014612955
hockey,czech-republic,extraliga,Olomouc - Sparta Prague,5,187,3257,2,77689,77692,2.98,4.2,2.01,0,0,0,2,0.47432552295359776,-0.046144256300265946
soccer,spain,segunda-division-b-group-3,Ebro - Villarreal B,9,280,2617,2,61657,61662,2.78,2.98,2.46,0,0,0,2,0.3789429295626961,-0.046438625531347665
hockey,russia,mhl,Avto - Kuznetskie Medvedi,5,266,3343,1,78936,78926,1.75,4.7,3.65,0,0,0,1,0.5514648885424683,-0.04658192673424052
hockey,denmark,metal-ligaen,Herning Blue Fox - Odense Bulldogs,5,188,3266,1,77844,77840,1.84,4.54,3.2,0,0,0,1,0.5221430734880897,-0.04673421997847008
soccer,czech-republic,1-liga,Jihlava - Sigma Olomouc,9,187,2110,2,44162,44172,2.94,3.3,2.35,0,0,0,2,0.3985577360538561,-0.046955052054398615
soccer,south-korea,k-league-classic,Suwon Bluewings - Jeonbuk,9,279,2608,2,61156,61163,3.27,3.46,2.1,0,0,0,2,0.4513360095520552,-0.04744943630971271
hockey,france,ligue-magnus,Grenoble - Bordeaux,5,200,3311,1,78375,78376,1.93,4.66,2.73,0,0,0,1,0.4950560977681669,-0.04789433473918052
soccer,russia,division-2-east,Omsk - Dynamo Barnaul,9,266,2538,2,58951,58952,3.28,3.4,2.1,0,0,0,2,0.45095352837784497,-0.04817962764229592
soccer,chile,primera-b,San Felipe - Coquimbo,9,181,2084,1,43500,43492,2.52,3.21,2.53,0,0,0,2,0.36592786335014826,-0.04849836975433008
soccer,spain,segunda-division-b-group-4,CD Badajoz - Villanovense,9,280,2618,2,61842,61752,2.61,2.97,2.6,0,0,0,2,0.3546089211735433,-0.04876050309299211
soccer,kenya,premier-league,Thika Utd. - Kariobangi Sharks,9,226,2394,2,54885,54878,3.29,2.73,2.22,0,0,0,2,0.4233513958524489,-0.04931139443242894
hockey,asia,asia-league,Nippon Paper Cranes - Anyang,5,162,3241,2,77507,77503,3.26,4.75,1.85,0,0,0,2,0.5177912690792867,-0.04951312023919936
soccer,germany,3-liga,Zwickau - Paderborn,9,204,2241,2,48689,48700,2.66,3.23,2.59,0,0,0,2,0.35568404278337096,-0.049546118988093905
soccer,argentina,superliga,San Martin S.J. - Rosario Central,9,160,1950,2,39727,39719,2.85,3.01,2.57,0,0,0,2,0.358677537810604,-0.04980810689601768
soccer,austria,regionalliga-east,Admira (Am) - SK Rapid Vienna (Am),9,165,2007,2,41506,41510,2.41,3.71,2.37,0,0,0,1,0.3849349030413553,-0.05128147778037848
volleyball,italy,serie-a2,Grottazzolina - Reggio Emilia,2,220,3733,1,85719,85723,1.57,0.0,2.33,0,0,0,1,0.6182690140291365,-0.05143447013027321
volleyball,world,world-championship-women,Canada W - Cuba W,2,302,3820,1,87040,87043,1.62,0.0,2.27,0,0,1,1,0.5974757516920605,-0.05175690686913222
hockey,usa,nhl,Vancouver Canucks - Edmonton Oilers,5,293,3383,2,79814,79797,2.82,4.12,2.1,0,0,0,2,0.4488281079037098,-0.05223724854746304
soccer,hungary,merkantil-bank-liga,Budaorsi SC - Zalaegerszegi,9,212,2305,1,50786,50800,2.51,3.21,2.51,0,0,0,2,0.3669725728136584,-0.05225088889915066
hockey,russia,khl,Jokerit - Cherepovets,5,266,3341,1,78878,78885,1.55,4.66,4.94,0,0,0,1,0.6265818895363504,-0.052360129488466994
soccer,czech-republic,division-e,Usti - Jesenik,9,187,2118,1,0,44433,1.41,4.35,5.38,0,0,0,1,0.6939841293586905,-0.05239604293718669
soccer,el-salvador,primera-division,FAS - Santa Tecla,9,192,2145,1,45297,45291,2.5,3.21,2.5,0,0,0,2,0.3684620392360095,-0.052563267939984115
soccer,norway,obos-ligaen,Arendal - Kongsvinger,9,254,2474,2,56693,56684,3.25,3.58,2.07,0,0,0,2,0.45563966582301324,-0.053108310043329596
soccer,russia,division-2-east,Zenit Irkutsk - Smena Komsomolsk,9,266,2538,2,58949,58950,2.85,3.21,2.3,0,0,0,2,0.4044742190613871,-0.05362253550677672
hockey,czech-republic,extraliga,Kometa Brno - Vitkovice,5,187,3257,1,77683,77695,1.67,4.8,3.77,0,0,0,1,0.5766105956962249,-0.055313888339260486
soccer,paraguay,primera-division,Nacional Asuncion - Libertad Asuncion,9,259,2491,2,57335,57345,3.52,3.27,2.03,0,0,0,2,0.4645365840584199,-0.05533081005961911
soccer,spain,laliga2,Sevilla FC B - Reus Deportiu,9,280,2614,1,61346,61335,2.42,2.95,3.19,0,0,0,1,0.3807520477548361,-0.05533805946006802
soccer,italy,serie-a,Lazio - Sassuolo,9,220,2342,1,51928,51936,1.43,4.78,7.69,0,0,0,1,0.6826258463929429,-0.05545358060021328
soccer,argentina,primera-b-nacional,Gimnasia Jujuy - Quilmes,9,160,1951,2,39762,39803,2.86,2.95,2.51,0,0,0,2,0.3647387461316825,-0.055964070999653656
soccer,denmark,superliga,Silkeborg - Nordsjaelland,9,188,2126,2,44700,44694,3.53,3.64,2.01,0,0,0,2,0.46929490528241063,-0.05615568354688586
soccer,chile,primera-b,Rangers - Cobresal,9,181,2084,1,43490,43501,2.56,3.38,2.82,0,0,0,1,0.35637844600952745,-0.056199473215134396
soccer,spain,laliga2,Huesca - Rayo Vallecano,9,280,2614,1,61329,61347,2.39,3.09,3.08,0,0,0,1,0.385255748816242,-0.057006302395094625
soccer,usa,mls,Philadelphia Union - Seattle Sounders,9,293,2688,1,64283,64275,2.39,3.48,2.83,0,0,0,1,0.38524734922285647,-0.05702074486141941
hockey,norway,get-ligaen,Lillehammer - Frisk Asker,5,254,3334,2,78779,78777,2.63,4.32,2.16,0,0,0,2,0.43227573420833987,-0.057141736301711946
soccer,spain,laliga2,Alcorcon - Granada CF,9,280,2614,1,61332,61375,2.3,3.0,3.36,0,0,0,1,0.40246171818166365,-0.057183113986287476
hockey,canada,whl,Lethbridge Hurricanes - Edmonton Oil Kings,5,180,3250,1,77624,77635,1.73,4.76,3.36,0,0,0,1,0.5538575465068679,-0.05729649937413503
soccer,usa,mls,Colorado Rapids - Montreal Impact,9,293,2688,1,64282,64284,2.23,3.44,3.14,0,0,0,1,0.41667991732426574,-0.05756405233080276
soccer,spain,laliga2,Gimnastic - Barcelona B,9,280,2614,1,61340,61360,2.28,3.17,3.22,0,0,0,1,0.4062048434005148,-0.057697622692833024
soccer,portugal,primeira-liga,Belenenses - Guimaraes,9,263,2517,1,58032,58025,2.33,3.2,3.17,0,0,0,1,0.39600138282479935,-0.058132915803171016
hockey,austria,ebel,Salzburg - Medvescak Zagreb,5,165,3245,1,77528,77538,1.63,4.82,3.93,0,0,0,1,0.5909510396806898,-0.05833302431821518
soccer,chile,primera-division,U. Catolica - Colo Colo,9,181,2083,2,43458,43466,2.72,3.35,2.46,0,0,0,2,0.3711288330608193,-0.05960484292492097
