Sport,Country,League Name,Margin,Total Records,Avg. Odd,Success Rate,Money Per Game,Kelly,Number Of Seasons,No Of Positive Seasons,Money Low,Money High
baseball,dominican-republic,lidom,1.50,8,1.4700,1.0000,0.4700,1.0000,2,2,0.44,0.5
baseball,europe,european-championship,1.30,53,1.1066,0.9825,0.0885,0.8178,3,3,0.0642105263157895,0.102631578947368
baseball,europe,european-championship,1.50,12,1.4117,0.8000,0.1231,0.3142,3,2,-0.43,0.4025
baseball,germany,bundesliga-north,1.30,3,1.2100,1.0000,0.2100,1.0000,1,1,0.21,0.21
baseball,germany,bundesliga-north,1.50,2,1.4600,0.0000,-1.0000,-2.1739,1,0,-1,-1
baseball,germany,bundesliga-south,1.30,3,1.2167,1.0000,0.2167,1.0000,1,1,0.216666666666667,0.216666666666667
baseball,germany,bundesliga-south,1.50,8,1.4350,0.6250,-0.1025,-0.2371,1,0,-0.1025,-0.1025
baseball,germany,bundesliga,1.30,1,1.2800,1.0000,0.2800,1.0000,1,1,0.28,0.28
baseball,germany,bundesliga,1.50,2,1.4600,0.0000,-1.0000,-2.1739,1,0,-1,-1
baseball,italy,ibl,1.30,68,1.1936,0.7222,-0.1449,-0.7125,3,1,-0.4025,0.0591666666666666
baseball,italy,ibl,1.50,81,1.4464,0.6428,-0.0715,-0.1573,4,2,-0.331818181818182,0.0925
baseball,japan,npb,1.30,88,1.2708,0.8333,0.0617,0.2179,3,2,-0.38,0.29
baseball,japan,npb,1.50,1001,1.4320,0.6669,-0.0445,-0.1042,9,3,-0.337272727272727,0.455454545454545
baseball,mexico,lmb,1.30,22,1.1950,1.0000,0.1950,1.0000,1,1,0.195,0.195
baseball,mexico,lmb,1.50,418,1.4563,0.6407,-0.0696,-0.1467,7,4,-1,0.473333333333333
baseball,mexico,lmp,1.50,14,1.5000,0.5000,-0.2500,-0.5000,2,1,-1,0.5
baseball,netherlands,hoofdklasse,1.30,201,1.1509,0.7530,-0.1283,-0.8831,5,1,-0.301666666666667,0.0261538461538462
baseball,netherlands,hoofdklasse,1.50,178,1.4080,0.6920,-0.0261,-0.0628,5,2,-0.276428571428572,0.217142857142857
baseball,north-central-america,caribbean-series,1.50,2,1.4650,0.0000,-1.0000,-2.1505,2,0,-1,-1
baseball,puerto-rico,prbl,1.50,30,1.4725,0.8750,0.2888,0.6104,2,2,0.0975,0.48
baseball,south-korea,kbo,1.30,22,1.2850,1.0000,0.2850,1.0000,2,2,0.27,0.3
baseball,south-korea,kbo,1.50,284,1.4405,0.5427,-0.2281,-0.4955,6,1,-1,0.0750000000000001
baseball,taiwan,cpbl,1.30,8,1.2950,1.0000,0.2950,1.0000,1,1,0.295,0.295
baseball,taiwan,cpbl,1.50,27,1.4117,0.7778,0.0983,0.2380,3,2,-0.51,0.435
baseball,usa,il,1.50,221,1.4756,0.7111,0.0534,0.1037,5,2,-0.265,0.485
baseball,usa,mlb,1.30,33,1.2833,1.0000,0.2833,1.0000,3,3,0.27,0.3
baseball,usa,mlb,1.50,566,1.4464,0.7578,0.0950,0.2154,12,9,-0.588571428571429,0.485
baseball,usa,pcl,1.50,233,1.4602,0.6500,-0.0511,-0.1106,6,3,-0.758333333333333,0.47
baseball,venezuela,lvbp,1.50,6,1.4900,0.0000,-1.0000,-2.0408,1,0,-1,-1
baseball,world,friendly-international,1.30,6,1.2125,0.6250,-0.2288,-1.1397,2,0,-0.39,-0.0675
baseball,world,friendly-international,1.50,4,1.4117,0.8333,0.1883,0.4285,2,1,-0.0533333333333333,0.43
baseball,world,pan-american-games,1.30,5,1.2200,0.6000,-0.2740,-1.2182,1,0,-0.274,-0.274
baseball,world,pan-american-games,1.50,3,1.3900,1.0000,0.3900,1.0000,1,1,0.39,0.39
baseball,world,universiade,1.30,10,1.1700,0.9000,0.0520,0.3118,1,1,0.052,0.052
baseball,world,universiade,1.50,1,1.4000,1.0000,0.4000,1.0000,1,1,0.4,0.4
baseball,world,wbsc-premier-12,1.30,13,1.1823,0.6923,-0.2023,-0.9955,1,0,-0.202307692307692,-0.202307692307692
baseball,world,wbsc-premier-12,1.50,4,1.4175,1.0000,0.4175,1.0000,1,1,0.4175,0.4175
baseball,world,world-baseball-classic,1.30,43,1.1535,0.8364,-0.0397,-0.2300,3,2,-0.31,0.12
baseball,world,world-baseball-classic,1.50,45,1.3944,0.6762,-0.0552,-0.1449,3,1,-0.418571428571429,0.425
basketball,africa,africa-champions-cup,1.30,3,1.1500,1.0000,0.1500,1.0000,1,1,0.15,0.15
basketball,africa,africa-champions-cup,1.50,2,1.3450,0.5000,-0.3100,-0.9493,1,0,-0.31,-0.31
basketball,africa,african-championship-u16,1.30,1,1.0800,1.0000,0.0800,1.0000,1,1,0.0800000000000001,0.0800000000000001
basketball,africa,african-championship-women,1.30,9,1.1067,0.8889,-0.0111,-0.1528,1,0,-0.0111111111111111,-0.0111111111111111
basketball,africa,african-championship-women,1.50,3,1.4233,0.6667,-0.0733,-0.1207,1,0,-0.0733333333333333,-0.0733333333333333
basketball,africa,african-championship,1.30,89,1.0896,0.7902,-0.1543,-1.5503,4,0,-0.283333333333333,-0.095
basketball,africa,african-championship,1.50,26,1.3678,0.7976,0.0902,0.2474,4,3,-0.3,0.346666666666667
basketball,argentina,liga-a,1.30,1118,1.2118,0.7873,-0.0465,-0.2167,8,2,-0.247222222222222,0.180666666666667
basketball,argentina,liga-a,1.50,1089,1.3927,0.7480,0.0370,0.1064,8,4,-0.234666666666667,0.31
basketball,argentina,super-4,1.30,6,1.1600,1.0000,0.1600,1.0000,3,3,0.12,0.19
basketball,argentina,super-4,1.50,8,1.4313,0.6250,-0.1075,-0.2446,4,2,-1,0.415
basketball,asia,abl,1.30,153,1.1340,0.8409,-0.0478,-0.3465,5,2,-0.2775,0.0786666666666667
basketball,asia,abl,1.50,63,1.4192,0.5644,-0.2009,-0.4745,5,0,-0.296666666666667,-0.0566666666666666
basketball,asia,arab-championship,1.30,8,1.1650,0.7500,-0.1150,-0.7652,1,0,-0.115,-0.115
basketball,asia,arab-championship,1.50,3,1.4000,0.3333,-0.5000,-1.3333,1,0,-0.5,-0.5
basketball,asia,asia-challenge,1.30,32,1.1259,0.8322,-0.0795,-0.5004,3,1,-0.248333333333333,0.0552941176470588
basketball,asia,asia-challenge,1.50,8,1.4358,0.4167,-0.4200,-0.9218,3,0,-0.63,-0.29
basketball,asia,asia-champions-cup,1.30,21,1.1470,0.9643,0.1056,0.7213,4,3,-0.0514285714285714,0.25
basketball,asia,asia-champions-cup,1.50,8,1.4058,0.9167,0.2850,0.7113,2,2,0.195,0.375
basketball,asia,asia-championship-u18,1.30,52,1.1394,0.7758,-0.1205,-0.8327,3,1,-0.255333333333333,0.0375
basketball,asia,asia-championship-u18,1.50,4,1.4075,0.5000,-0.3225,-0.7270,2,0,-0.335,-0.31
basketball,asia,asia-cup-women,1.30,23,1.0846,0.8141,-0.1278,-1.3845,3,1,-0.280769230769231,0.08
basketball,asia,asia-cup-women,1.50,4,1.3875,0.0000,-1.0000,-2.5806,2,0,-1,-1
basketball,asia,asia-cup,1.30,133,1.0598,0.9450,-0.0013,0.0244,5,1,-0.0363636363636363,0.0725
basketball,asia,asia-cup,1.50,32,1.4249,0.5667,-0.1894,-0.4532,5,1,-1,0.465
basketball,asia,asian-games-women,1.30,6,1.1100,1.0000,0.1100,1.0000,1,1,0.11,0.11
basketball,asia,asian-games,1.30,35,1.1061,0.8094,-0.1081,-0.9863,2,0,-0.130909090909091,-0.0853846153846154
basketball,asia,asian-games,1.50,3,1.4375,0.7500,0.0875,0.1786,2,1,-0.325,0.5
basketball,asia,eaba-championship,1.30,3,1.1267,0.6667,-0.2233,-1.9649,1,0,-0.223333333333333,-0.223333333333333
basketball,asia,eaba-championship,1.50,2,1.4200,0.0000,-1.0000,-2.3810,1,0,-1,-1
basketball,asia,seaba-championship-women,1.30,1,1.0100,1.0000,0.0100,1.0000,1,1,0.01,0.01
basketball,asia,seaba-championship,1.30,2,1.0200,1.0000,0.0200,1.0000,1,1,0.02,0.02
basketball,asia,seaba-championship,1.50,1,1.3800,1.0000,0.3800,1.0000,1,1,0.38,0.38
basketball,asia,southeast-asian-games-women,1.30,2,1.2000,0.5000,-0.4100,-2.0000,1,0,-0.41,-0.41
basketball,asia,southeast-asian-games,1.30,3,1.0933,0.6667,-0.3067,-2.9048,1,0,-0.306666666666667,-0.306666666666667
basketball,australia-oceania,oceania-championship-u19,1.30,2,1.1550,0.5000,-0.4750,-2.7258,1,0,-0.475,-0.475
basketball,australia-oceania,oceania-championship-u19,1.50,1,1.4400,1.0000,0.4400,1.0000,1,1,0.44,0.44
basketball,australia-oceania,oceania-championship-women,1.30,1,1.0100,1.0000,0.0100,1.0000,1,1,0.01,0.01
basketball,australia-oceania,oceania-championship,1.30,5,1.0513,1.0000,0.0513,1.0000,4,4,0.02,0.105
basketball,australia,nbl,1.30,339,1.2025,0.8236,-0.0139,-0.0473,8,3,-0.25,0.233333333333333
basketball,australia,nbl,1.50,309,1.4063,0.6820,-0.0414,-0.1006,8,4,-0.308333333333333,0.221176470588235
basketball,australia,seabl-women,1.30,137,1.1544,0.7134,-0.1889,-1.1435,3,0,-0.224736842105263,-0.151875
basketball,australia,seabl-women,1.50,62,1.4266,0.6286,-0.1030,-0.2422,3,1,-0.381428571428571,0.214285714285714
basketball,australia,seabl,1.30,400,1.1632,0.8492,-0.0199,-0.0748,8,5,-0.40875,0.155555555555556
basketball,australia,seabl,1.50,221,1.4245,0.7178,0.0292,0.0529,8,5,-0.275,0.28875
basketball,australia,wnbl-women,1.30,378,1.1294,0.7681,-0.1435,-1.0237,8,1,-0.294615384615385,0.117857142857143
basketball,australia,wnbl-women,1.50,136,1.3943,0.6156,-0.1513,-0.3592,8,3,-1,0.398
basketball,austria,abl-super-cup,1.30,1,1.2200,0.0000,-1.0000,-4.5455,1,0,-1,-1
basketball,austria,abl-super-cup,1.50,1,1.3800,0.0000,-1.0000,-2.6316,1,0,-1,-1
basketball,austria,abl,1.30,517,1.1610,0.8292,-0.0410,-0.2320,9,2,-0.178823529411765,0.188
basketball,austria,abl,1.50,486,1.4147,0.5456,-0.2330,-0.5501,9,0,-0.535555555555555,-0.066
basketball,austria,austria-cup,1.30,15,1.1323,0.7292,-0.1829,-1.3181,4,1,-0.44,0.14
basketball,austria,austria-cup,1.50,11,1.4231,1.0000,0.4231,1.0000,5,5,0.37,0.47
basketball,austria,awbl-women,1.50,1,1.4000,1.0000,0.4000,1.0000,1,1,0.4,0.4
basketball,austria,zweite-liga,1.30,72,1.0756,0.8968,-0.0460,-0.4687,2,0,-0.0633333333333333,-0.0285714285714286
basketball,austria,zweite-liga,1.50,9,1.4133,0.6667,-0.0800,-0.1398,1,0,-0.08,-0.08
basketball,bahrain,premier-league,1.30,79,1.1356,0.9125,0.0329,0.2673,5,3,-0.101666666666667,0.16
basketball,bahrain,premier-league,1.50,35,1.4428,0.6548,-0.0608,-0.1250,5,3,-0.5,0.173333333333333
basketball,belarus,premier-league,1.30,150,1.1253,0.7548,-0.1611,-1.2023,5,1,-0.402307692307692,0.0215384615384616
basketball,belarus,premier-league,1.50,61,1.4017,0.6262,-0.1109,-0.3044,5,2,-0.3175,0.085
basketball,belgium,belgian-cup,1.30,16,1.1745,0.8433,-0.0103,-0.0545,5,2,-0.246666666666667,0.24
basketball,belgium,belgian-cup,1.50,8,1.3933,0.4333,-0.3820,-1.0073,5,1,-1,0.45
basketball,belgium,euromillions-basketball-league,1.30,539,1.1487,0.8856,0.0140,0.1162,8,5,-0.130588235294118,0.15125
basketball,belgium,euromillions-basketball-league,1.50,269,1.3934,0.7005,-0.0250,-0.0606,8,4,-0.453,0.4125
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.30,66,1.1472,0.9333,0.0688,0.4804,3,2,-0.057,0.1352
basketball,bosnia-and-herzegovina,prvenstvo-bih,1.50,22,1.4108,0.7222,0.0303,0.0461,3,1,-0.2925,0.435
basketball,brazil,lbf-women,1.30,115,1.1030,0.9309,0.0241,0.2594,6,3,-0.0666666666666667,0.12
basketball,brazil,lbf-women,1.50,22,1.4240,0.5625,-0.1875,-0.4694,6,3,-1,0.5
basketball,brazil,nbb,1.30,755,1.1619,0.7996,-0.0775,-0.4379,9,5,-0.353333333333333,0.08125
basketball,brazil,nbb,1.50,561,1.4013,0.7146,-0.0002,0.0035,9,3,-0.136875,0.394285714285714
basketball,bulgaria,bulgarian-cup,1.30,26,1.1191,0.8190,-0.0938,-0.7000,7,3,-0.45,0.15
basketball,bulgaria,bulgarian-cup,1.50,8,1.4110,0.7000,0.0040,-0.0299,5,3,-1,0.5
basketball,bulgaria,nbl,1.30,443,1.1247,0.8625,-0.0324,-0.2401,8,3,-0.126521739130435,0.195
basketball,bulgaria,nbl,1.50,105,1.3933,0.7579,0.0492,0.1424,7,4,-0.2975,0.44
basketball,canada,nbl,1.30,97,1.1922,0.8066,-0.0407,-0.1994,4,1,-0.0981818181818182,0.0357142857142857
basketball,canada,nbl,1.50,133,1.4108,0.7301,0.0294,0.0730,4,2,-0.178823529411765,0.236875
basketball,chile,dimayor,1.30,1,1.1000,1.0000,0.1000,1.0000,1,1,0.1,0.1
basketball,chile,lnb,1.30,67,1.2206,0.7786,-0.0627,-0.2250,2,1,-0.144,0.0185714285714286
basketball,chile,lnb,1.50,111,1.4158,0.6863,-0.0318,-0.0683,2,0,-0.0477777777777777,-0.0158823529411765
basketball,china,cba,1.30,1047,1.1333,0.9039,0.0153,0.1835,6,2,-0.0686363636363636,0.138260869565217
basketball,china,cba,1.50,356,1.3886,0.6860,-0.0485,-0.1221,6,2,-0.2875,0.36625
basketball,china,wcba-women,1.30,347,1.1268,0.9171,0.0277,0.2633,5,4,-0.113333333333333,0.0976470588235294
basketball,china,wcba-women,1.50,157,1.4101,0.6517,-0.0871,-0.1976,5,1,-0.2775,0.094
basketball,croatia,a1-liga,1.30,676,1.1081,0.9223,0.0170,0.2036,9,6,-0.15047619047619,0.0921739130434782
basketball,croatia,a1-liga,1.50,215,1.4083,0.6974,-0.0095,-0.0440,9,5,-0.534444444444444,0.44
basketball,croatia,croatian-cup,1.30,11,1.1281,0.9375,0.0613,0.4497,4,3,-0.175,0.16
basketball,croatia,croatian-cup,1.50,5,1.3756,1.0000,0.3756,1.0000,3,3,0.31,0.47
basketball,cyprus,division-a,1.30,141,1.1123,0.9130,0.0043,0.1389,5,2,-0.0964705882352941,0.11
basketball,cyprus,division-a,1.50,109,1.4150,0.7549,0.0656,0.1645,6,4,-0.278125,0.4
basketball,czech-republic,czech-cup-women,1.30,10,1.1650,0.6667,-0.2283,-1.3535,3,0,-0.45,-0.075
basketball,czech-republic,czech-cup-women,1.50,7,1.4138,0.8750,0.2300,0.5729,4,3,-0.26,0.45
basketball,czech-republic,czech-cup,1.30,22,1.0990,0.9167,-0.0018,0.0749,6,4,-0.3,0.155
basketball,czech-republic,czech-cup,1.50,8,1.4167,0.6111,-0.1494,-0.3222,6,3,-1,0.43
basketball,czech-republic,nbl,1.30,1059,1.1071,0.9193,0.0132,0.1660,9,6,-0.0956521739130435,0.137058823529412
basketball,czech-republic,nbl,1.50,386,1.3907,0.6110,-0.1448,-0.3848,9,4,-0.533333333333333,0.271
basketball,czech-republic,zbl-women,1.30,248,1.1070,0.8930,-0.0168,-0.1069,7,4,-0.136666666666667,0.11625
basketball,czech-republic,zbl-women,1.50,122,1.4138,0.4810,-0.3159,-0.7730,7,2,-1,0.45
basketball,denmark,basketligaen,1.30,492,1.1104,0.8659,-0.0440,-0.3485,7,2,-0.182083333333333,0.0875
basketball,denmark,basketligaen,1.50,199,1.4063,0.5621,-0.2128,-0.5157,7,0,-0.53,-0.00300000000000002
basketball,denmark,dameligaen-women,1.30,55,1.1375,0.5530,-0.3472,-2.6968,3,1,-1,0.0727272727272727
basketball,denmark,dameligaen-women,1.50,42,1.4087,0.7136,0.0018,0.0130,2,1,-0.03,0.0336363636363636
basketball,denmark,denmark-cup-women,1.30,3,1.1200,1.0000,0.1200,1.0000,3,3,0.0700000000000001,0.22
basketball,denmark,denmark-cup-women,1.50,1,1.4300,0.0000,-1.0000,-2.3256,1,0,-1,-1
basketball,denmark,denmark-cup,1.30,10,1.1090,0.8600,-0.0632,-0.4244,5,3,-0.47,0.12
basketball,denmark,denmark-cup,1.50,2,1.4250,0.5000,-0.2550,-0.6765,1,0,-0.255,-0.255
basketball,estonia,estonia-cup,1.30,13,1.0546,1.0000,0.0546,1.0000,4,4,0.035,0.1
basketball,estonia,estonia-cup,1.50,4,1.4025,1.0000,0.4025,1.0000,2,2,0.385,0.42
basketball,estonia,korvpalli-meistriliiga,1.30,467,1.1182,0.8111,-0.1082,-0.7876,8,3,-0.63,0.0816666666666666
basketball,estonia,korvpalli-meistriliiga,1.50,128,1.4229,0.6750,-0.0350,-0.0935,8,3,-0.52,0.46
basketball,europe,aba-league,1.30,672,1.1524,0.8913,0.0222,0.1779,9,6,-0.0631578947368421,0.104761904761905
basketball,europe,aba-league,1.50,328,1.4012,0.7583,0.0601,0.1558,9,6,-0.6675,0.415
basketball,europe,acropolis-tournament,1.30,14,1.1410,0.9375,0.0635,0.4942,4,3,-0.205,0.22
basketball,europe,acropolis-tournament,1.50,4,1.4467,0.8333,0.2067,0.4602,2,1,-0.0766666666666667,0.49
basketball,europe,alpe-adria-cup,1.30,24,1.1457,0.8429,-0.0388,-0.2356,2,0,-0.0585714285714286,-0.019
basketball,europe,alpe-adria-cup,1.50,12,1.3913,0.9375,0.2975,0.7778,2,2,0.225,0.37
basketball,europe,award-sofia,1.30,2,1.1100,1.0000,0.1100,1.0000,1,1,0.11,0.11
basketball,europe,award-sofia,1.50,1,1.4000,0.0000,-1.0000,-2.5000,1,0,-1,-1
basketball,europe,baltic-league-cup,1.30,6,1.1792,0.4167,-0.4975,-2.8391,4,1,-1,0.26
basketball,europe,baltic-league-cup,1.50,4,1.3633,0.8333,0.1367,0.3746,2,1,-0.0566666666666666,0.33
basketball,europe,baltic-league-women,1.30,9,1.1756,0.4444,-0.4633,-2.7201,1,0,-0.463333333333333,-0.463333333333333
basketball,europe,baltic-league-women,1.50,1,1.3100,1.0000,0.3100,1.0000,1,1,0.31,0.31
basketball,europe,baltic-league,1.30,579,1.1170,0.8921,-0.0133,-0.0308,8,3,-0.178,0.0929166666666666
basketball,europe,baltic-league,1.50,165,1.3988,0.7481,0.0473,0.1166,8,6,-0.402857142857143,0.384285714285714
basketball,europe,bibl,1.30,258,1.1574,0.8284,-0.0427,-0.2621,9,2,-0.195625,0.0533333333333334
basketball,europe,bibl,1.50,131,1.4004,0.6610,-0.0753,-0.1857,9,3,-0.563333333333333,0.252222222222222
basketball,europe,cewl-women,1.30,11,1.0668,1.0000,0.0668,1.0000,3,3,0.01,0.113333333333333
basketball,europe,cewl-women,1.50,3,1.4275,1.0000,0.4275,1.0000,2,2,0.4,0.455
basketball,europe,champions-league,1.30,126,1.1989,0.8889,0.0661,0.3302,1,1,0.066111111111111,0.066111111111111
basketball,europe,champions-league,1.50,91,1.3969,0.7692,0.0792,0.1878,1,1,0.0792307692307692,0.0792307692307692
basketball,europe,eewbl-women,1.30,11,1.0681,1.0000,0.0681,1.0000,2,2,0.05,0.08625
basketball,europe,eewbl-women,1.50,4,1.4625,0.7500,0.1050,0.2095,2,1,-0.25,0.46
basketball,europe,eurobasket-b,1.30,3,1.1467,0.3333,-0.6633,-4.2121,1,0,-0.663333333333333,-0.663333333333333
basketball,europe,eurobasket-b,1.50,1,1.3300,1.0000,0.3300,1.0000,1,1,0.33,0.33
basketball,europe,eurobasket-u16-b,1.30,58,1.1086,0.9063,0.0011,0.0432,2,1,-0.083125,0.0853846153846154
basketball,europe,eurobasket-u16-b,1.50,16,1.4125,0.6250,-0.1013,-0.2841,1,0,-0.10125,-0.10125
basketball,europe,eurobasket-u16,1.30,153,1.1697,0.8618,0.0008,0.0476,7,5,-0.22,0.21
basketball,europe,eurobasket-u16,1.50,81,1.4112,0.6781,-0.0424,-0.1047,7,3,-0.412857142857143,0.45
basketball,europe,eurobasket-u18-b,1.30,187,1.1462,0.8165,-0.0659,-0.4379,7,2,-0.171428571428571,0.0595238095238095
basketball,europe,eurobasket-u18-b,1.50,125,1.4124,0.6611,-0.0670,-0.1607,7,4,-0.432,0.102222222222222
basketball,europe,eurobasket-u18,1.30,201,1.1602,0.8106,-0.0653,-0.3717,9,5,-0.315,0.0878571428571429
basketball,europe,eurobasket-u18,1.50,106,1.4036,0.7874,0.1074,0.2607,9,5,-0.214285714285714,0.44
basketball,europe,eurobasket-u20-b,1.30,195,1.1272,0.7902,-0.1183,-0.8585,7,1,-0.4125,0.074
basketball,europe,eurobasket-u20-b,1.50,73,1.3957,0.6093,-0.1599,-0.3781,7,3,-1,0.19
basketball,europe,eurobasket-u20,1.30,202,1.1622,0.7928,-0.0849,-0.4846,9,0,-0.264166666666667,-0.00666666666666667
basketball,europe,eurobasket-u20,1.50,141,1.4147,0.6317,-0.1107,-0.2563,9,5,-1,0.23
basketball,europe,eurobasket,1.30,254,1.1534,0.8242,-0.0537,-0.3220,5,2,-0.232857142857143,0.0466666666666667
basketball,europe,eurobasket,1.50,82,1.4052,0.6200,-0.1286,-0.3178,5,1,-0.523333333333333,0.386666666666667
basketball,europe,eurochallenge,1.30,569,1.1771,0.8220,-0.0379,-0.1828,7,3,-0.22047619047619,0.0638095238095238
basketball,europe,eurochallenge,1.50,267,1.4043,0.7656,0.0764,0.1858,7,4,-0.24,0.435555555555555
basketball,europe,eurocup-women,1.30,291,1.1423,0.8925,0.0163,0.1371,5,4,-0.115,0.0947058823529412
basketball,europe,eurocup-women,1.50,105,1.4417,0.4561,-0.3495,-0.7753,5,1,-1,0.29
basketball,europe,eurocup,1.30,768,1.1755,0.8161,-0.0433,-0.2319,9,4,-0.221904761904762,0.0958823529411765
basketball,europe,eurocup,1.50,547,1.3949,0.5885,-0.1821,-0.4535,9,3,-0.473125,0.102
basketball,europe,euroleague-women,1.30,555,1.1047,0.9178,0.0069,0.1332,9,6,-0.108125,0.06875
basketball,europe,euroleague-women,1.50,189,1.3954,0.7534,0.0532,0.1297,9,7,-0.4725,0.402
basketball,europe,euroleague,1.30,885,1.1646,0.7834,-0.1007,-0.5325,9,2,-0.195,0.06
basketball,europe,euroleague,1.50,331,1.3809,0.6971,-0.0456,-0.0980,9,3,-0.221428571428571,0.126
basketball,europe,european-basketball-tour,1.30,1,1.2600,1.0000,0.2600,1.0000,1,1,0.26,0.26
basketball,europe,european-basketball-tour,1.50,1,1.4200,1.0000,0.4200,1.0000,1,1,0.42,0.42
basketball,europe,european-championship-u16-women,1.30,136,1.1141,0.8975,-0.0092,-0.0007,5,2,-0.128461538461538,0.117142857142857
basketball,europe,european-championship-u16-women,1.50,62,1.3982,0.7827,0.0918,0.2369,5,3,-0.392857142857143,0.406
basketball,europe,european-championship-u18-b-women,1.30,194,1.1339,0.8985,0.0128,0.1409,7,4,-0.135294117647059,0.144166666666667
basketball,europe,european-championship-u18-b-women,1.50,76,1.3840,0.8223,0.1341,0.3594,7,5,-0.3025,0.358
basketball,europe,european-championship-u18-women,1.30,220,1.1219,0.8023,-0.1119,-0.8190,7,2,-0.409090909090909,0.0530769230769231
basketball,europe,european-championship-u18-women,1.50,72,1.3857,0.7785,0.0736,0.2041,7,4,-0.325,0.398571428571429
basketball,europe,european-championship-u20-b-women,1.30,79,1.1056,0.8313,-0.0869,-0.7663,7,2,-0.315454545454545,0.077
basketball,europe,european-championship-u20-b-women,1.50,29,1.4048,0.6898,-0.0303,-0.0765,7,3,-0.523333333333333,0.416666666666667
basketball,europe,european-championship-u20-women,1.30,194,1.1374,0.8667,-0.0182,-0.1032,7,3,-0.176666666666667,0.138181818181818
basketball,europe,european-championship-u20-women,1.50,86,1.4137,0.6698,-0.0556,-0.1282,7,3,-0.52,0.217777777777778
basketball,europe,european-championship-women,1.30,182,1.1525,0.7914,-0.1020,-0.5767,5,1,-0.251666666666667,0.000833333333333334
basketball,europe,european-championship-women,1.50,104,1.3819,0.5711,-0.1976,-0.5518,5,3,-1,0.253333333333333
basketball,europe,fiba-europe-cup,1.30,185,1.1635,0.8807,0.0196,0.1509,2,2,0.0178947368421053,0.0213333333333333
basketball,europe,fiba-europe-cup,1.50,106,1.3791,0.7841,0.0734,0.2145,2,2,0.015,0.131818181818182
basketball,europe,games-of-the-small-states-of-europe-women,1.30,1,1.0500,1.0000,0.0500,1.0000,1,1,0.05,0.05
basketball,europe,games-of-the-small-states-of-europe,1.30,3,1.1200,1.0000,0.1200,1.0000,1,1,0.12,0.12
basketball,europe,games-of-the-small-states-of-europe,1.50,1,1.3800,0.0000,-1.0000,-2.6316,1,0,-1,-1
basketball,europe,gomelsky-cup,1.30,15,1.1825,0.9688,0.1438,0.7975,8,7,-0.11,0.29
basketball,europe,gomelsky-cup,1.50,8,1.4179,0.4167,-0.4213,-0.9791,4,0,-1,-0.1
basketball,europe,international-tournament-spain,1.30,5,1.0620,1.0000,0.0620,1.0000,1,1,0.062,0.062
basketball,europe,love-cyprus,1.30,10,1.1667,0.8889,0.0278,0.2222,3,2,-0.176666666666667,0.15
basketball,europe,love-cyprus,1.50,1,1.3900,0.0000,-1.0000,-2.5641,1,0,-1,-1
