Sport,Country,League Name,Margin,Total Records,Avg. Odd,Success Rate,Money Per Game,Kelly
basketball,belgium,euromillions-basketball-league,1.50,130,1.3985,0.6692,-0.0668,-0.1607
basketball,brazil,lbf-women,1.30,66,1.1238,0.8788,-0.0197,-0.1004
basketball,brazil,lbf-women,1.50,26,1.3958,0.5000,-0.3085,-0.7634
basketball,brazil,nbb,1.30,136,1.2092,0.6618,-0.2034,-0.9551
basketball,brazil,nbb,1.50,108,1.4082,0.6944,-0.0343,-0.0540
basketball,bulgaria,nbl,1.30,199,1.0979,0.8945,-0.0225,-0.1830
basketball,bulgaria,nbl,1.50,57,1.3982,0.5263,-0.2651,-0.6631
basketball,canada,nbl,1.30,24,1.1575,0.7917,-0.1042,-0.5311
basketball,canada,nbl,1.50,49,1.4098,0.5918,-0.1739,-0.4042
basketball,chile,lnb,1.50,20,1.4265,0.0500,-0.9315,-2.1774
basketball,china,cba,1.30,180,1.1500,0.7667,-0.1295,-0.7889
basketball,croatia,a1-liga,1.30,312,1.1151,0.8878,-0.0169,-0.0871
basketball,cyprus,division-a,1.30,68,1.1232,0.8382,-0.0784,-0.4744
basketball,czech-republic,nbl,1.30,392,1.1014,0.8980,-0.0212,-0.1081
basketball,czech-republic,nbl,1.50,140,1.4004,0.7071,-0.0185,-0.0243
basketball,czech-republic,zbl-women,1.30,125,1.1061,0.7840,-0.1541,-1.2522
basketball,czech-republic,zbl-women,1.50,44,1.4052,0.5909,-0.1707,-0.4186
basketball,denmark,basketligaen,1.50,94,1.3967,0.5957,-0.1795,-0.4233
basketball,denmark,dameligaen-women,1.50,24,1.4108,0.6667,-0.0417,-0.1447
basketball,estonia,korvpalli-meistriliiga,1.30,258,1.0879,0.8411,-0.0908,-0.9675
basketball,estonia,korvpalli-meistriliiga,1.50,124,1.4029,0.6613,-0.0802,-0.1794
basketball,europe,aba-league,1.50,208,1.4090,0.5769,-0.1908,-0.4574
basketball,europe,baltic-league,1.30,180,1.1526,0.8222,-0.0613,-0.3427
basketball,europe,baltic-league,1.50,79,1.4103,0.5823,-0.1853,-0.4359
basketball,europe,bibl,1.50,37,1.4227,0.6216,-0.1178,-0.2735
basketball,europe,eurobasket-u16-b,1.30,56,1.1236,0.7857,-0.1207,-0.9484
basketball,europe,eurobasket-u16,1.30,131,1.1690,0.7252,-0.1579,-0.9008
basketball,europe,eurobasket-u16,1.50,73,1.3981,0.6164,-0.1441,-0.3471
basketball,europe,eurobasket-u18-b,1.30,149,1.1548,0.7852,-0.1038,-0.6018
basketball,europe,eurobasket-u18-b,1.50,85,1.4158,0.6471,-0.0935,-0.2018
basketball,europe,eurobasket-u18,1.30,126,1.1571,0.8016,-0.0821,-0.4610
basketball,europe,eurobasket-u20-b,1.30,157,1.1062,0.8344,-0.0795,-0.7244
basketball,europe,eurobasket-u20,1.30,144,1.1597,0.7917,-0.0926,-0.5132
basketball,europe,eurobasket-u20,1.50,106,1.4139,0.6887,-0.0287,-0.0635
basketball,europe,eurobasket,1.30,172,1.1358,0.7616,-0.1462,-0.9935
basketball,europe,eurobasket,1.50,123,1.3906,0.6016,-0.1653,-0.4184
basketball,europe,eurochallenge,1.50,128,1.4066,0.7031,-0.0170,-0.0269
basketball,europe,eurocup-women,1.30,87,1.1462,0.8621,-0.0176,-0.0813
basketball,europe,eurocup-women,1.50,78,1.4062,0.6154,-0.1415,-0.3316
basketball,europe,euroleague-women,1.30,211,1.1376,0.7678,-0.1316,-0.9196
basketball,europe,euroleague,1.30,141,1.2142,0.7730,-0.0562,-0.2866
basketball,europe,european-championship-u16-women,1.50,40,1.3970,0.6000,-0.1530,-0.4076
basketball,europe,european-championship-u18-b-women,1.30,168,1.1170,0.8095,-0.1019,-0.8181
basketball,europe,european-championship-u18-women,1.30,162,1.1389,0.8395,-0.0540,-0.3160
basketball,europe,european-championship-u20-b-women,1.30,82,1.1127,0.7927,-0.1304,-1.0471
basketball,europe,european-championship-u20-women,1.30,150,1.1412,0.7867,-0.1091,-0.7242
basketball,europe,european-championship-u20-women,1.50,74,1.4122,0.5405,-0.2351,-0.5742
basketball,europe,european-championship-women,1.30,168,1.1352,0.8155,-0.0845,-0.5496
basketball,europe,european-championship-women,1.50,66,1.3886,0.5152,-0.2826,-0.7324
basketball,europe,fiba-europe-cup,1.30,29,1.2234,0.7931,-0.0455,-0.1328
basketball,europe,fiba-europe-cup,1.50,56,1.3963,0.6071,-0.1468,-0.3843
basketball,europe,waba-league-women,1.30,30,1.1363,0.7000,-0.2107,-1.5005
basketball,finland,korisliiga,1.30,139,1.1619,0.8273,-0.0375,-0.2389
basketball,finland,korisliiga,1.50,138,1.3890,0.6232,-0.1258,-0.3455
basketball,france,french-cup,1.30,39,1.1913,0.8205,-0.0323,-0.1178
basketball,france,french-cup,1.50,30,1.4093,0.6000,-0.1547,-0.3772
basketball,france,lfb-women,1.30,128,1.1650,0.7500,-0.1266,-0.7652
basketball,france,lnb,1.30,65,1.1878,0.6923,-0.1820,-0.9457
basketball,fyr-of-macedonia,superleague,1.30,35,1.1351,0.8286,-0.0671,-0.4399
basketball,georgia,superleague,1.30,53,1.1343,0.7170,-0.1896,-1.3898
basketball,georgia,superleague,1.50,36,1.3992,0.4722,-0.3350,-0.8500
basketball,germany,bbl,1.30,210,1.1950,0.8000,-0.0473,-0.2256
basketball,germany,bbl,1.50,252,1.4083,0.6111,-0.1344,-0.3413
basketball,germany,dbbl-women,1.30,31,1.1497,0.8387,-0.0377,-0.2389
basketball,germany,dbbl-women,1.50,26,1.4246,0.5000,-0.2904,-0.6775
basketball,germany,pro-a,1.30,64,1.1708,0.7031,-0.1864,-1.0352
basketball,greece,a2,1.30,88,1.1710,0.8182,-0.0392,-0.2449
basketball,greece,a2,1.50,86,1.4198,0.5698,-0.2008,-0.4552
basketball,greece,basket-league,1.50,80,1.3938,0.6875,-0.0438,-0.1062
basketball,hungary,nb-i-a,1.30,83,1.1748,0.7349,-0.1431,-0.7813
basketball,hungary,nb-i-a,1.50,60,1.4235,0.5167,-0.2573,-0.6246
basketball,iceland,premier-league,1.30,82,1.1573,0.8293,-0.0548,-0.2560
basketball,iceland,premier-league,1.50,90,1.4080,0.5222,-0.2533,-0.6488
basketball,indonesia,ibl,1.30,328,1.1192,0.8323,-0.0732,-0.5747
basketball,indonesia,ibl,1.50,33,1.4312,0.6364,-0.0903,-0.2069
basketball,israel,super-league,1.30,150,1.1673,0.6867,-0.2144,-1.1858
basketball,israel,super-league,1.50,136,1.4038,0.6103,-0.1429,-0.3549
basketball,italy,a2-west,1.50,27,1.4452,0.6296,-0.1030,-0.2023
basketball,italy,lega-a,1.30,126,1.1666,0.7619,-0.1191,-0.6673
basketball,italy,lega-a,1.50,126,1.4114,0.6190,-0.1338,-0.3069
basketball,italy,serie-a1-women,1.50,117,1.3974,0.6923,-0.0368,-0.0819
basketball,japan,jbl-league,1.30,28,1.1221,0.7857,-0.1236,-0.9687
basketball,latvia,lbl,1.30,220,1.1228,0.7364,-0.1825,-1.4110
basketball,latvia,lbl,1.50,125,1.3924,0.5280,-0.2658,-0.6749
basketball,lithuania,lkl,1.30,234,1.1229,0.8419,-0.0625,-0.4442
basketball,lithuania,lkl,1.50,111,1.4241,0.5135,-0.2680,-0.6337
basketball,lithuania,lmkl-women,1.30,20,1.1060,0.9000,-0.0230,-0.0434
basketball,mexico,lnbp,1.30,188,1.1830,0.7234,-0.1423,-0.7878
basketball,mexico,lnbp,1.50,167,1.4213,0.6347,-0.1038,-0.2322
basketball,netherlands,dbl,1.30,245,1.1173,0.8531,-0.0546,-0.4000
basketball,netherlands,dbl,1.50,115,1.4057,0.6783,-0.0507,-0.1147
basketball,new-zealand,nbl,1.30,92,1.1578,0.8478,-0.0202,-0.1164
basketball,new-zealand,nbl,1.50,94,1.3979,0.6596,-0.0813,-0.1960
basketball,north-central-america,centrobasket-championship,1.30,31,1.0887,0.9032,-0.0181,-0.1877
basketball,norway,blno,1.30,124,1.1127,0.8952,-0.0138,-0.0347
basketball,norway,kvinneligaen-women,1.30,34,1.1044,0.8529,-0.0638,-0.5555
basketball,philippines,commissioners-cup,1.30,46,1.1952,0.8261,-0.0191,-0.0648
basketball,philippines,commissioners-cup,1.50,118,1.4063,0.6949,-0.0251,-0.0560
basketball,philippines,fiesta-conference,1.50,38,1.4189,0.6842,-0.0263,-0.0696
basketball,philippines,governors-cup,1.30,66,1.2006,0.7879,-0.0606,-0.2695
basketball,philippines,governors-cup,1.50,121,1.4177,0.6364,-0.0979,-0.2342
basketball,poland,ekstraklasa-women,1.30,188,1.1305,0.8404,-0.0544,-0.3821
basketball,poland,ekstraklasa-women,1.50,77,1.4126,0.6234,-0.1126,-0.2894
basketball,poland,tauron-basket-liga,1.30,177,1.1836,0.7966,-0.0545,-0.3114
basketball,portugal,lpb,1.30,189,1.1452,0.8254,-0.0565,-0.3768
basketball,portugal,lpb,1.50,76,1.4030,0.7105,0.0022,-0.0077
basketball,qatar,qbl,1.30,88,1.1168,0.8864,-0.0218,-0.0864
basketball,qatar,qbl,1.50,26,1.3800,0.6154,-0.1677,-0.3968
basketball,romania,divizia-a,1.30,100,1.1388,0.8200,-0.0808,-0.4768
basketball,russia,pbl,1.30,90,1.1782,0.6889,-0.1957,-1.0567
basketball,russia,pbl,1.50,63,1.3979,0.6825,-0.0500,-0.1152
basketball,russia,russian-cup,1.30,23,1.1565,0.8261,-0.0470,-0.2850
basketball,russia,super-league,1.30,72,1.1886,0.8333,-0.0208,-0.0503
basketball,russia,super-league,1.50,32,1.4269,0.4375,-0.3769,-0.8802
basketball,russia,superleague-a-women,1.30,149,1.1211,0.8859,-0.0148,-0.0559
basketball,russia,superleague-a-women,1.50,57,1.4253,0.4211,-0.4014,-0.9403
basketball,russia,vtb-united-league,1.50,119,1.3598,0.7227,-0.0201,-0.0480
basketball,serbia,first-league,1.30,164,1.1738,0.7866,-0.0752,-0.4415
basketball,serbia,superleague,1.50,56,1.3927,0.6071,-0.1555,-0.3933
basketball,slovakia,extraliga-women,1.30,35,1.0697,0.7714,-0.1860,-2.5073
basketball,slovakia,extraliga,1.50,84,1.4115,0.4881,-0.3229,-0.7558
basketball,slovenia,liga-nova-kbm,1.30,216,1.1525,0.8657,-0.0002,-0.0144
basketball,slovenia,liga-nova-kbm,1.50,84,1.4108,0.6905,-0.0335,-0.0629
basketball,south-korea,kbl,1.50,287,1.4171,0.6551,-0.0697,-0.1719
basketball,south-korea,wkbl-women,1.50,144,1.3927,0.6875,-0.0435,-0.1083
basketball,spain,acb,1.50,299,1.3959,0.6120,-0.1496,-0.3679
basketball,spain,leb-oro,1.30,55,1.2084,0.7818,-0.0489,-0.2653
basketball,spain,leb-plata,1.50,21,1.4029,0.5714,-0.1871,-0.4924
basketball,spain,liga-femenina-women,1.30,177,1.1329,0.7966,-0.1010,-0.7340
basketball,spain,liga-femenina-women,1.50,77,1.4056,0.6494,-0.0788,-0.2152
basketball,sweden,basketligan-women,1.30,44,1.1300,0.7273,-0.1945,-1.3706
basketball,sweden,ligan,1.30,175,1.1367,0.7714,-0.1321,-0.9008
basketball,sweden,ligan,1.50,135,1.3919,0.4889,-0.3067,-0.8155
basketball,switzerland,lna,1.30,166,1.1282,0.7771,-0.1380,-0.9616
basketball,switzerland,lna,1.50,58,1.4145,0.6379,-0.1000,-0.2356
basketball,turkey,kbsl-women,1.50,117,1.4067,0.6667,-0.0659,-0.1530
basketball,turkey,tbl,1.50,58,1.3805,0.6379,-0.1164,-0.3136
basketball,turkey,turkish-cup,1.30,26,1.1604,0.8077,-0.0865,-0.3913
basketball,united-kingdom,bbl,1.50,202,1.3934,0.6683,-0.0733,-0.1749
basketball,uruguay,liga-capital,1.30,60,1.2298,0.7167,-0.1205,-0.5161
basketball,usa,nba-g-league,1.50,207,1.4157,0.5072,-0.2895,-0.6782
basketball,usa,nba-las-vegas-summer-league,1.50,24,1.4400,0.5833,-0.1525,-0.3636
basketball,usa,wnba,1.50,169,1.4114,0.6036,-0.1567,-0.3601
basketball,venezuela,lpb,1.50,28,1.4514,0.4286,-0.3786,-0.8373
basketball,world,americas-league,1.30,64,1.1464,0.8125,-0.0788,-0.4682
basketball,world,americup-women,1.30,28,1.0625,0.9286,-0.0221,-0.2143
basketball,world,club-friendly-women,1.30,22,1.1164,0.7727,-0.1373,-1.1804
basketball,world,club-friendly-women,1.50,23,1.3974,0.5217,-0.2713,-0.6818
basketball,world,club-friendly,1.30,274,1.1446,0.7956,-0.0985,-0.6182
basketball,world,club-friendly,1.50,143,1.4115,0.5315,-0.2487,-0.6072
basketball,world,friendly-international-women,1.30,65,1.1243,0.8462,-0.0545,-0.3915
basketball,world,friendly-international-women,1.50,32,1.4184,0.3125,-0.5466,-1.3305
basketball,world,friendly-international,1.30,97,1.1643,0.8351,-0.0364,-0.1687
basketball,world,olympic-games-women,1.30,60,1.0890,0.9000,-0.0300,-0.2236
basketball,world,olympic-games,1.30,60,1.1053,0.8667,-0.0593,-0.3992
basketball,world,universiade,1.30,28,1.1507,0.6429,-0.2729,-1.7268
basketball,world,world-championship-u17,1.30,67,1.1046,0.8209,-0.1022,-0.8909
basketball,world,world-championship-u17,1.50,27,1.3937,0.2963,-0.5933,-1.4911
basketball,world,world-championship-u19-women,1.30,118,1.0925,0.9153,-0.0083,-0.0005
basketball,world,world-championship-u19-women,1.50,34,1.3882,0.5294,-0.2700,-0.6827
basketball,world,world-championship-u19,1.30,142,1.1023,0.8310,-0.0949,-0.8219
basketball,world,world-championship-u19,1.50,54,1.4107,0.7037,-0.0048,-0.0177
basketball,world,world-championship-women,1.30,40,1.0653,0.9250,-0.0183,-0.2244
basketball,world,world-cup,1.30,47,1.1185,0.8936,-0.0062,-0.0040
handball,austria,hla,1.30,177,1.1767,0.7797,-0.0853,-0.4671
handball,austria,wha-women,1.30,58,1.1119,0.7414,-0.1829,-1.5699
handball,croatia,premijer-liga,1.50,35,1.4103,0.6857,-0.0403,-0.0803
handball,czech-republic,extraliga,1.30,173,1.1460,0.8266,-0.0582,-0.3615
handball,czech-republic,extraliga,1.50,110,1.4106,0.6818,-0.0456,-0.0930
handball,denmark,1-division-women,1.30,200,1.1446,0.8000,-0.0892,-0.5831
handball,denmark,1-division-women,1.50,147,1.3989,0.7007,-0.0214,-0.0497
handball,denmark,1-division,1.30,136,1.1485,0.7941,-0.1050,-0.5920
handball,denmark,1-division,1.50,168,1.4043,0.6429,-0.1017,-0.2405
handball,denmark,888ligaen,1.30,187,1.1779,0.8289,-0.0236,-0.1330
handball,denmark,888ligaen,1.50,244,1.3884,0.6352,-0.1176,-0.3039
handball,denmark,primo-tours-ligaen-women,1.30,279,1.1419,0.8351,-0.0450,-0.3265
handball,denmark,primo-tours-ligaen-women,1.50,170,1.4060,0.6118,-0.1348,-0.3445
handball,estonia,meistriliiga,1.30,74,1.1138,0.8243,-0.0918,-0.7196
handball,europe,baltic-league,1.30,28,1.1100,0.8214,-0.0846,-0.8019
handball,europe,champions-league-women,1.30,104,1.1722,0.8173,-0.0515,-0.2436
handball,europe,champions-league-women,1.50,66,1.3845,0.6667,-0.0695,-0.2002
handball,europe,champions-league,1.30,193,1.1438,0.8549,-0.0307,-0.1541
handball,europe,champions-league,1.50,157,1.4073,0.6369,-0.1027,-0.2544
handball,europe,cup-winners-cup-women,1.50,20,1.3960,0.5500,-0.2295,-0.5864
handball,europe,ehf-cup-women,1.30,52,1.1456,0.7115,-0.2013,-1.2700
handball,europe,ehf-cup,1.50,78,1.4068,0.6923,-0.0306,-0.0641
handball,europe,european-championship-u18,1.30,66,1.1476,0.8485,-0.0367,-0.1782
handball,europe,european-championship-u18,1.50,32,1.4131,0.6250,-0.1113,-0.2827
handball,europe,european-championship-u20,1.30,77,1.1456,0.7792,-0.1186,-0.7373
handball,europe,european-championship-women,1.30,101,1.1712,0.7921,-0.0826,-0.4225
handball,europe,european-championship-women,1.50,46,1.4141,0.6739,-0.0546,-0.1135
handball,europe,european-championship,1.30,107,1.1554,0.8131,-0.0741,-0.3896
handball,europe,european-championship,1.50,79,1.4072,0.6456,-0.0987,-0.2248
handball,europe,seha-liga,1.50,30,1.4193,0.6333,-0.1077,-0.2411
handball,europe,whil-women,1.30,184,1.1047,0.8370,-0.0903,-0.7199
handball,finland,sm-sarja-women,1.30,40,1.1160,0.8250,-0.0833,-0.6836
handball,finland,sm-sarja,1.30,231,1.1078,0.7792,-0.1506,-1.2690
handball,finland,sm-sarja,1.50,66,1.4045,0.6818,-0.0450,-0.1047
handball,france,division-1-women,1.30,91,1.1362,0.8791,0.0023,-0.0087
handball,france,lidl-starligue,1.50,190,1.3925,0.6526,-0.0928,-0.2323
handball,germany,1-bundesliga-women,1.30,237,1.1363,0.7932,-0.1011,-0.7238
handball,germany,1-bundesliga-women,1.50,103,1.4100,0.6505,-0.0833,-0.2020
handball,germany,bundesliga,1.50,276,1.3974,0.4746,-0.3336,-0.8473
handball,germany,dhb-pokal,1.30,261,1.1018,0.8774,-0.0439,-0.3270
handball,germany,dhb-pokal,1.50,69,1.4004,0.5942,-0.1778,-0.4192
handball,greece,a1,1.50,49,1.4073,0.5306,-0.2478,-0.6217
handball,hungary,nb-i-women,1.30,304,1.1027,0.8882,-0.0234,-0.2012
handball,hungary,nb-i-women,1.50,81,1.4063,0.5556,-0.2126,-0.5383
handball,hungary,nb-i,1.30,204,1.0848,0.9167,-0.0161,-0.0666
handball,hungary,nb-i,1.50,79,1.3990,0.4937,-0.3211,-0.7754
handball,israel,division-1,1.30,90,1.1270,0.7667,-0.1333,-1.0706
handball,israel,division-1,1.50,56,1.3929,0.6964,-0.0284,-0.0763
handball,latvia,synottip-virsliga,1.30,27,1.1470,0.7407,-0.1537,-1.0225
handball,latvia,synottip-virsliga,1.50,20,1.3985,0.6500,-0.0990,-0.2283
handball,norway,1-division-women,1.30,146,1.1466,0.7740,-0.1114,-0.7681
handball,norway,1-division-women,1.50,98,1.3917,0.6429,-0.1059,-0.2688
handball,norway,1-division,1.30,114,1.1885,0.7807,-0.0789,-0.3826
handball,norway,grundigligaen-women,1.30,264,1.1163,0.8182,-0.0960,-0.7458
handball,norway,grundigligaen,1.30,158,1.1699,0.7722,-0.1058,-0.5686
handball,norway,grundigligaen,1.50,197,1.3891,0.5584,-0.2314,-0.5765
handball,norway,nm-cup-women,1.30,22,1.0932,0.9091,-0.0136,-0.0665
handball,poland,superliga-women,1.30,121,1.0951,0.8843,-0.0343,-0.3320
handball,poland,superliga-women,1.50,85,1.4195,0.5294,-0.2445,-0.5923
handball,poland,superliga,1.50,140,1.4110,0.5643,-0.2069,-0.4958
handball,portugal,andebol-1,1.30,178,1.1398,0.7697,-0.1348,-0.8776
handball,portugal,andebol-1,1.50,112,1.4000,0.6607,-0.0736,-0.1875
handball,romania,liga-nationala-women,1.30,191,1.1125,0.8796,-0.0297,-0.1912
handball,romania,liga-nationala-women,1.50,95,1.3907,0.6211,-0.1422,-0.3488
handball,romania,liga-nationala,1.50,94,1.4098,0.6383,-0.1026,-0.2444
handball,russia,superleague-women,1.50,50,1.3746,0.7000,-0.0358,-0.1009
handball,russia,superleague,1.50,106,1.4071,0.5189,-0.2765,-0.6631
handball,serbia,superliga,1.50,40,1.4378,0.4500,-0.3595,-0.8064
handball,slovakia,extraliga,1.30,149,1.1211,0.8725,-0.0248,-0.1801
handball,slovakia,extraliga,1.50,31,1.4123,0.5484,-0.2323,-0.5471
handball,slovenia,1-a-drl-women,1.30,50,1.0904,0.9000,-0.0246,-0.2062
handball,slovenia,1-nlb-lig,1.30,207,1.1249,0.8116,-0.0949,-0.6965
handball,slovenia,1-nlb-lig,1.50,107,1.3923,0.4112,-0.4338,-1.0895
handball,south-korea,1st-league-women,1.30,26,1.1285,0.8462,-0.0662,-0.3515
handball,south-korea,1st-league-women,1.50,24,1.4392,0.5833,-0.1533,-0.3654
handball,spain,copa-del-rey,1.30,39,1.1297,0.8718,-0.0195,-0.1163
handball,spain,division-de-honor-plata,1.30,124,1.1912,0.6532,-0.2176,-1.1604
handball,spain,division-de-honor-plata,1.50,121,1.3905,0.6116,-0.1405,-0.3831
handball,spain,division-de-honor-women,1.30,303,1.1462,0.7789,-0.1149,-0.7335
handball,spain,liga-asobal,1.50,192,1.4083,0.6250,-0.1242,-0.2934
handball,sweden,allsvenskan-women,1.50,85,1.4111,0.7059,-0.0111,-0.0096
handball,sweden,allsvenskan,1.30,92,1.1745,0.6630,-0.2384,-1.2684
handball,sweden,allsvenskan,1.50,119,1.4008,0.5714,-0.2008,-0.4980
handball,sweden,handbollsligan,1.30,219,1.1816,0.7078,-0.1672,-0.9015
handball,sweden,handbollsligan,1.50,199,1.4050,0.5427,-0.2503,-0.5863
handball,sweden,she-women,1.30,257,1.1294,0.8755,-0.0182,-0.0869
handball,sweden,she-women,1.50,104,1.4088,0.6923,-0.0354,-0.0603
handball,switzerland,nla,1.30,144,1.1980,0.7431,-0.1215,-0.5547
handball,switzerland,nla,1.50,113,1.4114,0.6372,-0.1048,-0.2447
handball,switzerland,spl-women,1.30,198,1.0840,0.8939,-0.0342,-0.3688
handball,switzerland,spl-women,1.50,61,1.4623,0.4262,-0.3787,-0.8149
handball,turkey,superlig,1.30,67,1.1242,0.7910,-0.1264,-0.8916
handball,world,club-friendly-women,1.30,34,1.1638,0.8529,-0.0147,-0.0447
handball,world,club-friendly,1.30,103,1.1410,0.8544,-0.0332,-0.1787
handball,world,club-friendly,1.50,36,1.3797,0.4444,-0.3808,-1.0186
handball,world,friendly-international-women,1.30,58,1.1271,0.7759,-0.1379,-0.9880
handball,world,friendly-international,1.30,63,1.1535,0.8413,-0.0351,-0.1929
handball,world,olympic-games,1.50,32,1.3950,0.5000,-0.3031,-0.7658
handball,world,world-championship-u18-women,1.30,64,1.1334,0.8125,-0.0869,-0.5927
handball,world,world-championship-u18-women,1.50,40,1.4035,0.6500,-0.0890,-0.2174
handball,world,world-championship-u19,1.30,52,1.1285,0.6923,-0.2288,-1.7029
handball,world,world-championship-u19,1.50,32,1.3856,0.6250,-0.1469,-0.3474
handball,world,world-championship-u21,1.30,81,1.1344,0.8148,-0.0893,-0.5626
handball,world,world-championship-u21,1.50,57,1.4005,0.6842,-0.0463,-0.1042
handball,world,world-championship-women,1.30,129,1.1237,0.7364,-0.1760,-1.3939
handball,world,world-championship-women,1.50,67,1.3966,0.5970,-0.1712,-0.4192
handball,world,world-championship,1.50,76,1.4036,0.6316,-0.1195,-0.2814
hockey,asia,asia-league,1.50,21,1.4514,0.5714,-0.1810,-0.3779
hockey,australia,aihl,1.30,25,1.1888,0.7600,-0.1172,-0.5112
hockey,austria,alps-hockey-league,1.30,31,1.1632,0.7742,-0.1303,-0.6092
hockey,canada,ohl,1.50,110,1.4010,0.7000,-0.0250,-0.0481
hockey,denmark,metal-ligaen,1.50,131,1.4156,0.6412,-0.0963,-0.2220
hockey,france,ligue-magnus,1.30,25,1.2080,0.8000,-0.0440,-0.1615
hockey,france,ligue-magnus,1.50,98,1.4044,0.5816,-0.1885,-0.4529
hockey,germany,del,1.50,28,1.4136,0.3571,-0.4929,-1.1973
hockey,germany,german-cup,1.50,25,1.4104,0.6800,-0.0456,-0.0997
hockey,germany,oberliga-east,1.30,43,1.1121,0.8837,-0.0142,-0.1536
hockey,germany,oberliga-north,1.50,47,1.3857,0.4468,-0.3860,-0.9873
hockey,germany,oberliga-south,1.30,20,1.2220,0.3000,-0.6150,-2.8532
hockey,germany,oberliga-west,1.50,31,1.3839,0.6774,-0.0613,-0.1629
hockey,germany,oberliga,1.50,20,1.3900,0.6000,-0.1700,-0.4256
hockey,hungary,mol-liga,1.30,22,1.2032,0.4545,-0.4677,-2.2300
hockey,kazakhstan,championship,1.50,55,1.4442,0.5091,-0.2656,-0.5961
hockey,latvia,lhl,1.30,55,1.1131,0.7091,-0.2153,-1.8633
hockey,latvia,lhl,1.50,22,1.3991,0.4091,-0.4232,-1.0715
hockey,norway,division-1,1.30,223,1.2020,0.7175,-0.1402,-0.6810
hockey,norway,division-1,1.50,217,1.4032,0.6037,-0.1509,-0.3793
hockey,norway,get-ligaen,1.30,112,1.2071,0.7857,-0.0629,-0.2492
hockey,norway,get-ligaen,1.50,262,1.4017,0.6947,-0.0294,-0.0654
hockey,russia,khl,1.50,33,1.4033,0.6667,-0.0867,-0.1598
hockey,russia,superliga,1.50,126,1.4145,0.5952,-0.1663,-0.3812
hockey,slovakia,1-liga,1.50,30,1.3987,0.6000,-0.1573,-0.4033
hockey,slovakia,tipsport-liga,1.50,88,1.4283,0.6591,-0.0541,-0.1369
hockey,slovenia,slohokej-liga,1.30,31,1.1197,0.6129,-0.3197,-2.6216
hockey,slovenia,slohokej-liga,1.50,24,1.4063,0.6250,-0.1338,-0.2981
hockey,sweden,allettan-norra,1.30,30,1.2073,0.7333,-0.1053,-0.5528
hockey,sweden,allettan-norra,1.50,48,1.4233,0.6458,-0.0873,-0.1908
hockey,sweden,allettan-sodra,1.50,20,1.4440,0.5500,-0.2005,-0.4635
hockey,sweden,division-1-a,1.50,21,1.4052,0.6190,-0.1310,-0.3210
hockey,sweden,division-1-b,1.30,75,1.1801,0.7333,-0.1423,-0.7471
