Sport,Country,League,Category,Total games,Succeful,Avg. Odd,Success rate,Total win,Win per game,Money Usage Rate,Season
soccer,argentina,primera-division,1.2,9,9,1.17,1,1.53,0.17,1,2016
soccer,argentina,primera-division,1.3,18,18,1.23,1,4.14,0.23,1,2016
soccer,argentina,primera-division,1.4,5,0,1.38,0,-5,-1,-2.6316,2016
soccer,argentina,primera-division,1.3,32,24,1.275,0.75,-1.28,-0.04,-0.1455,2005
soccer,argentina,primera-division,1.2,10,10,1.17,1,1.7,0.17,1,2015
soccer,argentina,primera-division,1.4,24,24,1.35,1,8.4,0.35,1,2005
soccer,argentina,primera-division,1.4,8,4,1.345,0.5,-2.64,-0.33,-0.9565,2014
soccer,argentina,primera-division,1.5,4,4,1.42,1,1.68,0.42,1,2014
soccer,argentina,primera-division,1.4,8,8,1.36,1,2.88,0.36,1,2013
soccer,argentina,primera-division,1.5,8,8,1.49,1,3.92,0.49,1,2013
soccer,argentina,primera-division,1.3,8,8,1.27,1,2.16,0.27,1,2012
soccer,argentina,primera-division,1.4,8,8,1.38,1,3.04,0.38,1,2011
soccer,argentina,primera-division,1.4,24,24,1.38,1,9.12,0.38,1,2006
soccer,argentina,primera-division,1.4,8,8,1.38,1,3.04,0.38,1,2010
soccer,argentina,primera-division,1.4,24,16,1.37,0.6667,-1.76,-0.0733,-0.1982,2009
soccer,argentina,primera-division,1.5,28,21,1.475,0.75,3.36,0.12,0.2526,2004
soccer,argentina,primera-division,1.5,24,0,1.4733,0,-24,-1,-2.1127,2005
soccer,argentina,primera-division,1.5,16,8,1.47,0.5,-4.08,-0.255,-0.5426,2008
soccer,argentina,primera-division,1.4,16,16,1.375,1,6,0.375,1,2007
soccer,argentina,primera-division,1.5,8,0,1.42,0,-8,-1,-2.381,2007
soccer,argentina,primera-division,1.5,32,8,1.4775,0.25,-20.16,-0.63,-1.3194,2006
soccer,argentina,primera-division,1.5,24,8,1.4567,0.3333,-12.56,-0.5233,-1.146,2009
soccer,argentina,primera-division,1.5,24,16,1.4767,0.6667,-0.32,-0.0133,-0.028,2010
soccer,argentina,primera-division,1.5,24,16,1.47,0.6667,-0.72,-0.03,-0.0638,2011
soccer,argentina,primera-division,1.5,30,30,1.4367,1,13.1,0.4367,1,2015
soccer,argentina,primera-division,1.2,7,7,1.13,1,0.91,0.13,1,2004
soccer,argentina,primera-division,1.5,37,19,1.4695,0.5135,-9.09,-0.2457,-0.5233,2016
soccer,argentina,primera-d-metropolitana,1.4,25,15,1.344,0.6,-4.75,-0.19,-0.5523,2016
soccer,argentina,primera-division,1.3,4,0,1.23,0,-4,-1,-4.3478,2003
soccer,argentina,primera-division,1.4,4,4,1.34,1,1.36,0.34,1,2003
soccer,argentina,primera-division,1.5,8,4,1.47,0.5,-2.08,-0.26,-0.5532,2003
soccer,argentina,super-cup,1.5,1,0,1.47,0,-1,-1,-2.1277,2014
soccer,argentina,torneo-federal-a,1.3,3,3,1.23,1,0.69,0.23,1,2015
soccer,argentina,torneo-federal-a,1.4,3,3,1.33,1,0.99,0.33,1,2015
soccer,argentina,torneo-federal-a,1.5,3,0,1.5,0,-3,-1,-2,2015
soccer,argentina,torneo-federal-a,1.4,1,1,1.33,1,0.33,0.33,1,2014
soccer,argentina,torneo-federal-a,1.5,3,1,1.46,0.3333,-1.5,-0.5,-1.087,2013
soccer,argentina,torneos-de-verano,1.5,1,1,1.5,1,0.5,0.5,1,2016
soccer,argentina,torneos-de-verano,1.5,1,1,1.41,1,0.41,0.41,1,2013
soccer,armenia,armenian-cup,1.3,1,0,1.22,0,-1,-1,-4.5455,2016
soccer,armenia,armenian-cup,1.2,1,0,1.18,0,-1,-1,-5.5556,2015
soccer,armenia,armenian-cup,1.5,1,1,1.41,1,0.41,0.41,1,2015
soccer,armenia,armenian-cup,1.4,1,1,1.4,1,0.4,0.4,1,2014
soccer,armenia,armenian-cup,1.5,1,1,1.41,1,0.41,0.41,1,2013
soccer,armenia,armenian-cup,1.4,1,1,1.36,1,0.36,0.36,1,2012
soccer,armenia,armenian-cup,1.5,2,2,1.445,1,0.89,0.445,1,2012
soccer,armenia,armenian-cup,1.2,1,1,1.16,1,0.16,0.16,1,2011
soccer,armenia,armenian-cup,1.4,1,0,1.39,0,-1,-1,-2.5641,2011
soccer,armenia,armenian-cup,1.5,1,0,1.42,0,-1,-1,-2.381,2011
soccer,armenia,premier-league,1.2,8,8,1.17,1,1.36,0.17,1,2016
soccer,armenia,premier-league,1.3,16,12,1.275,0.75,-0.68,-0.0425,-0.1545,2016
soccer,armenia,premier-league,1.4,14,12,1.37,0.8571,2.42,0.1729,0.4672,2016
soccer,armenia,premier-league,1.5,2,0,1.45,0,-2,-1,-2.2222,2016
soccer,armenia,premier-league,1.2,4,4,1.175,1,0.7,0.175,1,2015
soccer,armenia,premier-league,1.3,10,10,1.28,1,2.8,0.28,1,2015
soccer,armenia,premier-league,1.4,4,4,1.33,1,1.32,0.33,1,2015
soccer,armenia,premier-league,1.2,6,6,1.155,1,0.93,0.155,1,2014
soccer,armenia,premier-league,1.3,12,9,1.2525,0.75,-0.78,-0.065,-0.2574,2014
soccer,armenia,premier-league,1.4,6,3,1.345,0.5,-1.86,-0.31,-0.8986,2014
soccer,armenia,premier-league,1.5,3,3,1.42,1,1.26,0.42,1,2014
soccer,armenia,premier-league,1.4,9,6,1.3633,0.6667,-0.72,-0.08,-0.2202,2013
soccer,armenia,premier-league,1.1,21,18,1.0671,0.8571,-1.74,-0.0829,-1.234,2010
soccer,armenia,premier-league,1.3,4,4,1.26,1,1.04,0.26,1,2012
soccer,armenia,premier-league,1.4,8,8,1.355,1,2.84,0.355,1,2012
soccer,armenia,premier-league,1.5,12,8,1.4767,0.6667,-0.28,-0.0233,-0.049,2012
soccer,armenia,premier-league,1.2,6,6,1.15,1,0.9,0.15,1,2011
soccer,armenia,premier-league,1.3,15,15,1.276,1,4.14,0.276,1,2011
soccer,armenia,premier-league,1.4,6,3,1.33,0.5,-1.98,-0.33,-1,2011
soccer,armenia,premier-league,1.5,18,15,1.47,0.8333,3.99,0.2217,0.4716,2011
soccer,armenia,premier-league,1.4,21,12,1.3614,0.5714,-4.68,-0.2229,-0.6166,2009
soccer,armenia,premier-league,1.2,12,9,1.1425,0.75,-1.68,-0.14,-0.9825,2010
soccer,armenia,premier-league,1.3,18,12,1.2583,0.6667,-2.82,-0.1567,-0.6065,2010
soccer,armenia,premier-league,1.4,18,9,1.36,0.5,-5.82,-0.3233,-0.8981,2010
soccer,armenia,premier-league,1.5,6,6,1.455,1,2.73,0.455,1,2010
soccer,armenia,premier-league,1.1,6,6,1.09,1,0.54,0.09,1,2009
soccer,armenia,premier-league,1.2,15,15,1.142,1,2.13,0.142,1,2009
soccer,armenia,premier-league,1.3,15,9,1.278,0.6,-3.45,-0.23,-0.8273,2009
soccer,armenia,premier-league,1.5,21,18,1.46,0.8571,5.16,0.2457,0.5342,2013
soccer,armenia,premier-league,1.5,6,3,1.43,0.5,-1.77,-0.295,-0.686,2009
soccer,armenia,premier-league,1.2,4,4,1.1475,1,0.59,0.1475,1,2008
soccer,armenia,premier-league,1.4,4,4,1.3675,1,1.47,0.3675,1,2008
soccer,armenia,premier-league,1.5,1,1,1.42,1,0.42,0.42,1,2008
soccer,asia,afc-challenge-cup,1.1,3,3,1.0667,1,0.2,0.0667,1,2014
soccer,asia,afc-challenge-cup,1.2,7,5,1.1429,0.7143,-1.3,-0.1857,-1.3,2014
soccer,asia,afc-challenge-cup,1.3,1,0,1.23,0,-1,-1,-4.3478,2014
soccer,asia,afc-challenge-cup,1.4,5,4,1.356,0.8,0.41,0.082,0.2303,2014
soccer,asia,afc-challenge-cup,1.5,2,1,1.44,0.5,-0.58,-0.29,-0.6591,2014
soccer,asia,afc-challenge-cup,1.1,1,1,1.09,1,0.09,0.09,1,2012
soccer,asia,afc-challenge-cup,1.2,1,1,1.17,1,0.17,0.17,1,2012
soccer,asia,afc-challenge-cup,1.3,2,2,1.255,1,0.51,0.255,1,2012
soccer,asia,afc-challenge-cup,1.5,4,4,1.4425,1,1.77,0.4425,1,2012
soccer,asia,afc-champions-league,1.1,6,6,1.03,1,0.18,0.03,1,2017
soccer,asia,afc-champions-league,1.3,12,6,1.2525,0.5,-4.41,-0.3675,-1.4554,2017
soccer,asia,afc-champions-league,1.4,12,12,1.37,1,4.44,0.37,1,2017
soccer,asia,afc-champions-league,1.5,18,12,1.4667,0.6667,-0.24,-0.0133,-0.0286,2017
soccer,asia,afc-champions-league,1.3,6,6,1.3,1,1.8,0.3,1,2016
soccer,asia,afc-champions-league,1.4,6,6,1.37,1,2.22,0.37,1,2016
soccer,asia,afc-champions-league,1.5,9,6,1.4233,0.6667,-0.45,-0.05,-0.1181,2016
soccer,asia,afc-champions-league,1.3,3,3,1.28,1,0.84,0.28,1,2015
soccer,asia,afc-champions-league,1.5,12,6,1.4375,0.5,-3.45,-0.2875,-0.6571,2015
soccer,asia,afc-champions-league,1.3,3,3,1.25,1,0.75,0.25,1,2014
soccer,asia,afc-champions-league,1.4,3,0,1.39,0,-3,-1,-2.5641,2014
soccer,asia,afc-champions-league,1.5,12,9,1.455,0.75,1.14,0.095,0.2088,2014
soccer,asia,afc-champions-league,1.3,3,3,1.23,1,0.69,0.23,1,2013
soccer,asia,afc-champions-league,1.4,15,6,1.342,0.4,-6.93,-0.462,-1.3509,2013
soccer,asia,afc-champions-league,1.5,9,9,1.4667,1,4.2,0.4667,1,2013
soccer,asia,afc-champions-league,1.3,9,9,1.2733,1,2.46,0.2733,1,2012
soccer,asia,afc-champions-league,1.4,3,0,1.4,0,-3,-1,-2.5,2012
soccer,asia,afc-champions-league,1.5,6,6,1.46,1,2.76,0.46,1,2012
soccer,asia,afc-champions-league,1.1,3,3,1.05,1,0.15,0.05,1,2011
soccer,asia,afc-champions-league,1.2,3,3,1.18,1,0.54,0.18,1,2011
soccer,asia,afc-champions-league,1.3,6,6,1.285,1,1.71,0.285,1,2011
soccer,asia,afc-champions-league,1.4,12,9,1.3625,0.75,0.15,0.0125,0.0345,2011
soccer,asia,afc-champions-league,1.5,12,6,1.455,0.5,-3.3,-0.275,-0.6044,2011
soccer,asia,afc-champions-league,1.1,6,6,1.055,1,0.33,0.055,1,2010
soccer,asia,afc-champions-league,1.2,3,3,1.14,1,0.42,0.14,1,2010
soccer,asia,afc-champions-league,1.3,3,0,1.3,0,-3,-1,-3.3333,2010
soccer,asia,afc-champions-league,1.4,6,0,1.335,0,-6,-1,-2.9851,2010
soccer,asia,afc-champions-league,1.5,24,12,1.4675,0.5,-6.39,-0.2663,-0.5695,2010
soccer,asia,afc-champions-league,1.1,6,6,1.055,1,0.33,0.055,1,2009
soccer,asia,afc-champions-league,1.2,3,0,1.13,0,-3,-1,-7.6923,2009
soccer,asia,afc-champions-league,1.3,6,0,1.26,0,-6,-1,-3.8462,2009
soccer,asia,afc-champions-league,1.4,12,9,1.3525,0.75,0.3,0.025,0.0709,2009
soccer,asia,afc-champions-league,1.5,15,9,1.444,0.6,-1.89,-0.126,-0.2838,2009
soccer,asia,afc-championship-u16,1.1,10,10,1.052,1,0.52,0.052,1,2016
soccer,asia,afc-championship-u16,1.2,10,6,1.156,0.6,-3.04,-0.304,-1.9487,2016
soccer,asia,afc-championship-u16,1.3,10,10,1.25,1,2.5,0.25,1,2016
soccer,asia,afc-championship-u16,1.4,8,4,1.365,0.5,-2.48,-0.31,-0.8493,2016
soccer,asia,afc-championship-u16,1.5,6,4,1.45,0.6667,-0.18,-0.03,-0.0667,2016
soccer,asia,afc-championship-u16,1.1,4,4,1.035,1,0.14,0.035,1,2014
soccer,asia,afc-championship-u16,1.2,2,0,1.16,0,-2,-1,-6.25,2014
soccer,asia,afc-championship-u16,1.3,4,4,1.23,1,0.92,0.23,1,2014
soccer,asia,afc-championship-u16,1.4,4,2,1.375,0.5,-1.26,-0.315,-0.84,2014
soccer,asia,afc-championship-u16,1.5,8,6,1.475,0.75,0.8,0.1,0.2105,2014
soccer,asia,afc-championship-u16,1.1,4,4,1.08,1,0.32,0.08,1,2012
soccer,asia,afc-championship-u16,1.3,2,2,1.29,1,0.58,0.29,1,2012
soccer,asia,afc-championship-u16,1.4,8,6,1.3675,0.75,0.32,0.04,0.1088,2012
soccer,asia,afc-championship-u16,1.5,20,12,1.459,0.6,-2.46,-0.123,-0.268,2012
soccer,asia,afc-championship-u19,1.1,8,8,1.0475,1,0.38,0.0475,1,2016
soccer,asia,afc-championship-u19,1.2,14,14,1.1471,1,2.06,0.1471,1,2016
soccer,asia,afc-championship-u19,1.3,10,8,1.256,0.8,-0.04,-0.004,-0.0156,2016
soccer,asia,afc-championship-u19,1.4,10,6,1.372,0.6,-1.76,-0.176,-0.4731,2016
soccer,asia,afc-championship-u19,1.5,8,6,1.45,0.75,0.64,0.08,0.1778,2016
soccer,asia,afc-championship-u19,1.1,4,4,1.07,1,0.28,0.07,1,2014
soccer,asia,afc-championship-u19,1.2,8,6,1.14,0.75,-1.1,-0.1375,-0.9821,2014
soccer,asia,afc-championship-u19,1.3,8,4,1.28,0.5,-2.84,-0.355,-1.2679,2014
soccer,asia,afc-championship-u19,1.4,14,4,1.3557,0.2857,-8.58,-0.6129,-1.7229,2014
soccer,asia,afc-championship-u19,1.5,10,6,1.438,0.6,-1.36,-0.136,-0.3105,2014
soccer,asia,afc-championship-u23,1.1,2,2,1.055,1,0.11,0.055,1,2016
soccer,asia,afc-championship-u23,1.2,5,5,1.15,1,0.75,0.15,1,2016
soccer,asia,afc-championship-u23,1.3,1,1,1.28,1,0.28,0.28,1,2016
soccer,asia,afc-championship-u23,1.4,3,2,1.3733,0.6667,-0.28,-0.0933,-0.25,2016
soccer,asia,afc-championship-u23,1.5,5,3,1.45,0.6,-0.66,-0.132,-0.2933,2016
soccer,asia,afc-championship-u23,1.1,2,2,1.09,1,0.18,0.09,1,2013
soccer,asia,afc-championship-u23,1.3,2,2,1.27,1,0.54,0.27,1,2013
soccer,asia,afc-championship-u23,1.4,2,1,1.36,0.5,-0.64,-0.32,-0.8889,2013
soccer,asia,afc-championship-u23,1.5,2,1,1.445,0.5,-0.54,-0.27,-0.6067,2013
soccer,asia,afc-championship-women-u16,1.1,3,3,1.05,1,0.15,0.05,1,2015
soccer,asia,afc-championship-women-u19,1.1,6,6,1.0283,1,0.17,0.0283,1,2015
soccer,asia,afc-championship-women-u19,1.1,3,3,1.0433,1,0.13,0.0433,1,2013
soccer,asia,afc-championship-women-u19,1.2,1,1,1.2,1,0.2,0.2,1,2013
soccer,asia,afc-championship-women-u19,1.3,2,2,1.255,1,0.51,0.255,1,2013
soccer,asia,afc-championship-women-u19,1.2,2,2,1.185,1,0.37,0.185,1,2011
soccer,asia,afc-championship-women-u19,1.3,1,1,1.25,1,0.25,0.25,1,2011
soccer,asia,afc-cup,1.1,9,9,1.0467,1,0.42,0.0467,1,2017
soccer,asia,afc-cup,1.2,12,12,1.16,1,1.92,0.16,1,2017
soccer,asia,afc-cup,1.3,15,9,1.254,0.6,-3.84,-0.256,-1.0079,2017
soccer,asia,afc-cup,1.4,12,9,1.345,0.75,0.15,0.0125,0.0362,2017
soccer,asia,afc-cup,1.5,6,3,1.455,0.5,-1.59,-0.265,-0.5824,2017
soccer,asia,afc-cup,1.2,12,12,1.1575,1,1.89,0.1575,1,2016
soccer,asia,afc-cup,1.3,12,3,1.2525,0.25,-8.34,-0.695,-2.7525,2016
soccer,asia,afc-cup,1.4,3,3,1.4,1,1.2,0.4,1,2016
soccer,asia,afc-cup,1.5,9,9,1.45,1,4.05,0.45,1,2016
soccer,asia,afc-cup,1.2,3,3,1.18,1,0.54,0.18,1,2015
soccer,asia,afc-cup,1.3,18,12,1.2683,0.6667,-2.85,-0.1583,-0.5901,2015
soccer,asia,afc-cup,1.4,21,15,1.3443,0.7143,-1.11,-0.0529,-0.1535,2015
soccer,asia,afc-cup,1.5,21,12,1.4729,0.5714,-3.39,-0.1614,-0.3414,2014
soccer,asia,afc-cup,1.1,3,3,1.03,1,0.09,0.03,1,2014
soccer,asia,afc-cup,1.2,9,6,1.1667,0.6667,-1.98,-0.22,-1.32,2014
soccer,asia,afc-cup,1.3,6,6,1.25,1,1.5,0.25,1,2014
soccer,asia,afc-cup,1.4,15,15,1.36,1,5.4,0.36,1,2014
soccer,asia,afc-cup,1.5,24,21,1.4625,0.875,6.72,0.28,0.6054,2015
soccer,asia,afc-cup,1.1,9,6,1.0833,0.6667,-2.55,-0.2833,-3.4,2013
soccer,asia,afc-cup,1.2,18,18,1.1333,1,2.4,0.1333,1,2013
soccer,asia,afc-cup,1.3,12,12,1.255,1,3.06,0.255,1,2013
soccer,asia,afc-cup,1.4,15,15,1.344,1,5.16,0.344,1,2013
soccer,asia,afc-cup,1.5,9,3,1.43,0.3333,-4.71,-0.5233,-1.2171,2013
soccer,asia,afc-cup,1.1,3,3,1.1,1,0.3,0.1,1,2012
soccer,asia,afc-cup,1.2,9,9,1.1767,1,1.59,0.1767,1,2012
soccer,asia,afc-cup,1.3,15,15,1.244,1,3.66,0.244,1,2012
soccer,asia,afc-cup,1.4,3,3,1.34,1,1.02,0.34,1,2012
soccer,asia,afc-cup,1.5,12,9,1.465,0.75,1.35,0.1125,0.2419,2012
soccer,asia,afc-cup,1.1,1,1,1.06,1,0.06,0.06,1,2011
soccer,asia,afc-cup,1.2,2,2,1.2,1,0.4,0.2,1,2011
soccer,asia,afc-cup,1.3,5,3,1.242,0.6,-1.3,-0.26,-1.0744,2011
soccer,asia,afc-cup,1.4,3,2,1.3233,0.6667,-0.35,-0.1167,-0.3608,2011
soccer,asia,afc-cup,1.5,4,4,1.4425,1,1.77,0.4425,1,2011
soccer,asia,afc-solidarity-cup,1.4,1,1,1.38,1,0.38,0.38,1,2016
soccer,asia,aff-suzuki-cup,1.2,3,3,1.1433,1,0.43,0.1433,1,2016
soccer,asia,aff-suzuki-cup,1.3,4,4,1.26,1,1.04,0.26,1,2016
soccer,asia,aff-suzuki-cup,1.4,4,4,1.3675,1,1.47,0.3675,1,2016
soccer,asia,aff-suzuki-cup,1.1,1,1,1.06,1,0.06,0.06,1,2014
soccer,asia,aff-suzuki-cup,1.2,2,2,1.16,1,0.32,0.16,1,2014
soccer,asia,aff-suzuki-cup,1.3,3,2,1.25,0.6667,-0.51,-0.17,-0.68,2014
soccer,asia,aff-suzuki-cup,1.4,3,3,1.39,1,1.17,0.39,1,2014
soccer,asia,aff-suzuki-cup,1.5,4,3,1.4425,0.75,0.32,0.08,0.1808,2014
soccer,asia,aff-suzuki-cup,1.1,1,0,1.1,0,-1,-1,-10,2012
soccer,asia,aff-suzuki-cup,1.2,4,3,1.155,0.75,-0.54,-0.135,-0.871,2012
soccer,asia,aff-suzuki-cup,1.3,2,2,1.24,1,0.48,0.24,1,2012
soccer,asia,aff-suzuki-cup,1.4,3,2,1.3767,0.6667,-0.27,-0.09,-0.2389,2012
soccer,asia,aff-suzuki-cup,1.5,1,1,1.49,1,0.49,0.49,1,2012
soccer,asia,aff-suzuki-cup,1.1,4,1,1.08,0.25,-2.92,-0.73,-9.125,2010
soccer,asia,aff-suzuki-cup,1.2,1,1,1.2,1,0.2,0.2,1,2010
soccer,asia,aff-suzuki-cup,1.3,4,3,1.2575,0.75,-0.2,-0.05,-0.1942,2010
soccer,asia,aff-suzuki-cup,1.4,2,2,1.395,1,0.79,0.395,1,2010
soccer,asia,aff-suzuki-cup,1.5,2,1,1.46,0.5,-0.54,-0.27,-0.587,2010
soccer,asia,asian-cup-women,1.1,15,14,1.034,0.9333,-0.52,-0.0347,-1.0196,2014
soccer,asia,asian-cup-women,1.2,3,3,1.1433,1,0.43,0.1433,1,2014
soccer,asia,asian-cup-women,1.3,1,1,1.22,1,0.22,0.22,1,2014
soccer,asia,asian-cup-women,1.4,1,1,1.4,1,0.4,0.4,1,2014
soccer,asia,asian-cup-women,1.5,2,1,1.495,0.5,-0.51,-0.255,-0.5152,2014
soccer,asia,asian-cup,1.1,3,3,1.0367,1,0.11,0.0367,1,2019
soccer,asia,asian-cup,1.2,7,6,1.1757,0.8571,0.03,0.0043,0.0244,2019
soccer,asia,asian-cup,1.3,4,3,1.24,0.75,-0.26,-0.065,-0.2708,2019
soccer,asia,asian-cup,1.4,6,3,1.35,0.5,-1.99,-0.3317,-0.9476,2019
soccer,asia,asian-cup,1.1,6,6,1.0867,1,0.52,0.0867,1,2015
soccer,asia,asian-cup,1.2,8,8,1.1475,1,1.18,0.1475,1,2015
soccer,asia,asian-cup,1.3,2,2,1.29,1,0.58,0.29,1,2015
soccer,asia,asian-cup,1.4,12,10,1.35,0.8333,1.46,0.1217,0.3476,2015
soccer,asia,asian-cup,1.5,10,10,1.462,1,4.62,0.462,1,2015
soccer,asia,asian-cup,1.1,8,8,1.06,1,0.48,0.06,1,2011
soccer,asia,asian-cup,1.2,6,6,1.16,1,0.96,0.16,1,2011
soccer,asia,asian-cup,1.3,4,2,1.26,0.5,-1.44,-0.36,-1.3846,2011
soccer,asia,asian-cup,1.4,8,8,1.3475,1,2.78,0.3475,1,2011
soccer,asia,asian-cup,1.5,8,8,1.4275,1,3.42,0.4275,1,2011
soccer,asia,asian-games,1.1,10,10,1.064,1,0.64,0.064,1,2014
soccer,asia,asian-games,1.2,4,4,1.1225,1,0.49,0.1225,1,2014
soccer,asia,asian-games,1.3,6,4,1.26,0.6667,-0.97,-0.1617,-0.6218,2014
soccer,asia,asian-games,1.4,1,1,1.34,1,0.34,0.34,1,2014
soccer,asia,asian-games,1.5,5,5,1.45,1,2.25,0.45,1,2014
soccer,asia,asian-games,1.1,14,12,1.0857,0.8571,-0.92,-0.0657,-0.7667,2010
soccer,asia,asian-games,1.2,14,14,1.1543,1,2.16,0.1543,1,2010
soccer,asia,asian-games,1.3,12,4,1.2667,0.3333,-6.98,-0.5817,-2.1813,2010
soccer,asia,asian-games,1.4,8,4,1.3475,0.5,-2.64,-0.33,-0.9496,2010
soccer,asia,asian-games,1.5,4,4,1.445,1,1.78,0.445,1,2010
soccer,asia,east-asian-championship-women,1.1,3,3,1.01,1,0.03,0.01,1,2017
soccer,asia,east-asian-championship-women,1.2,2,2,1.155,1,0.31,0.155,1,2017
soccer,asia,east-asian-championship-women,1.1,4,4,1.02,1,0.08,0.02,1,2013
soccer,asia,east-asian-championship-women,1.2,1,1,1.15,1,0.15,0.15,1,2013
soccer,asia,east-asian-championship-women,1.4,1,1,1.38,1,0.38,0.38,1,2013
soccer,asia,east-asian-championship-women,1.5,1,0,1.41,0,-1,-1,-2.439,2013
soccer,asia,east-asian-championship,1.1,1,1,1.05,1,0.05,0.05,1,2017
soccer,asia,east-asian-championship,1.2,2,2,1.18,1,0.36,0.18,1,2017
soccer,asia,east-asian-championship,1.3,1,1,1.22,1,0.22,0.22,1,2017
soccer,asia,east-asian-championship,1.1,1,0,1.08,0,-1,-1,-12.5,2015
soccer,asia,east-asian-championship,1.2,2,2,1.17,1,0.34,0.17,1,2015
soccer,asia,east-asian-championship,1.1,4,4,1.02,1,0.08,0.02,1,2013
soccer,asia,east-asian-championship,1.2,1,1,1.14,1,0.14,0.14,1,2013
soccer,asia,east-asian-championship,1.3,2,2,1.21,1,0.42,0.21,1,2013
soccer,asia,east-asian-championship,1.5,1,0,1.46,0,-1,-1,-2.1739,2013
soccer,asia,east-asian-championship,1.1,3,3,1.05,1,0.15,0.05,1,2010
soccer,asia,east-asian-championship,1.4,1,0,1.31,0,-1,-1,-3.2258,2010
soccer,asia,east-asian-games-women,1.1,2,1,1.03,0.5,-0.95,-0.475,-15.8333,2013
soccer,asia,east-asian-games-women,1.5,1,0,1.48,0,-1,-1,-2.0833,2013
soccer,asia,gulf-clubs-championship,1.3,1,0,1.25,0,-1,-1,-4,2015
soccer,asia,gulf-clubs-championship,1.4,1,1,1.35,1,0.35,0.35,1,2015
soccer,asia,gulf-clubs-championship,1.5,4,2,1.475,0.5,-1.09,-0.2725,-0.5737,2015
soccer,asia,gulf-clubs-championship,1.4,1,1,1.31,1,0.31,0.31,1,2014
soccer,asia,gulf-clubs-championship,1.5,3,2,1.4533,0.6667,-0.08,-0.0267,-0.0588,2014
soccer,asia,gulf-cup-of-nations,1.3,1,1,1.27,1,0.27,0.27,1,2014
soccer,asia,gulf-cup-of-nations,1.4,2,0,1.36,0,-2,-1,-2.7778,2014
soccer,asia,gulf-cup-of-nations,1.3,2,2,1.245,1,0.49,0.245,1,2013
soccer,asia,gulf-cup-of-nations,1.4,1,1,1.39,1,0.39,0.39,1,2013
soccer,asia,gulf-cup-of-nations,1.2,2,2,1.165,1,0.33,0.165,1,2009
soccer,asia,gulf-cup-of-nations,1.5,1,1,1.49,1,0.49,0.49,1,2009
soccer,asia,presidents-cup,1.2,1,1,1.2,1,0.2,0.2,1,2014
soccer,asia,presidents-cup,1.3,1,1,1.29,1,0.29,0.29,1,2014
soccer,asia,presidents-cup,1.4,2,2,1.365,1,0.73,0.365,1,2014
soccer,asia,presidents-cup,1.5,1,1,1.43,1,0.43,0.43,1,2014
soccer,asia,presidents-cup,1.1,3,3,1.0433,1,0.13,0.0433,1,2013
soccer,asia,presidents-cup,1.5,2,1,1.5,0.5,-0.5,-0.25,-0.5,2013
soccer,asia,saff-championship,1.1,3,3,1.0533,1,0.16,0.0533,1,2015
soccer,asia,saff-championship,1.2,1,1,1.18,1,0.18,0.18,1,2015
soccer,asia,saff-championship,1.3,1,1,1.23,1,0.23,0.23,1,2015
soccer,asia,saff-championship,1.5,3,3,1.4767,1,1.43,0.4767,1,2015
soccer,asia,saff-championship,1.1,2,2,1.04,1,0.08,0.04,1,2013
soccer,asia,saff-championship,1.5,1,0,1.47,0,-1,-1,-2.1277,2013
soccer,asia,southeast-asian-games,1.1,8,8,1.05,1,0.4,0.05,1,2015
soccer,asia,southeast-asian-games,1.2,3,3,1.1467,1,0.44,0.1467,1,2015
soccer,asia,southeast-asian-games,1.3,5,5,1.294,1,1.47,0.294,1,2015
soccer,asia,southeast-asian-games,1.4,3,2,1.3367,0.6667,-0.3,-0.1,-0.297,2015
soccer,asia,southeast-asian-games,1.5,1,1,1.41,1,0.41,0.41,1,2015
soccer,asia,west-asian-football-championship,1.3,1,1,1.21,1,0.21,0.21,1,2014
soccer,asia,west-asian-football-championship,1.4,1,0,1.36,0,-1,-1,-2.7778,2014
soccer,asia,west-asian-football-championship,1.3,2,2,1.225,1,0.45,0.225,1,2012
soccer,asia,west-asian-football-championship,1.4,1,1,1.33,1,0.33,0.33,1,2012
soccer,asia,west-asian-football-championship,1.5,1,1,1.43,1,0.43,0.43,1,2012
soccer,australia-oceania,ofc-champions-league,1.1,5,5,1.064,1,0.32,0.064,1,2017
soccer,australia-oceania,ofc-champions-league,1.2,1,1,1.17,1,0.17,0.17,1,2017
soccer,australia-oceania,ofc-champions-league,1.3,2,1,1.24,0.5,-0.78,-0.39,-1.625,2017
soccer,australia-oceania,ofc-champions-league,1.4,2,2,1.35,1,0.7,0.35,1,2017
soccer,australia-oceania,ofc-champions-league,1.1,7,7,1.0557,1,0.39,0.0557,1,2016
soccer,australia-oceania,ofc-champions-league,1.3,2,2,1.225,1,0.45,0.225,1,2016
soccer,australia-oceania,ofc-champions-league,1.5,1,1,1.47,1,0.47,0.47,1,2016
soccer,australia-oceania,ofc-champions-league,1.2,3,3,1.1267,1,0.38,0.1267,1,2014
soccer,australia-oceania,ofc-champions-league,1.3,1,1,1.3,1,0.3,0.3,1,2014
soccer,australia-oceania,ofc-champions-league,1.4,2,2,1.38,1,0.76,0.38,1,2014
soccer,australia-oceania,ofc-champions-league,1.1,2,2,1.1,1,0.2,0.1,1,2013
soccer,australia-oceania,ofc-champions-league,1.2,3,1,1.15,0.3333,-1.87,-0.6233,-4.1556,2013
