Sport,Country,League,Category,Total games,Succeful,Avg. Odd,Success rate,Total win,Win per game,Money Usage Rate,Season
soccer,chile,primera-division,1.4,7,0,1.32,0,-7,-1,-3.125,2005
soccer,chile,primera-division,1.5,31,16,1.4535,0.5161,-7.64,-0.2465,-0.5434,2013
soccer,chile,primera-division,1.4,6,6,1.35,1,2.1,0.35,1,2004
soccer,chile,primera-division,1.5,12,9,1.4625,0.75,1.2,0.1,0.2162,2004
soccer,china,fa-cup,1.1,6,4,1.08,0.6667,-1.62,-0.27,-3.375,2017
soccer,china,fa-cup,1.2,6,4,1.1733,0.6667,-1.34,-0.2233,-1.2885,2017
soccer,china,fa-cup,1.3,14,10,1.2714,0.7143,-1.26,-0.09,-0.3316,2017
soccer,china,fa-cup,1.4,14,12,1.3657,0.8571,2.44,0.1743,0.4766,2017
soccer,china,fa-cup,1.5,4,4,1.475,1,1.9,0.475,1,2017
soccer,china,fa-cup,1.2,12,12,1.15,1,1.8,0.15,1,2016
soccer,china,fa-cup,1.3,20,18,1.256,0.9,2.6,0.13,0.5078,2016
soccer,china,fa-cup,1.4,4,2,1.34,0.5,-1.32,-0.33,-0.9706,2016
soccer,china,fa-cup,1.5,8,6,1.445,0.75,0.74,0.0925,0.2079,2016
soccer,china,fa-cup,1.2,6,5,1.18,0.8333,-0.1,-0.0167,-0.0926,2015
soccer,china,fa-cup,1.3,9,8,1.2611,0.8889,1.07,0.1189,0.4553,2015
soccer,china,fa-cup,1.4,4,2,1.3525,0.5,-1.28,-0.32,-0.9078,2015
soccer,china,fa-cup,1.5,2,2,1.42,1,0.84,0.42,1,2015
soccer,china,fa-cup,1.1,1,1,1.05,1,0.05,0.05,1,2014
soccer,china,fa-cup,1.2,6,5,1.1567,0.8333,-0.21,-0.035,-0.2234,2014
soccer,china,fa-cup,1.3,4,2,1.24,0.5,-1.55,-0.3875,-1.6146,2014
soccer,china,fa-cup,1.4,2,2,1.355,1,0.71,0.355,1,2014
soccer,china,fa-cup,1.5,1,1,1.43,1,0.43,0.43,1,2014
soccer,china,fa-cup,1.1,1,1,1.09,1,0.09,0.09,1,2013
soccer,china,fa-cup,1.2,3,1,1.13,0.3333,-1.87,-0.6233,-4.7949,2013
soccer,china,fa-cup,1.3,9,8,1.2389,0.8889,0.92,0.1022,0.4279,2013
soccer,china,fa-cup,1.4,6,6,1.3567,1,2.14,0.3567,1,2013
soccer,china,fa-cup,1.5,2,2,1.45,1,0.9,0.45,1,2013
soccer,china,fa-cup,1.2,1,1,1.18,1,0.18,0.18,1,2012
soccer,china,fa-cup,1.3,4,3,1.2525,0.75,-0.22,-0.055,-0.2178,2012
soccer,china,fa-cup,1.4,7,5,1.3271,0.7143,-0.33,-0.0471,-0.1441,2012
soccer,china,fa-cup,1.5,3,3,1.4467,1,1.34,0.4467,1,2012
soccer,china,jia-league,1.2,12,8,1.16,0.6667,-2.8,-0.2333,-1.4583,2017
soccer,china,jia-league,1.3,20,12,1.268,0.6,-4.88,-0.244,-0.9104,2017
soccer,china,jia-league,1.4,16,12,1.34,0.75,0.2,0.0125,0.0368,2017
soccer,china,jia-league,1.5,4,4,1.47,1,1.88,0.47,1,2017
soccer,china,jia-league,1.1,10,10,1.07,1,0.7,0.07,1,2016
soccer,china,jia-league,1.2,25,20,1.15,0.8,-1.9,-0.076,-0.5067,2013
soccer,china,jia-league,1.2,30,25,1.1733,0.8333,-0.6,-0.02,-0.1154,2014
soccer,china,jia-league,1.4,5,0,1.33,0,-5,-1,-3.0303,2016
soccer,china,jia-league,1.2,40,40,1.1588,1,6.35,0.1588,1,2015
soccer,china,jia-league,1.2,35,35,1.16,1,5.6,0.16,1,2016
soccer,china,jia-league,1.3,5,5,1.21,1,1.05,0.21,1,2015
soccer,china,jia-league,1.3,30,25,1.2667,0.8333,1.5,0.05,0.1875,2013
soccer,china,jia-league,1.3,35,25,1.2814,0.7143,-2.85,-0.0814,-0.2893,2016
soccer,china,jia-league,1.4,30,15,1.35,0.5,-9.45,-0.315,-0.9,2014
soccer,china,jia-league,1.3,15,10,1.2467,0.6667,-2.5,-0.1667,-0.6757,2014
soccer,china,jia-league,1.4,25,20,1.368,0.8,2.35,0.094,0.2554,2015
soccer,china,jia-league,1.5,55,40,1.4418,0.7273,2.7,0.0491,0.1111,2014
soccer,china,jia-league,1.5,45,30,1.4567,0.6667,-1.6,-0.0356,-0.0779,2015
soccer,china,jia-league,1.5,35,25,1.47,0.7143,2.15,0.0614,0.1307,2016
soccer,china,jia-league,1.4,10,10,1.335,1,3.35,0.335,1,2013
soccer,china,jia-league,1.5,20,15,1.48,0.75,2.1,0.105,0.2188,2013
soccer,china,jia-league,1.3,8,4,1.295,0.5,-2.8,-0.35,-1.1864,2012
soccer,china,jia-league,1.4,12,12,1.3567,1,4.28,0.3567,1,2012
soccer,china,jia-league,1.5,4,0,1.5,0,-4,-1,-2,2012
soccer,china,jia-league,1.3,16,8,1.2425,0.5,-6,-0.375,-1.5464,2011
soccer,china,jia-league,1.4,20,8,1.366,0.4,-9,-0.45,-1.2295,2011
soccer,china,jia-league,1.5,4,4,1.5,1,2,0.5,1,2011
soccer,china,jia-league,1.1,6,6,1.08,1,0.48,0.08,1,2010
soccer,china,jia-league,1.2,6,4,1.18,0.6667,-1.32,-0.22,-1.2222,2010
soccer,china,jia-league,1.3,4,2,1.275,0.5,-1.5,-0.375,-1.3636,2010
soccer,china,jia-league,1.4,18,16,1.3944,0.8889,4.3,0.2389,0.6056,2010
soccer,china,jia-league,1.5,16,8,1.4638,0.5,-4.34,-0.2713,-0.5849,2010
soccer,china,jia-league,1.1,8,8,1.05,1,0.4,0.05,1,2009
soccer,china,jia-league,1.2,12,8,1.2,0.6667,-2.4,-0.2,-1,2009
soccer,china,jia-league,1.3,14,12,1.27,0.8571,1.18,0.0843,0.3122,2009
soccer,china,jia-league,1.4,10,8,1.36,0.8,0.8,0.08,0.2222,2009
soccer,china,jia-league,1.5,2,0,1.44,0,-2,-1,-2.2727,2009
soccer,china,super-cup,1.5,1,1,1.47,1,0.47,0.47,1,2016
soccer,china,super-cup,1.3,1,1,1.22,1,0.22,0.22,1,2014
soccer,china,super-cup,1.5,1,0,1.43,0,-1,-1,-2.3256,2013
soccer,china,super-league,1.2,8,8,1.155,1,1.24,0.155,1,2017
soccer,china,super-league,1.3,25,15,1.256,0.6,-6.25,-0.25,-0.9766,2015
soccer,china,super-league,1.4,12,12,1.36,1,4.32,0.36,1,2017
soccer,china,super-league,1.5,12,4,1.4667,0.3333,-6.2,-0.5167,-1.1071,2017
soccer,china,super-league,1.1,10,5,1.08,0.5,-4.55,-0.455,-5.6875,2016
soccer,china,super-league,1.3,5,0,1.3,0,-5,-1,-3.3333,2016
soccer,china,super-league,1.3,24,24,1.2533,1,6.08,0.2533,1,2017
soccer,china,super-league,1.4,25,20,1.366,0.8,2.35,0.094,0.2568,2011
soccer,china,super-league,1.2,20,20,1.175,1,3.5,0.175,1,2015
soccer,china,super-league,1.4,35,20,1.3586,0.5714,-7.75,-0.2214,-0.6175,2013
soccer,china,super-league,1.4,15,15,1.34,1,5.1,0.34,1,2015
soccer,china,super-league,1.4,35,20,1.3429,0.5714,-7.9,-0.2257,-0.6583,2016
soccer,china,super-league,1.1,5,5,1.09,1,0.45,0.09,1,2014
soccer,china,super-league,1.2,20,20,1.1525,1,3.05,0.1525,1,2014
soccer,china,super-league,1.3,10,5,1.265,0.5,-3.85,-0.385,-1.4528,2014
soccer,china,super-league,1.5,10,10,1.43,1,4.3,0.43,1,2014
soccer,china,super-league,1.2,5,5,1.11,1,0.55,0.11,1,2013
soccer,china,super-league,1.3,20,20,1.2475,1,4.95,0.2475,1,2013
soccer,china,super-league,1.5,45,35,1.4556,0.7778,5.9,0.1311,0.2878,2015
soccer,china,super-league,1.5,15,5,1.4667,0.3333,-7.85,-0.5233,-1.1214,2013
soccer,china,super-league,1.3,5,5,1.27,1,1.35,0.27,1,2012
soccer,china,super-league,1.4,5,5,1.39,1,1.95,0.39,1,2012
soccer,china,super-league,1.5,20,20,1.4325,1,8.65,0.4325,1,2012
soccer,china,super-league,1.3,5,5,1.26,1,1.3,0.26,1,2011
soccer,china,super-league,1.5,30,25,1.4533,0.8333,6.35,0.2117,0.4669,2016
soccer,china,super-league,1.5,20,15,1.4725,0.75,1.95,0.0975,0.2063,2011
soccer,china,super-league,1.3,5,0,1.23,0,-5,-1,-4.3478,2010
soccer,china,super-league,1.4,5,5,1.33,1,1.65,0.33,1,2010
soccer,china,super-league,1.5,10,10,1.445,1,4.45,0.445,1,2010
soccer,china,super-league,1.2,5,5,1.15,1,0.75,0.15,1,2009
soccer,china,super-league,1.3,5,5,1.27,1,1.35,0.27,1,2009
soccer,china,super-league,1.4,15,5,1.36,0.3333,-8.25,-0.55,-1.5278,2009
soccer,china,super-league,1.5,20,20,1.465,1,9.3,0.465,1,2009
soccer,china,yi-league,1.1,4,4,1.1,1,0.4,0.1,1,2017
soccer,china,yi-league,1.2,24,24,1.1617,1,3.88,0.1617,1,2017
soccer,china,yi-league,1.3,16,16,1.25,1,4,0.25,1,2017
soccer,china,yi-league,1.4,12,12,1.3633,1,4.36,0.3633,1,2017
soccer,china,yi-league,1.5,20,12,1.466,0.6,-2.68,-0.134,-0.2876,2017
soccer,china,yi-league,1.2,1,1,1.19,1,0.19,0.19,1,2016
soccer,china,yi-league,1.3,1,1,1.28,1,0.28,0.28,1,2016
soccer,china,yi-league,1.4,2,2,1.33,1,0.66,0.33,1,2016
soccer,china,yi-league,1.5,1,0,1.47,0,-1,-1,-2.1277,2016
soccer,colombia,copa-aguila,1.2,3,3,1.2,1,0.6,0.2,1,2017
soccer,colombia,copa-aguila,1.3,6,6,1.3,1,1.8,0.3,1,2017
soccer,colombia,copa-aguila,1.4,30,10,1.3667,0.3333,-16.35,-0.545,-1.4864,2014
soccer,colombia,copa-aguila,1.5,9,3,1.4633,0.3333,-4.56,-0.5067,-1.0935,2017
soccer,colombia,copa-aguila,1.3,9,6,1.28,0.6667,-1.35,-0.15,-0.5357,2016
soccer,colombia,copa-aguila,1.4,3,3,1.39,1,1.17,0.39,1,2016
soccer,colombia,copa-aguila,1.5,3,3,1.48,1,1.44,0.48,1,2016
soccer,colombia,copa-aguila,1.3,3,3,1.29,1,0.87,0.29,1,2015
soccer,colombia,copa-aguila,1.4,3,0,1.35,0,-3,-1,-2.8571,2015
soccer,colombia,copa-aguila,1.5,6,6,1.45,1,2.7,0.45,1,2015
soccer,colombia,copa-aguila,1.4,27,15,1.3533,0.5556,-6.84,-0.2533,-0.717,2017
soccer,colombia,copa-aguila,1.5,20,10,1.4625,0.5,-5.25,-0.2625,-0.5676,2014
soccer,colombia,copa-aguila,1.3,15,5,1.24,0.3333,-8.95,-0.5967,-2.4861,2013
soccer,colombia,copa-aguila,1.4,5,0,1.4,0,-5,-1,-2.5,2013
soccer,colombia,copa-aguila,1.5,28,20,1.4471,0.7143,0.88,0.0314,0.0703,2011
soccer,colombia,copa-aguila,1.4,8,4,1.355,0.5,-2.4,-0.3,-0.8451,2012
soccer,colombia,copa-aguila,1.5,20,8,1.466,0.4,-8.4,-0.42,-0.9013,2012
soccer,colombia,copa-aguila,1.3,4,4,1.22,1,0.88,0.22,1,2011
soccer,colombia,copa-aguila,1.4,4,0,1.34,0,-4,-1,-2.9412,2011
soccer,colombia,copa-aguila,1.5,35,20,1.4457,0.5714,-5.8,-0.1657,-0.3718,2013
soccer,colombia,copa-aguila,1.4,4,2,1.3825,0.5,-1.24,-0.31,-0.8105,2010
soccer,colombia,copa-aguila,1.5,1,1,1.44,1,0.44,0.44,1,2010
soccer,colombia,copa-aguila,1.5,2,1,1.485,0.5,-0.51,-0.255,-0.5258,2009
soccer,colombia,liga-aguila,1.3,12,12,1.295,1,3.54,0.295,1,2017
soccer,colombia,liga-aguila,1.4,36,27,1.3625,0.75,0.81,0.0225,0.0621,2016
soccer,colombia,liga-aguila,1.4,30,12,1.354,0.4,-13.98,-0.466,-1.3164,2017
soccer,colombia,liga-aguila,1.3,9,9,1.26,1,2.34,0.26,1,2016
soccer,colombia,liga-aguila,1.5,40,24,1.456,0.6,-4.64,-0.116,-0.2544,2007
soccer,colombia,liga-aguila,1.5,32,24,1.4725,0.75,3.52,0.11,0.2328,2008
soccer,colombia,liga-aguila,1.4,18,9,1.335,0.5,-5.76,-0.32,-0.9552,2015
soccer,colombia,liga-aguila,1.5,24,16,1.45,0.6667,-0.56,-0.0233,-0.0519,2010
soccer,colombia,liga-aguila,1.5,24,8,1.47,0.3333,-12.24,-0.51,-1.0851,2011
soccer,colombia,liga-aguila,1.4,8,8,1.4,1,3.2,0.4,1,2013
soccer,colombia,liga-aguila,1.5,24,16,1.4767,0.6667,-0.08,-0.0033,-0.007,2013
soccer,colombia,liga-aguila,1.4,8,8,1.4,1,3.2,0.4,1,2012
soccer,colombia,liga-aguila,1.5,8,0,1.5,0,-8,-1,-2,2012
soccer,colombia,liga-aguila,1.3,8,0,1.3,0,-8,-1,-3.3333,2011
soccer,colombia,liga-aguila,1.5,24,8,1.4367,0.3333,-12.72,-0.53,-1.2137,2014
soccer,colombia,liga-aguila,1.5,63,54,1.4486,0.8571,15.48,0.2457,0.5478,2015
soccer,colombia,liga-aguila,1.5,16,8,1.465,0.5,-4.24,-0.265,-0.5699,2009
soccer,colombia,liga-aguila,1.4,8,8,1.35,1,2.8,0.35,1,2008
soccer,colombia,liga-aguila,1.5,36,18,1.4475,0.5,-9.63,-0.2675,-0.5978,2016
soccer,colombia,liga-aguila,1.3,8,8,1.25,1,2,0.25,1,2007
soccer,colombia,liga-aguila,1.4,8,8,1.4,1,3.2,0.4,1,2007
soccer,colombia,liga-aguila,1.5,36,18,1.455,0.5,-9.9,-0.275,-0.6044,2017
soccer,colombia,liga-aguila,1.3,16,12,1.2875,0.75,-0.4,-0.025,-0.087,2006
soccer,colombia,liga-aguila,1.4,12,8,1.3567,0.6667,-1.16,-0.0967,-0.271,2006
soccer,colombia,liga-aguila,1.5,16,16,1.49,1,7.84,0.49,1,2006
soccer,colombia,liga-aguila,1.3,4,2,1.3,0.5,-1.4,-0.35,-1.1667,2005
soccer,colombia,liga-aguila,1.4,8,4,1.37,0.5,-2.6,-0.325,-0.8784,2005
soccer,colombia,liga-aguila,1.5,6,4,1.5,0.6667,0,0,0,2005
soccer,colombia,super-cup,1.5,1,1,1.5,1,0.5,0.5,1,2016
soccer,colombia,torneo-aguila,1.4,4,4,1.36,1,1.44,0.36,1,2017
soccer,colombia,torneo-aguila,1.4,24,24,1.3467,1,8.32,0.3467,1,2014
soccer,colombia,torneo-aguila,1.4,42,36,1.3486,0.8571,6.36,0.1514,0.4344,2016
soccer,colombia,torneo-aguila,1.5,35,25,1.47,0.7143,2,0.0571,0.1216,2012
soccer,colombia,torneo-aguila,1.2,6,6,1.17,1,1.02,0.17,1,2015
soccer,colombia,torneo-aguila,1.3,18,18,1.2967,1,5.34,0.2967,1,2015
soccer,colombia,torneo-aguila,1.4,18,18,1.3667,1,6.6,0.3667,1,2015
soccer,colombia,torneo-aguila,1.5,24,0,1.48,0,-24,-1,-2.0833,2014
soccer,colombia,torneo-aguila,1.5,54,42,1.4411,0.7778,5.94,0.11,0.2494,2015
soccer,colombia,torneo-aguila,1.5,42,36,1.4586,0.8571,10.62,0.2529,0.5514,2016
soccer,colombia,torneo-aguila,1.4,8,8,1.36,1,2.88,0.36,1,2013
soccer,colombia,torneo-aguila,1.5,8,0,1.46,0,-8,-1,-2.1739,2013
soccer,colombia,torneo-aguila,1.4,15,10,1.3633,0.6667,-1.25,-0.0833,-0.2294,2012
soccer,colombia,torneo-aguila,1.5,24,12,1.4667,0.5,-6.32,-0.2633,-0.5643,2017
soccer,colombia,torneo-aguila,1.3,1,0,1.3,0,-1,-1,-3.3333,2011
soccer,colombia,torneo-aguila,1.5,1,1,1.5,1,0.5,0.5,1,2011
soccer,costa-rica,copa-costa-rica,1.5,1,1,1.46,1,0.46,0.46,1,2015
soccer,costa-rica,copa-costa-rica,1.2,1,0,1.2,0,-1,-1,-5,2014
soccer,costa-rica,copa-costa-rica,1.3,1,1,1.3,1,0.3,0.3,1,2014
soccer,costa-rica,copa-costa-rica,1.5,4,4,1.445,1,1.78,0.445,1,2014
soccer,costa-rica,primera-division,1.3,18,12,1.22,0.6667,-3.36,-0.1867,-0.8485,2016
soccer,costa-rica,primera-division,1.4,30,18,1.346,0.6,-5.7,-0.19,-0.5491,2013
soccer,costa-rica,primera-division,1.5,18,18,1.4233,1,7.62,0.4233,1,2016
soccer,costa-rica,primera-division,1.2,12,6,1.17,0.5,-4.86,-0.405,-2.3824,2015
soccer,costa-rica,primera-division,1.3,12,12,1.26,1,3.12,0.26,1,2015
soccer,costa-rica,primera-division,1.4,6,6,1.36,1,2.16,0.36,1,2015
soccer,costa-rica,primera-division,1.5,18,6,1.4633,0.3333,-9.12,-0.5067,-1.0935,2015
soccer,costa-rica,primera-division,1.3,18,12,1.23,0.6667,-3.12,-0.1733,-0.7536,2014
soccer,costa-rica,primera-division,1.4,24,12,1.355,0.5,-7.98,-0.3325,-0.9366,2014
soccer,costa-rica,primera-division,1.5,12,12,1.455,1,5.46,0.455,1,2014
soccer,costa-rica,primera-division,1.3,6,0,1.22,0,-6,-1,-4.5455,2013
soccer,costa-rica,primera-division,1.4,24,18,1.3725,0.75,0.72,0.03,0.0805,2016
soccer,costa-rica,primera-division,1.5,6,6,1.43,1,2.58,0.43,1,2013
soccer,costa-rica,primera-division,1.4,12,12,1.35,1,4.2,0.35,1,2012
soccer,costa-rica,primera-division,1.5,30,20,1.4517,0.6667,-1.3,-0.0433,-0.0959,2011
soccer,costa-rica,primera-division,1.3,5,5,1.22,1,1.1,0.22,1,2011
soccer,costa-rica,primera-division,1.4,20,20,1.36,1,7.2,0.36,1,2011
soccer,costa-rica,primera-division,1.5,24,6,1.4875,0.25,-15,-0.625,-1.2821,2012
soccer,costa-rica,primera-division,1.4,10,5,1.355,0.5,-3,-0.3,-0.8451,2010
soccer,costa-rica,primera-division,1.5,20,20,1.4525,1,9.05,0.4525,1,2010
soccer,croatia,1-hnl,1.1,16,16,1.0775,1,1.24,0.0775,1,2016
soccer,croatia,1-hnl,1.2,28,28,1.1629,1,4.56,0.1629,1,2006
soccer,croatia,1-hnl,1.3,20,12,1.26,0.6,-4.84,-0.242,-0.9308,2016
soccer,croatia,1-hnl,1.4,8,0,1.33,0,-8,-1,-3.0303,2016
soccer,croatia,1-hnl,1.5,8,4,1.455,0.5,-2.04,-0.255,-0.5604,2016
soccer,croatia,1-hnl,1.1,8,8,1.085,1,0.68,0.085,1,2015
soccer,croatia,1-hnl,1.2,12,12,1.1467,1,1.76,0.1467,1,2015
soccer,croatia,1-hnl,1.3,16,16,1.2625,1,4.2,0.2625,1,2015
soccer,croatia,1-hnl,1.4,12,8,1.3867,0.6667,-0.88,-0.0733,-0.1897,2015
soccer,croatia,1-hnl,1.5,12,4,1.44,0.3333,-6.32,-0.5267,-1.197,2015
soccer,croatia,1-hnl,1.2,4,4,1.17,1,0.68,0.17,1,2014
soccer,croatia,1-hnl,1.3,4,4,1.27,1,1.08,0.27,1,2014
soccer,croatia,1-hnl,1.2,28,28,1.1486,1,4.16,0.1486,1,2016
soccer,croatia,1-hnl,1.3,28,20,1.2314,0.7143,-3.48,-0.1243,-0.537,2008
soccer,croatia,1-hnl,1.2,4,4,1.12,1,0.48,0.12,1,2013
soccer,croatia,1-hnl,1.3,12,12,1.2333,1,2.8,0.2333,1,2013
soccer,croatia,1-hnl,1.4,8,4,1.32,0.5,-2.76,-0.345,-1.0781,2013
soccer,croatia,1-hnl,1.5,16,8,1.46,0.5,-4.44,-0.2775,-0.6033,2013
soccer,croatia,1-hnl,1.2,4,4,1.15,1,0.6,0.15,1,2012
soccer,croatia,1-hnl,1.3,8,8,1.235,1,1.88,0.235,1,2012
soccer,croatia,1-hnl,1.4,12,12,1.36,1,4.32,0.36,1,2012
soccer,croatia,1-hnl,1.4,21,12,1.3557,0.5714,-4.65,-0.2214,-0.6225,2004
soccer,croatia,1-hnl,1.2,10,5,1.15,0.5,-4.25,-0.425,-2.8333,2011
soccer,croatia,1-hnl,1.3,20,15,1.245,0.75,-1.15,-0.0575,-0.2347,2011
soccer,croatia,1-hnl,1.4,10,0,1.39,0,-10,-1,-2.5641,2011
soccer,croatia,1-hnl,1.5,5,5,1.44,1,2.2,0.44,1,2011
soccer,croatia,1-hnl,1.3,10,10,1.265,1,2.65,0.265,1,2010
soccer,croatia,1-hnl,1.4,20,10,1.365,0.5,-6.4,-0.32,-0.8767,2010
soccer,croatia,1-hnl,1.5,20,15,1.4675,0.75,1.95,0.0975,0.2086,2010
soccer,croatia,1-hnl,1.1,5,5,1.1,1,0.5,0.1,1,2009
soccer,croatia,1-hnl,1.2,10,10,1.165,1,1.65,0.165,1,2009
soccer,croatia,1-hnl,1.3,15,15,1.24,1,3.6,0.24,1,2009
soccer,croatia,1-hnl,1.4,15,5,1.3433,0.3333,-8.35,-0.5567,-1.6214,2009
soccer,croatia,1-hnl,1.4,40,32,1.358,0.8,3.32,0.083,0.2318,2005
soccer,croatia,1-hnl,1.1,4,4,1.1,1,0.4,0.1,1,2008
soccer,croatia,1-hnl,1.2,8,4,1.13,0.5,-3.52,-0.44,-3.3846,2008
soccer,croatia,1-hnl,1.4,28,16,1.3671,0.5714,-6.36,-0.2271,-0.6187,2007
soccer,croatia,1-hnl,1.4,28,24,1.3586,0.8571,4.52,0.1614,0.4502,2008
soccer,croatia,1-hnl,1.5,12,12,1.4533,1,5.44,0.4533,1,2008
soccer,croatia,1-hnl,1.2,20,20,1.158,1,3.16,0.158,1,2007
soccer,croatia,1-hnl,1.3,16,8,1.2375,0.5,-6.08,-0.38,-1.6,2007
soccer,croatia,1-hnl,1.4,24,20,1.3267,0.8333,2.36,0.0983,0.301,2014
soccer,croatia,1-hnl,1.5,24,12,1.4767,0.5,-6.32,-0.2633,-0.5524,2005
soccer,croatia,1-hnl,1.5,28,24,1.4571,0.8571,7.08,0.2529,0.5531,2007
soccer,croatia,1-hnl,1.3,8,4,1.225,0.5,-3.12,-0.39,-1.7333,2006
soccer,croatia,1-hnl,1.4,16,8,1.35,0.5,-5.32,-0.3325,-0.95,2006
soccer,croatia,1-hnl,1.5,12,8,1.4367,0.6667,-0.44,-0.0367,-0.084,2006
soccer,croatia,1-hnl,1.3,4,4,1.23,1,0.92,0.23,1,2005
soccer,croatia,1-hnl,1.5,30,25,1.4667,0.8333,6.55,0.2183,0.4679,2009
soccer,croatia,1-hnl,1.5,24,16,1.455,0.6667,-0.8,-0.0333,-0.0733,2012
soccer,croatia,1-hnl,1.2,9,6,1.18,0.6667,-1.98,-0.22,-1.2222,2004
soccer,croatia,1-hnl,1.3,18,12,1.2733,0.6667,-2.73,-0.1517,-0.5549,2004
soccer,croatia,1-hnl,1.5,24,20,1.46,0.8333,5.12,0.2133,0.4638,2014
soccer,croatia,1-hnl,1.5,9,3,1.4967,0.3333,-4.5,-0.5,-1.0067,2004
soccer,croatia,1-hnl,1.2,3,3,1.1533,1,0.46,0.1533,1,2003
soccer,croatia,1-hnl,1.3,4,4,1.2575,1,1.03,0.2575,1,2003
soccer,croatia,1-hnl,1.4,2,2,1.36,1,0.72,0.36,1,2003
soccer,croatia,1-hnl,1.5,2,1,1.5,0.5,-0.5,-0.25,-0.5,2003
soccer,croatia,2-hnl,1.3,12,8,1.2567,0.6667,-2.08,-0.1733,-0.6753,2016
soccer,croatia,2-hnl,1.4,8,4,1.35,0.5,-2.44,-0.305,-0.8714,2016
soccer,croatia,2-hnl,1.5,16,12,1.4725,0.75,1.76,0.11,0.2328,2016
soccer,croatia,2-hnl,1.2,4,4,1.14,1,0.56,0.14,1,2015
soccer,croatia,2-hnl,1.3,20,20,1.258,1,5.16,0.258,1,2015
soccer,croatia,2-hnl,1.4,28,20,1.35,0.7143,-1.04,-0.0371,-0.1061,2015
soccer,croatia,2-hnl,1.5,24,20,1.475,0.8333,5.44,0.2267,0.4772,2015
soccer,croatia,2-hnl,1.3,8,4,1.255,0.5,-3,-0.375,-1.4706,2014
soccer,croatia,2-hnl,1.4,8,4,1.3575,0.5,-2.6,-0.325,-0.9091,2014
soccer,croatia,2-hnl,1.5,14,6,1.4629,0.4286,-5.22,-0.3729,-0.8056,2014
soccer,croatia,croatian-cup,1.1,4,4,1.0375,1,0.15,0.0375,1,2016
soccer,croatia,croatian-cup,1.2,5,4,1.166,0.8,-0.34,-0.068,-0.4096,2016
soccer,croatia,croatian-cup,1.3,14,10,1.2586,0.7143,-1.41,-0.1007,-0.3895,2016
soccer,croatia,croatian-cup,1.4,7,5,1.3471,0.7143,-0.29,-0.0414,-0.1193,2016
soccer,croatia,croatian-cup,1.5,4,4,1.4575,1,1.83,0.4575,1,2016
soccer,croatia,croatian-cup,1.1,7,7,1.06,1,0.42,0.06,1,2015
soccer,croatia,croatian-cup,1.2,4,4,1.135,1,0.54,0.135,1,2015
soccer,croatia,croatian-cup,1.3,5,4,1.26,0.8,0.01,0.002,0.0077,2015
soccer,croatia,croatian-cup,1.4,1,1,1.34,1,0.34,0.34,1,2015
soccer,croatia,croatian-cup,1.5,4,4,1.465,1,1.86,0.465,1,2015
soccer,croatia,croatian-cup,1.1,9,7,1.0567,0.7778,-1.63,-0.1811,-3.1961,2014
soccer,croatia,croatian-cup,1.2,5,4,1.16,0.8,-0.4,-0.08,-0.5,2014
soccer,croatia,croatian-cup,1.3,2,2,1.22,1,0.44,0.22,1,2014
soccer,croatia,croatian-cup,1.4,6,6,1.37,1,2.22,0.37,1,2014
soccer,croatia,croatian-cup,1.5,3,2,1.4567,0.6667,-0.13,-0.0433,-0.0949,2014
soccer,croatia,croatian-cup,1.1,4,4,1.075,1,0.3,0.075,1,2013
soccer,croatia,croatian-cup,1.2,6,5,1.155,0.8333,-0.21,-0.035,-0.2258,2013
soccer,croatia,croatian-cup,1.3,5,5,1.268,1,1.34,0.268,1,2013
soccer,croatia,croatian-cup,1.4,2,1,1.355,0.5,-0.65,-0.325,-0.9155,2013
soccer,croatia,croatian-cup,1.5,3,2,1.4433,0.6667,-0.09,-0.03,-0.0677,2013
soccer,croatia,croatian-cup,1.1,5,4,1.06,0.8,-0.77,-0.154,-2.5667,2012
soccer,croatia,croatian-cup,1.2,5,3,1.122,0.6,-1.62,-0.324,-2.6557,2012
soccer,croatia,croatian-cup,1.3,2,1,1.28,0.5,-0.7,-0.35,-1.25,2012
soccer,croatia,croatian-cup,1.4,2,1,1.39,0.5,-0.6,-0.3,-0.7692,2012
soccer,croatia,croatian-cup,1.5,5,3,1.442,0.6,-0.69,-0.138,-0.3122,2012
soccer,croatia,croatian-cup,1.1,5,5,1.054,1,0.27,0.054,1,2011
soccer,croatia,croatian-cup,1.2,5,5,1.144,1,0.72,0.144,1,2011
soccer,croatia,croatian-cup,1.3,6,4,1.25,0.6667,-0.96,-0.16,-0.64,2011
soccer,croatia,croatian-cup,1.4,4,3,1.345,0.75,0.02,0.005,0.0145,2011
soccer,croatia,croatian-cup,1.5,2,1,1.49,0.5,-0.5,-0.25,-0.5102,2011
soccer,croatia,croatian-cup,1.1,4,4,1.045,1,0.18,0.045,1,2010
soccer,croatia,croatian-cup,1.2,7,6,1.1786,0.8571,0.08,0.0114,0.064,2010
soccer,croatia,croatian-cup,1.3,5,4,1.248,0.8,-0.04,-0.008,-0.0323,2010
soccer,croatia,croatian-cup,1.4,3,3,1.3733,1,1.12,0.3733,1,2010
soccer,croatia,croatian-cup,1.5,1,1,1.49,1,0.49,0.49,1,2010
soccer,croatia,croatian-cup,1.1,1,1,1.03,1,0.03,0.03,1,2009
