Sport,Country,League Name,Margin,Total Records,Success Records,Avg. Odd,Success Rate,Money Made,Money Per Game,Rate Of Available Money,Season
soccer,austria,regionalliga-central,1.20,58,58,1.1690,1.0000,9.8,0.1690,1.0000,
soccer,austria,regionalliga-central,1.30,78,38,1.2583,0.4872,-30.35,-0.3891,-1.5062,
soccer,austria,regionalliga-central,1.40,126,86,1.3644,0.6825,-8.68,-0.0689,-0.1890,
soccer,austria,regionalliga-central,1.50,156,97,1.4617,0.6218,-14.18,-0.0909,-0.1969,
soccer,austria,regionalliga-east,1.10,20,20,1.0875,1.0000,1.75,0.0875,1.0000,
soccer,austria,regionalliga-east,1.20,55,40,1.1709,0.7273,-8.25,-0.1500,-0.8777,
soccer,austria,regionalliga-east,1.30,62,48,1.2598,0.7742,-1.37,-0.0221,-0.0850,
soccer,austria,regionalliga-east,1.40,136,92,1.3596,0.6765,-11.26,-0.0828,-0.2303,
soccer,austria,regionalliga-east,1.50,160,105,1.4544,0.6563,-7.50000000000001,-0.0469,-0.1032,
soccer,austria,regionalliga-west,1.10,42,37,1.0695,0.8810,-2.38,-0.0567,-0.8151,
soccer,austria,regionalliga-west,1.20,65,65,1.1600,1.0000,10.4,0.1600,1.0000,
soccer,austria,regionalliga-west,1.30,115,105,1.2565,0.9130,16.75,0.1457,0.5678,
soccer,austria,regionalliga-west,1.40,135,97,1.3542,0.7185,-3.47,-0.0257,-0.0726,
soccer,austria,regionalliga-west,1.50,173,131,1.4488,0.7572,17.08,0.0987,0.2200,
soccer,austria,tipico-bundesliga,1.10,16,12,1.0850,0.7500,-2.92,-0.1825,-2.1471,
soccer,austria,tipico-bundesliga,1.20,76,68,1.1668,0.8947,3.27999999999999,0.0432,0.2587,
soccer,austria,tipico-bundesliga,1.30,146,102,1.2514,0.6986,-17.86,-0.1223,-0.4866,
soccer,austria,tipico-bundesliga,1.40,172,122,1.3597,0.7093,-6.49999999999999,-0.0378,-0.1051,
soccer,austria,tipico-bundesliga,1.50,196,142,1.4546,0.7245,10.18,0.0519,0.1143,
soccer,azerbaijan,azerbaijan-cup,1.10,6,5,1.0583,0.8333,-0.7,-0.1167,-2.0000,
soccer,azerbaijan,azerbaijan-cup,1.20,13,12,1.1538,0.9231,0.819999999999999,0.0631,0.4100,
soccer,azerbaijan,azerbaijan-cup,1.30,9,8,1.2611,0.8889,1.05,0.1167,0.4468,
soccer,azerbaijan,azerbaijan-cup,1.40,14,9,1.3471,0.6429,-1.79,-0.1279,-0.3683,
soccer,azerbaijan,azerbaijan-cup,1.50,11,8,1.4564,0.7273,0.71,0.0645,0.1414,
soccer,azerbaijan,premier-league,1.10,10,10,1.0610,1.0000,0.610000000000001,0.0610,1.0000,
soccer,azerbaijan,premier-league,1.20,53,49,1.1642,0.9245,4.26,0.0804,0.4897,
soccer,azerbaijan,premier-league,1.30,83,72,1.2605,0.8675,7.91,0.0953,0.3659,
soccer,azerbaijan,premier-league,1.40,118,86,1.3629,0.7288,-0.529999999999999,-0.0045,-0.0124,
soccer,azerbaijan,premier-league,1.50,101,88,1.4627,0.8713,27.96,0.2768,0.5983,
soccer,bahrain,bahrain-cup,1.10,5,1,1.0640,0.2000,-3.9,-0.7800,-12.1875,
soccer,bahrain,bahrain-cup,1.20,27,22,1.1741,0.8148,-1.23,-0.0456,-0.2617,
soccer,bahrain,bahrain-cup,1.30,28,18,1.2579,0.6429,-5.51,-0.1968,-0.7632,
soccer,bahrain,bahrain-cup,1.40,20,11,1.3550,0.5500,-5.06,-0.2530,-0.7127,
soccer,bahrain,bahrain-cup,1.50,22,9,1.4495,0.4091,-8.76,-0.3982,-0.8857,
soccer,bahrain,premier-league,1.10,1,1,1.0700,1.0000,0.0700000000000001,0.0700,1.0000,
soccer,bahrain,premier-league,1.20,8,8,1.1625,1.0000,1.3,0.1625,1.0000,
soccer,bahrain,premier-league,1.30,28,14,1.2679,0.5000,-10.08,-0.3600,-1.3440,
soccer,bahrain,premier-league,1.40,58,40,1.3524,0.6897,-4.2,-0.0724,-0.2055,
soccer,bahrain,premier-league,1.50,50,36,1.4520,0.7200,2.12,0.0424,0.0938,
soccer,bangladesh,premier-league,1.20,9,8,1.1656,0.8889,0.329999999999999,0.0367,0.2215,
soccer,bangladesh,premier-league,1.30,3,3,1.2500,1.0000,0.75,0.2500,1.0000,
soccer,bangladesh,premier-league,1.40,8,7,1.3813,0.8750,1.69,0.2113,0.5541,
soccer,bangladesh,premier-league,1.50,19,16,1.4474,0.8421,4.18,0.2200,0.4918,
soccer,belarus,belarusian-cup,1.10,19,18,1.0742,0.9474,0.370000000000001,0.0195,0.2624,
soccer,belarus,belarusian-cup,1.20,51,35,1.1608,0.6863,-10.3,-0.2020,-1.2561,
soccer,belarus,belarusian-cup,1.30,36,24,1.2583,0.6667,-6,-0.1667,-0.6452,
soccer,belarus,belarusian-cup,1.40,37,24,1.3595,0.6486,-4.44,-0.1200,-0.3338,
soccer,belarus,belarusian-cup,1.50,28,18,1.4457,0.6429,-1.99,-0.0711,-0.1595,
soccer,belarus,pershaya-liga,1.40,3,3,1.3600,1.0000,1.08,0.3600,1.0000,
soccer,belarus,pershaya-liga,1.50,2,2,1.4600,1.0000,0.92,0.4600,1.0000,
soccer,belarus,super-cup,1.40,1,1,1.4000,1.0000,0.4,0.4000,1.0000,
soccer,belarus,super-cup,1.50,2,1,1.4400,0.5000,-0.57,-0.2850,-0.6477,
soccer,belarus,vysshaya-liga,1.10,11,11,1.0736,1.0000,0.810000000000001,0.0736,1.0000,
soccer,belarus,vysshaya-liga,1.20,100,78,1.1755,0.7800,-8.2,-0.0820,-0.4672,
soccer,belarus,vysshaya-liga,1.30,176,114,1.2676,0.6477,-31.12,-0.1768,-0.6609,
soccer,belarus,vysshaya-liga,1.40,213,151,1.3590,0.7089,-8.41000000000004,-0.0395,-0.1100,
soccer,belarus,vysshaya-liga,1.50,180,112,1.4639,0.6222,-16.54,-0.0919,-0.1981,
soccer,belgium,1st-national-women,1.10,2,2,1.0400,1.0000,0.0800000000000001,0.0400,1.0000,
soccer,belgium,1st-national-women,1.20,2,2,1.1550,1.0000,0.31,0.1550,1.0000,
soccer,belgium,1st-national-women,1.40,2,0,1.3700,0.0000,-2,-1.0000,-2.7027,
soccer,belgium,1st-national-women,1.50,3,2,1.4367,0.6667,-0.14,-0.0467,-0.1069,
soccer,belgium,belgian-cup-women,1.10,4,4,1.0550,1.0000,0.22,0.0550,1.0000,
soccer,belgium,belgian-cup-women,1.20,5,4,1.1400,0.8000,-0.5,-0.1000,-0.7143,
soccer,belgium,belgian-cup-women,1.30,1,1,1.2300,1.0000,0.23,0.2300,1.0000,
soccer,belgium,belgian-cup-women,1.40,1,1,1.3200,1.0000,0.32,0.3200,1.0000,
soccer,belgium,belgian-cup,1.10,39,36,1.0669,0.9231,-0.519999999999998,-0.0133,-0.1992,
soccer,belgium,belgian-cup,1.20,73,65,1.1538,0.8904,2.06,0.0282,0.1834,
soccer,belgium,belgian-cup,1.30,52,42,1.2671,0.8077,1.3,0.0250,0.0936,
soccer,belgium,belgian-cup,1.40,59,32,1.3568,0.5424,-15.72,-0.2664,-0.7468,
soccer,belgium,belgian-cup,1.50,56,37,1.4529,0.6607,-2.35,-0.0420,-0.0927,
soccer,belgium,first-amateur-division,1.20,15,15,1.1700,1.0000,2.55,0.1700,1.0000,
soccer,belgium,first-amateur-division,1.30,15,15,1.2567,1.0000,3.85,0.2567,1.0000,
soccer,belgium,first-amateur-division,1.40,15,15,1.3467,1.0000,5.2,0.3467,1.0000,
soccer,belgium,first-amateur-division,1.50,35,15,1.4686,0.4286,-12.85,-0.3671,-0.7835,
soccer,belgium,jupiler-league,1.20,81,74,1.1558,0.9136,4.5,0.0556,0.3566,
soccer,belgium,jupiler-league,1.30,165,144,1.2502,0.8727,14.94,0.0905,0.3619,
soccer,belgium,jupiler-league,1.40,256,202,1.3539,0.7891,17.1599999999999,0.0670,0.1894,
soccer,belgium,jupiler-league,1.50,330,216,1.4523,0.6545,-17.24,-0.0522,-0.1155,
soccer,belgium,proximus-league,1.10,22,22,1.0741,1.0000,1.63,0.0741,1.0000,
soccer,belgium,proximus-league,1.20,92,69,1.1547,0.7500,-12.35,-0.1342,-0.8679,
soccer,belgium,proximus-league,1.30,87,68,1.2598,0.7816,-1.45,-0.0167,-0.0642,
soccer,belgium,proximus-league,1.40,202,140,1.3554,0.6931,-13.06,-0.0647,-0.1819,
soccer,belgium,proximus-league,1.50,269,170,1.4530,0.6320,-22.72,-0.0845,-0.1865,
soccer,belgium,second-amateur-division-group-acff,1.20,5,5,1.1900,1.0000,0.95,0.1900,1.0000,
soccer,belgium,second-amateur-division-group-acff,1.30,5,0,1.2100,0.0000,-5,-1.0000,-4.7619,
soccer,belgium,second-amateur-division-group-acff,1.40,15,15,1.3367,1.0000,5.05,0.3367,1.0000,
soccer,belgium,second-amateur-division-group-acff,1.50,10,10,1.4550,1.0000,4.55,0.4550,1.0000,
soccer,belgium,second-amateur-division-group-vfv-a,1.10,6,6,1.0500,1.0000,0.3,0.0500,1.0000,
soccer,belgium,second-amateur-division-group-vfv-a,1.20,50,43,1.1700,0.8600,0.449999999999998,0.0090,0.0529,
soccer,belgium,second-amateur-division-group-vfv-a,1.30,102,83,1.2705,0.8137,3.49000000000001,0.0342,0.1265,
soccer,belgium,second-amateur-division-group-vfv-a,1.40,97,42,1.3703,0.4330,-39.36,-0.4058,-1.0958,
soccer,belgium,second-amateur-division-group-vfv-a,1.50,108,62,1.4746,0.5741,-15.99,-0.1481,-0.3119,
soccer,belgium,second-amateur-division-group-vfv-b,1.10,6,0,1.1000,0.0000,-6,-1.0000,-10.0000,
soccer,belgium,second-amateur-division-group-vfv-b,1.20,68,50,1.1801,0.7353,-8.95000000000001,-0.1316,-0.7306,
soccer,belgium,second-amateur-division-group-vfv-b,1.30,83,50,1.2648,0.6024,-20.14,-0.2427,-0.9163,
soccer,belgium,second-amateur-division-group-vfv-b,1.40,101,56,1.3768,0.5545,-24.22,-0.2398,-0.6364,
soccer,belgium,second-amateur-division-group-vfv-b,1.50,122,73,1.4726,0.5984,-14.78,-0.1211,-0.2563,
soccer,belgium,super-cup,1.30,1,1,1.2900,1.0000,0.29,0.2900,1.0000,
soccer,belgium,super-cup,1.50,1,1,1.4100,1.0000,0.41,0.4100,1.0000,
soccer,belgium,super-league-women,1.10,42,38,1.0533,0.9048,-2.14,-0.0510,-0.9554,
soccer,belgium,super-league-women,1.20,26,26,1.1477,1.0000,3.84,0.1477,1.0000,
soccer,belgium,super-league-women,1.30,18,10,1.2522,0.5556,-5.52,-0.3067,-1.2159,
soccer,belgium,super-league-women,1.40,6,4,1.3700,0.6667,-0.52,-0.0867,-0.2342,
soccer,belgium,super-league-women,1.50,22,12,1.4500,0.5455,-4.4,-0.2000,-0.4444,
soccer,bolivia,liga-de-futbol-prof,1.10,5,5,1.0700,1.0000,0.35,0.0700,1.0000,
soccer,bolivia,liga-de-futbol-prof,1.20,64,64,1.1722,1.0000,11.02,0.1722,1.0000,
soccer,bolivia,liga-de-futbol-prof,1.30,186,147,1.2566,0.7903,-1.15000000000001,-0.0062,-0.0241,
soccer,bolivia,liga-de-futbol-prof,1.40,253,179,1.3558,0.7075,-10.43,-0.0412,-0.1159,
soccer,bolivia,liga-de-futbol-prof,1.50,230,162,1.4524,0.7043,5.56999999999999,0.0242,0.0535,
soccer,bosnia-and-herzegovina,bosnia-and-herzegovina-cup,1.10,6,5,1.0800,0.8333,-0.62,-0.1033,-1.2917,
soccer,bosnia-and-herzegovina,bosnia-and-herzegovina-cup,1.20,25,22,1.1632,0.8800,0.569999999999999,0.0228,0.1397,
soccer,bosnia-and-herzegovina,bosnia-and-herzegovina-cup,1.30,18,16,1.2650,0.8889,2.28,0.1267,0.4780,
soccer,bosnia-and-herzegovina,bosnia-and-herzegovina-cup,1.40,15,11,1.3620,0.7333,0.01,0.0007,0.0018,
soccer,bosnia-and-herzegovina,bosnia-and-herzegovina-cup,1.50,21,14,1.4514,0.6667,-0.72,-0.0343,-0.0759,
soccer,bosnia-and-herzegovina,fbih,1.40,1,1,1.3300,1.0000,0.33,0.3300,1.0000,
soccer,bosnia-and-herzegovina,fbih,1.50,1,1,1.4500,1.0000,0.45,0.4500,1.0000,
soccer,bosnia-and-herzegovina,premier-league,1.10,124,119,1.0847,0.9597,5,0.0403,0.4762,
soccer,bosnia-and-herzegovina,premier-league,1.20,528,473,1.1580,0.8958,20.0499999999999,0.0380,0.2403,
soccer,bosnia-and-herzegovina,premier-league,1.30,485,411,1.2567,0.8474,31.5400000000001,0.0650,0.2533,
soccer,bosnia-and-herzegovina,premier-league,1.40,266,197,1.3596,0.7406,1.79999999999999,0.0068,0.0188,
soccer,bosnia-and-herzegovina,premier-league,1.50,237,154,1.4623,0.6498,-11.35,-0.0479,-0.1036,
soccer,bosnia-and-herzegovina,rs,1.50,2,2,1.4700,1.0000,0.94,0.4700,1.0000,
soccer,botswana,premier-league,1.10,1,1,1.0800,1.0000,0.0800000000000001,0.0800,1.0000,
soccer,botswana,premier-league,1.20,1,1,1.1700,1.0000,0.17,0.1700,1.0000,
soccer,botswana,premier-league,1.40,2,0,1.3700,0.0000,-2,-1.0000,-2.7027,
soccer,botswana,premier-league,1.50,2,2,1.4550,1.0000,0.91,0.4550,1.0000,
soccer,brazil,brasileiro-u20,1.40,1,0,1.4000,0.0000,-1,-1.0000,-2.5000,
soccer,brazil,brasileiro-u20,1.50,1,1,1.4600,1.0000,0.46,0.4600,1.0000,
soccer,brazil,campeonato-alagoano,1.30,3,1,1.2533,0.3333,-1.74,-0.5800,-2.2895,
soccer,brazil,campeonato-alagoano,1.40,7,6,1.3543,0.8571,1.08,0.1543,0.4355,
soccer,brazil,campeonato-alagoano,1.50,7,7,1.4471,1.0000,3.13,0.4471,1.0000,
soccer,brazil,campeonato-baiano,1.10,4,4,1.0750,1.0000,0.3,0.0750,1.0000,
soccer,brazil,campeonato-baiano,1.20,1,1,1.1800,1.0000,0.18,0.1800,1.0000,
soccer,brazil,campeonato-baiano,1.30,19,18,1.2400,0.9474,3.29,0.1732,0.7215,
soccer,brazil,campeonato-baiano,1.40,19,15,1.3411,0.7895,1.12,0.0589,0.1728,
soccer,brazil,campeonato-baiano,1.50,36,25,1.4447,0.6944,0.0299999999999985,0.0008,0.0019,
soccer,brazil,campeonato-brasiliense,1.20,1,0,1.1300,0.0000,-1,-1.0000,-7.6923,
soccer,brazil,campeonato-brasiliense,1.40,3,2,1.3767,0.6667,-0.24,-0.0800,-0.2124,
soccer,brazil,campeonato-brasiliense,1.50,5,4,1.4700,0.8000,0.87,0.1740,0.3702,
soccer,brazil,campeonato-carioca,1.20,33,24,1.1633,0.7273,-5.08,-0.1539,-0.9425,
soccer,brazil,campeonato-carioca,1.30,116,93,1.2591,0.8017,0.760000000000004,0.0066,0.0253,
soccer,brazil,campeonato-carioca,1.40,140,103,1.3588,0.7357,-0.359999999999997,-0.0026,-0.0072,
soccer,brazil,campeonato-carioca,1.50,128,70,1.4541,0.5469,-26.36,-0.2059,-0.4535,
soccer,brazil,campeonato-catarinense,1.20,4,4,1.1900,1.0000,0.76,0.1900,1.0000,
soccer,brazil,campeonato-catarinense,1.30,4,4,1.2350,1.0000,0.94,0.2350,1.0000,
soccer,brazil,campeonato-catarinense,1.40,24,17,1.3621,0.7083,-0.73,-0.0304,-0.0840,
soccer,brazil,campeonato-catarinense,1.50,28,20,1.4579,0.7143,1.18,0.0421,0.0920,
soccer,brazil,campeonato-cearense,1.20,8,8,1.1675,1.0000,1.34,0.1675,1.0000,
soccer,brazil,campeonato-cearense,1.30,24,18,1.2733,0.7500,-1.12,-0.0467,-0.1707,
soccer,brazil,campeonato-cearense,1.40,35,28,1.3554,0.8000,2.82,0.0806,0.2267,
soccer,brazil,campeonato-cearense,1.50,31,24,1.4510,0.7742,3.66,0.1181,0.2618,
soccer,brazil,campeonato-gaucho,1.20,6,6,1.1600,1.0000,0.96,0.1600,1.0000,
soccer,brazil,campeonato-gaucho,1.30,30,24,1.2667,0.8000,0.35,0.0117,0.0437,
soccer,brazil,campeonato-gaucho,1.40,44,23,1.3507,0.5227,-12.75,-0.2898,-0.8263,
soccer,brazil,campeonato-gaucho,1.50,43,33,1.4567,0.7674,5.15,0.1198,0.2622,
soccer,brazil,campeonato-goiano,1.20,5,5,1.1580,1.0000,0.79,0.1580,1.0000,
soccer,brazil,campeonato-goiano,1.30,11,6,1.2700,0.5455,-3.44,-0.3127,-1.1582,
soccer,brazil,campeonato-goiano,1.40,29,29,1.3607,1.0000,10.46,0.3607,1.0000,
soccer,brazil,campeonato-goiano,1.50,20,8,1.4630,0.4000,-8.32,-0.4160,-0.8985,
soccer,brazil,campeonato-maranhense,1.40,3,2,1.3733,0.6667,-0.25,-0.0833,-0.2232,
soccer,brazil,campeonato-maranhense,1.50,1,0,1.4100,0.0000,-1,-1.0000,-2.4390,
soccer,brazil,campeonato-matogrossense,1.10,1,1,1.0900,1.0000,0.0900000000000001,0.0900,1.0000,
soccer,brazil,campeonato-matogrossense,1.30,2,2,1.2550,1.0000,0.51,0.2550,1.0000,
soccer,brazil,campeonato-matogrossense,1.40,4,4,1.3550,1.0000,1.42,0.3550,1.0000,
soccer,brazil,campeonato-matogrossense,1.50,7,4,1.4714,0.5714,-1.06,-0.1514,-0.3212,
soccer,brazil,campeonato-mineiro,1.20,13,9,1.1777,0.6923,-2.39,-0.1838,-1.0346,
soccer,brazil,campeonato-mineiro,1.30,32,28,1.2500,0.8750,3.08,0.0963,0.3850,
soccer,brazil,campeonato-mineiro,1.40,23,19,1.3513,0.8261,2.58,0.1122,0.3193,
soccer,brazil,campeonato-mineiro,1.50,36,21,1.4653,0.5833,-5.24,-0.1456,-0.3128,
soccer,brazil,campeonato-paraense,1.50,4,4,1.4300,1.0000,1.72,0.4300,1.0000,
soccer,brazil,campeonato-paraibano,1.30,2,2,1.2200,1.0000,0.44,0.2200,1.0000,
soccer,brazil,campeonato-paraibano,1.40,4,2,1.3200,0.5000,-1.34,-0.3350,-1.0469,
soccer,brazil,campeonato-paraibano,1.50,2,0,1.4800,0.0000,-2,-1.0000,-2.0833,
soccer,brazil,campeonato-paranaense,1.20,6,6,1.1867,1.0000,1.12,0.1867,1.0000,
soccer,brazil,campeonato-paranaense,1.30,22,12,1.2500,0.5455,-7.02,-0.3191,-1.2764,
soccer,brazil,campeonato-paranaense,1.40,25,17,1.3616,0.6800,-1.67,-0.0668,-0.1847,
soccer,brazil,campeonato-paranaense,1.50,24,16,1.4567,0.6667,-0.640000000000001,-0.0267,-0.0584,
soccer,brazil,campeonato-paulista,1.10,4,4,1.1000,1.0000,0.4,0.1000,1.0000,
soccer,brazil,campeonato-paulista,1.20,60,51,1.1683,0.8500,-0.250000000000003,-0.0042,-0.0248,
soccer,brazil,campeonato-paulista,1.30,132,95,1.2602,0.7197,-12.21,-0.0925,-0.3555,
soccer,brazil,campeonato-paulista,1.40,200,148,1.3535,0.7400,0.549999999999987,0.0027,0.0078,
soccer,brazil,campeonato-paulista,1.50,205,145,1.4574,0.7073,6.05999999999999,0.0296,0.0646,
soccer,brazil,campeonato-pernambucano,1.20,6,4,1.1533,0.6667,-1.46,-0.2433,-1.5870,
soccer,brazil,campeonato-pernambucano,1.30,22,18,1.2505,0.8182,0.39,0.0177,0.0708,
soccer,brazil,campeonato-pernambucano,1.40,20,13,1.3545,0.6500,-2.49,-0.1245,-0.3512,
soccer,brazil,campeonato-pernambucano,1.50,11,9,1.4582,0.8182,2.16,0.1964,0.4286,
soccer,brazil,campeonato-piauiense,1.40,1,0,1.3600,0.0000,-1,-1.0000,-2.7778,
soccer,brazil,campeonato-piauiense,1.50,3,3,1.4767,1.0000,1.43,0.4767,1.0000,
soccer,brazil,campeonato-potiguar,1.20,2,2,1.1750,1.0000,0.35,0.1750,1.0000,
soccer,brazil,campeonato-potiguar,1.30,4,3,1.2675,0.7500,-0.22,-0.0550,-0.2056,
soccer,brazil,campeonato-potiguar,1.40,4,4,1.3600,1.0000,1.44,0.3600,1.0000,
soccer,brazil,campeonato-potiguar,1.50,3,2,1.4767,0.6667,0,0.0000,0.0000,
soccer,brazil,campeonato-sergipano,1.10,1,1,1.0500,1.0000,0.05,0.0500,1.0000,
soccer,brazil,campeonato-sergipano,1.20,4,3,1.1875,0.7500,-0.44,-0.1100,-0.5867,
soccer,brazil,campeonato-sergipano,1.30,6,5,1.2533,0.8333,0.24,0.0400,0.1579,
soccer,brazil,campeonato-sergipano,1.40,6,5,1.3633,0.8333,0.82,0.1367,0.3761,
soccer,brazil,copa-do-brasil,1.20,90,77,1.1616,0.8556,-0.930000000000005,-0.0103,-0.0640,
soccer,brazil,copa-do-brasil,1.30,101,71,1.2656,0.7030,-11.04,-0.1093,-0.4115,
soccer,brazil,copa-do-brasil,1.40,122,75,1.3600,0.6148,-19.85,-0.1627,-0.4520,
soccer,brazil,copa-do-brasil,1.50,144,101,1.4515,0.7014,2.72,0.0189,0.0418,
soccer,brazil,copa-do-nordeste,1.20,12,10,1.1600,0.8333,-0.46,-0.0383,-0.2396,
soccer,brazil,copa-do-nordeste,1.30,18,16,1.2422,0.8889,1.9,0.1056,0.4358,
soccer,brazil,copa-do-nordeste,1.40,38,30,1.3484,0.7895,2.26,0.0595,0.1707,
soccer,brazil,copa-do-nordeste,1.50,38,22,1.4637,0.5789,-5.92,-0.1558,-0.3360,
soccer,brazil,copa-verde,1.30,4,4,1.2750,1.0000,1.1,0.2750,1.0000,
soccer,brazil,copa-verde,1.40,3,3,1.3367,1.0000,1.01,0.3367,1.0000,
soccer,brazil,copa-verde,1.50,7,7,1.4429,1.0000,3.1,0.4429,1.0000,
soccer,brazil,primeira-liga,1.20,2,2,1.1500,1.0000,0.3,0.1500,1.0000,
soccer,brazil,primeira-liga,1.40,2,1,1.3350,0.5000,-0.69,-0.3450,-1.0299,
soccer,brazil,primeira-liga,1.50,1,1,1.5000,1.0000,0.5,0.5000,1.0000,
soccer,brazil,serie-a,1.10,11,11,1.1000,1.0000,1.1,0.1000,1.0000,
soccer,brazil,serie-a,1.20,109,101,1.1639,0.9266,8.25999999999999,0.0758,0.4625,
soccer,brazil,serie-a,1.30,217,159,1.2603,0.7327,-16.7,-0.0770,-0.2956,
soccer,brazil,serie-a,1.40,215,126,1.3604,0.5860,-43.6,-0.2028,-0.5627,
soccer,brazil,serie-a,1.50,389,211,1.4581,0.5424,-81.91,-0.2106,-0.4597,
soccer,brazil,serie-b,1.20,16,16,1.1700,1.0000,2.72,0.1700,1.0000,
soccer,brazil,serie-b,1.30,88,72,1.2600,0.8182,2.32,0.0264,0.1014,
soccer,brazil,serie-b,1.40,232,152,1.3603,0.6552,-25.68,-0.1107,-0.3072,
soccer,brazil,serie-b,1.50,312,192,1.4597,0.6154,-31.28,-0.1003,-0.2181,
soccer,brazil,serie-c,1.20,4,4,1.1300,1.0000,0.52,0.1300,1.0000,
soccer,brazil,serie-c,1.30,20,20,1.2460,1.0000,4.92,0.2460,1.0000,
soccer,brazil,serie-c,1.40,28,20,1.3786,0.7143,-0.48,-0.0171,-0.0453,
soccer,brazil,serie-c,1.50,65,55,1.4654,0.8462,15.46,0.2378,0.5111,
soccer,brazil,serie-d,1.20,5,5,1.1300,1.0000,0.649999999999999,0.1300,1.0000,
soccer,brazil,serie-d,1.30,9,5,1.2567,0.5556,-2.85,-0.3167,-1.2338,
soccer,brazil,serie-d,1.40,6,6,1.3800,1.0000,2.28,0.3800,1.0000,
soccer,brazil,serie-d,1.50,9,9,1.4644,1.0000,4.18,0.4644,1.0000,
soccer,bulgaria,b-pfg-east,1.40,4,1,1.3850,0.2500,-2.6,-0.6500,-1.6883,
soccer,bulgaria,b-pfg-east,1.50,3,1,1.4300,0.3333,-1.56,-0.5200,-1.2093,
soccer,bulgaria,b-pfg-play-offs,1.40,1,0,1.4000,0.0000,-1,-1.0000,-2.5000,
soccer,bulgaria,b-pfg-play-offs,1.50,1,1,1.4400,1.0000,0.44,0.4400,1.0000,
soccer,bulgaria,b-pfg-west,1.30,2,0,1.2200,0.0000,-2,-1.0000,-4.5455,
soccer,bulgaria,b-pfg-west,1.40,6,3,1.3750,0.5000,-1.91,-0.3183,-0.8489,
soccer,bulgaria,b-pfg-west,1.50,6,2,1.4550,0.3333,-3.06,-0.5100,-1.1209,
soccer,bulgaria,bulgarian-cup,1.10,55,49,1.0733,0.8909,-2.47,-0.0449,-0.6129,
soccer,bulgaria,bulgarian-cup,1.20,67,49,1.1630,0.7313,-10.24,-0.1528,-0.9377,
soccer,bulgaria,bulgarian-cup,1.30,40,35,1.2635,0.8750,4.18,0.1045,0.3966,
soccer,bulgaria,bulgarian-cup,1.40,28,16,1.3661,0.5714,-6.12,-0.2186,-0.5971,
soccer,bulgaria,bulgarian-cup,1.50,41,25,1.4537,0.6098,-4.83,-0.1178,-0.2597,
soccer,bulgaria,parva-liga,1.10,201,178,1.0612,0.8856,-12.54,-0.0624,-1.0187,
soccer,bulgaria,parva-liga,1.20,232,197,1.1516,0.8491,-5.21,-0.0225,-0.1481,
soccer,bulgaria,parva-liga,1.30,275,206,1.2493,0.7491,-17.76,-0.0646,-0.2590,
soccer,bulgaria,parva-liga,1.40,335,239,1.3514,0.7134,-12.19,-0.0364,-0.1036,
soccer,bulgaria,parva-liga,1.50,243,164,1.4528,0.6749,-4.95000000000001,-0.0204,-0.0450,
soccer,bulgaria,super-cup,1.30,1,0,1.2800,0.0000,-1,-1.0000,-3.5714,
soccer,bulgaria,super-cup,1.40,3,1,1.3767,0.3333,-1.61,-0.5367,-1.4248,
soccer,bulgaria,super-cup,1.50,1,1,1.4600,1.0000,0.46,0.4600,1.0000,
soccer,bulgaria,vtora-liga,1.20,8,5,1.1625,0.6250,-2.21,-0.2763,-1.7000,
soccer,bulgaria,vtora-liga,1.30,10,9,1.2380,0.9000,1.16,0.1160,0.4874,
soccer,bulgaria,vtora-liga,1.40,33,27,1.3600,0.8182,3.48,0.1055,0.2929,
soccer,bulgaria,vtora-liga,1.50,36,27,1.4583,0.7500,3.15,0.0875,0.1909,
soccer,burundi,ligue-a,1.40,1,1,1.3100,1.0000,0.31,0.3100,1.0000,
soccer,cambodia,c-league,1.20,1,1,1.1800,1.0000,0.18,0.1800,1.0000,
soccer,cambodia,c-league,1.30,2,2,1.2800,1.0000,0.56,0.2800,1.0000,
soccer,cambodia,c-league,1.50,1,0,1.4500,0.0000,-1,-1.0000,-2.2222,
soccer,cameroon,elite-one,1.20,5,5,1.1720,1.0000,0.86,0.1720,1.0000,
soccer,cameroon,elite-one,1.30,9,7,1.2756,0.7778,-0.12,-0.0133,-0.0484,
soccer,cameroon,elite-one,1.40,9,5,1.3833,0.5556,-2.14,-0.2378,-0.6203,
soccer,cameroon,elite-one,1.50,32,16,1.4728,0.5000,-8.55,-0.2672,-0.5651,
soccer,canada,championship,1.30,3,3,1.2533,1.0000,0.76,0.2533,1.0000,
soccer,canada,championship,1.40,3,2,1.3633,0.6667,-0.23,-0.0767,-0.2110,
soccer,canada,championship,1.50,1,1,1.4700,1.0000,0.47,0.4700,1.0000,
soccer,canada,csl,1.10,25,19,1.0916,0.7600,-4.31,-0.1724,-1.8821,
soccer,canada,csl,1.20,104,90,1.1701,0.8654,1.19,0.0114,0.0673,
soccer,canada,csl,1.30,128,102,1.2572,0.7969,-0.250000000000001,-0.0020,-0.0076,
soccer,canada,csl,1.40,136,104,1.3654,0.7647,5.78,0.0425,0.1163,
soccer,canada,csl,1.50,99,57,1.4581,0.5758,-16.08,-0.1624,-0.3546,
soccer,chile,chilean-cup,1.10,2,2,1.1000,1.0000,0.2,0.1000,1.0000,
