Sport,Country,League Name,Margin,Total Records,Success Records,Avg. Odd,Success Rate,Money Made,Money Per Game,Rate Of Available Money,Season
soccer,portugal,primeira-liga,1.30,268,187,1.2571,0.6978,-32.6,-0.1216,-0.4731,
soccer,portugal,primeira-liga,1.40,206,179,1.3607,0.8689,37.79,0.1834,0.5085,
soccer,portugal,primeira-liga,1.50,249,147,1.4549,0.5904,-34.22,-0.1374,-0.3021,
soccer,portugal,second-division-promotion-group,1.50,1,1,1.5000,1.0000,0.5,0.5000,1.0000,
soccer,portugal,second-division-zona-centro,1.30,1,0,1.2900,0.0000,-1,-1.0000,-3.4483,
soccer,portugal,second-division-zona-centro,1.50,2,2,1.4700,1.0000,0.94,0.4700,1.0000,
soccer,portugal,second-division-zona-norte,1.50,4,3,1.4850,0.7500,0.5,0.1250,0.2577,
soccer,portugal,second-division-zona-sul,1.40,1,1,1.3300,1.0000,0.33,0.3300,1.0000,
soccer,portugal,second-division-zona-sul,1.50,1,1,1.5000,1.0000,0.5,0.5000,1.0000,
soccer,portugal,segunda-liga,1.20,54,54,1.1730,1.0000,9.33999999999999,0.1730,1.0000,
soccer,portugal,segunda-liga,1.30,140,110,1.2591,0.7857,-1.34,-0.0096,-0.0369,
soccer,portugal,segunda-liga,1.40,172,124,1.3579,0.7209,-3.23,-0.0188,-0.0525,
soccer,portugal,segunda-liga,1.50,215,139,1.4565,0.6465,-12.47,-0.0580,-0.1271,
soccer,portugal,super-cup,1.30,4,4,1.2800,1.0000,1.12,0.2800,1.0000,
soccer,portugal,super-cup,1.40,1,1,1.3700,1.0000,0.37,0.3700,1.0000,
soccer,portugal,super-cup,1.50,1,0,1.5000,0.0000,-1,-1.0000,-2.0000,
soccer,portugal,taca-de-portugal,1.10,62,54,1.0745,0.8710,-4.06,-0.0655,-0.8788,
soccer,portugal,taca-de-portugal,1.20,115,93,1.1515,0.8087,-8.00000000000001,-0.0696,-0.4592,
soccer,portugal,taca-de-portugal,1.30,115,95,1.2619,0.8261,4.76,0.0414,0.1580,
soccer,portugal,taca-de-portugal,1.40,135,85,1.3607,0.6296,-19.86,-0.1471,-0.4078,
soccer,portugal,taca-de-portugal,1.50,101,62,1.4539,0.6139,-10.94,-0.1083,-0.2387,
soccer,qatar,premier-league,1.10,8,4,1.1000,0.5000,-3.6,-0.4500,-4.5000,
soccer,qatar,premier-league,1.20,23,11,1.1770,0.4783,-10.17,-0.4422,-2.4988,
soccer,qatar,premier-league,1.30,51,35,1.2698,0.6863,-6.56,-0.1286,-0.4767,
soccer,qatar,premier-league,1.40,71,57,1.3539,0.8028,6.12,0.0862,0.2435,
soccer,qatar,premier-league,1.50,89,44,1.4610,0.4944,-24.67,-0.2772,-0.6013,
soccer,romania,cupa-ligii,1.20,1,1,1.1700,1.0000,0.17,0.1700,1.0000,
soccer,romania,cupa-ligii,1.30,1,0,1.2600,0.0000,-1,-1.0000,-3.8462,
soccer,romania,cupa-ligii,1.40,2,1,1.3750,0.5000,-0.61,-0.3050,-0.8133,
soccer,romania,cupa-ligii,1.50,4,2,1.4350,0.5000,-1.12,-0.2800,-0.6437,
soccer,romania,liga-1,1.10,8,8,1.0763,1.0000,0.610000000000001,0.0763,1.0000,
soccer,romania,liga-1,1.20,198,170,1.1613,0.8586,0.159999999999991,0.0008,0.0050,
soccer,romania,liga-1,1.30,273,213,1.2610,0.7802,-5.23999999999999,-0.0192,-0.0735,
soccer,romania,liga-1,1.40,301,220,1.3569,0.7309,-2.13999999999999,-0.0071,-0.0199,
soccer,romania,liga-1,1.50,324,255,1.4579,0.7870,46.73,0.1442,0.3150,
soccer,romania,liga-2-serie-1,1.10,8,8,1.0700,1.0000,0.560000000000001,0.0700,1.0000,
soccer,romania,liga-2-serie-1,1.20,82,66,1.1546,0.8049,-5.81,-0.0709,-0.4582,
soccer,romania,liga-2-serie-1,1.30,145,125,1.2550,0.8621,11.45,0.0790,0.3097,
soccer,romania,liga-2-serie-1,1.40,217,172,1.3570,0.7926,16.43,0.0757,0.2121,
soccer,romania,liga-2-serie-1,1.50,169,109,1.4557,0.6450,-10.43,-0.0617,-0.1354,
soccer,romania,liga-2-serie-2,1.10,5,5,1.1000,1.0000,0.5,0.1000,1.0000,
soccer,romania,liga-2-serie-2,1.20,104,101,1.1669,0.9712,13.97,0.1343,0.8047,
soccer,romania,liga-2-serie-2,1.30,160,124,1.2566,0.7750,-4.48,-0.0280,-0.1091,
soccer,romania,liga-2-serie-2,1.40,177,117,1.3476,0.6610,-18.9,-0.1068,-0.3072,
soccer,romania,liga-2-serie-2,1.50,151,101,1.4577,0.6689,-3.76,-0.0249,-0.0544,
soccer,romania,liga-2,1.10,12,6,1.0550,0.5000,-5.64,-0.4700,-8.5455,
soccer,romania,liga-2,1.20,24,24,1.1675,1.0000,4.02,0.1675,1.0000,
soccer,romania,liga-2,1.30,42,36,1.2586,0.8571,3.06,0.0729,0.2818,
soccer,romania,liga-2,1.40,18,12,1.3667,0.6667,-1.26,-0.0700,-0.1909,
soccer,romania,liga-2,1.50,30,24,1.4320,0.8000,4.5,0.1500,0.3472,
soccer,romania,romanian-cup,1.10,21,20,1.0714,0.9524,0.400000000000001,0.0190,0.2667,
soccer,romania,romanian-cup,1.20,67,57,1.1569,0.8507,-1.11,-0.0166,-0.1056,
soccer,romania,romanian-cup,1.30,50,45,1.2658,0.9000,6.89,0.1378,0.5184,
soccer,romania,romanian-cup,1.40,56,32,1.3650,0.5714,-12.3,-0.2196,-0.6018,
soccer,romania,romanian-cup,1.50,62,43,1.4611,0.6935,0.619999999999998,0.0100,0.0217,
soccer,russia,division-1,1.10,40,36,1.0840,0.9000,-1.04,-0.0260,-0.3095,
soccer,russia,division-1,1.20,134,123,1.1604,0.9179,8.65,0.0646,0.4025,
soccer,russia,division-1,1.30,226,177,1.2614,0.7832,-3.03,-0.0134,-0.0513,
soccer,russia,division-1,1.40,213,138,1.3520,0.6479,-26.38,-0.1238,-0.3519,
soccer,russia,division-1,1.50,322,213,1.4533,0.6615,-12.73,-0.0395,-0.0872,
soccer,russia,division-2-center,1.10,5,5,1.0800,1.0000,0.4,0.0800,1.0000,
soccer,russia,division-2-center,1.20,66,43,1.1682,0.6515,-16.1,-0.2439,-1.4505,
soccer,russia,division-2-center,1.30,103,85,1.2617,0.8252,3.91000000000001,0.0380,0.1450,
soccer,russia,division-2-center,1.40,73,53,1.3655,0.7260,-0.62,-0.0085,-0.0232,
soccer,russia,division-2-center,1.50,150,112,1.4612,0.7467,13.9,0.0927,0.2009,
soccer,russia,division-2-east,1.20,32,26,1.1644,0.8125,-1.92,-0.0600,-0.3650,
soccer,russia,division-2-east,1.30,80,64,1.2588,0.8000,0.289999999999998,0.0036,0.0140,
soccer,russia,division-2-east,1.40,109,75,1.3542,0.6881,-7.32999999999999,-0.0672,-0.1898,
soccer,russia,division-2-east,1.50,78,44,1.4553,0.5641,-13.93,-0.1786,-0.3923,
soccer,russia,division-2-south,1.10,11,11,1.0955,1.0000,1.05,0.0955,1.0000,
soccer,russia,division-2-south,1.20,89,77,1.1547,0.8652,-0.210000000000004,-0.0024,-0.0153,
soccer,russia,division-2-south,1.30,156,105,1.2548,0.6731,-24.77,-0.1588,-0.6231,
soccer,russia,division-2-south,1.40,132,85,1.3583,0.6439,-16.49,-0.1249,-0.3486,
soccer,russia,division-2-south,1.50,119,67,1.4647,0.5630,-20.8,-0.1748,-0.3761,
soccer,russia,division-2-ural-povolzhye,1.10,6,6,1.0800,1.0000,0.48,0.0800,1.0000,
soccer,russia,division-2-ural-povolzhye,1.20,92,70,1.1525,0.7609,-11.19,-0.1216,-0.7976,
soccer,russia,division-2-ural-povolzhye,1.30,81,77,1.2657,0.9506,16.4,0.2025,0.7621,
soccer,russia,division-2-ural-povolzhye,1.40,106,71,1.3659,0.6698,-8.67,-0.0818,-0.2235,
soccer,russia,division-2-ural-povolzhye,1.50,67,39,1.4543,0.5821,-10.61,-0.1584,-0.3486,
soccer,russia,division-2-west,1.10,15,15,1.0813,1.0000,1.22,0.0813,1.0000,
soccer,russia,division-2-west,1.20,105,77,1.1627,0.7333,-15.42,-0.1469,-0.9028,
soccer,russia,division-2-west,1.30,183,140,1.2515,0.7650,-7.68,-0.0420,-0.1669,
soccer,russia,division-2-west,1.40,179,128,1.3558,0.7151,-5.87999999999998,-0.0328,-0.0923,
soccer,russia,division-2-west,1.50,136,106,1.4647,0.7794,18.76,0.1379,0.2968,
soccer,russia,fnl-cup,1.30,3,2,1.2633,0.6667,-0.42,-0.1400,-0.5316,
soccer,russia,fnl-cup,1.40,2,1,1.3300,0.5000,-0.66,-0.3300,-1.0000,
soccer,russia,fnl-cup,1.50,5,3,1.4420,0.6000,-0.62,-0.1240,-0.2805,
soccer,russia,premier-league,1.10,25,25,1.0780,1.0000,1.95,0.0780,1.0000,
soccer,russia,premier-league,1.20,112,84,1.1693,0.7500,-14,-0.1250,-0.7384,
soccer,russia,premier-league,1.30,238,190,1.2591,0.7983,0.999999999999986,0.0042,0.0162,
soccer,russia,premier-league,1.40,247,165,1.3694,0.6680,-20.83,-0.0843,-0.2283,
soccer,russia,premier-league,1.50,298,201,1.4635,0.6745,-3.84999999999997,-0.0129,-0.0279,
soccer,russia,russian-cup,1.10,6,6,1.0933,1.0000,0.560000000000001,0.0933,1.0000,
soccer,russia,russian-cup,1.20,57,46,1.1688,0.8070,-2.91,-0.0511,-0.3025,
soccer,russia,russian-cup,1.30,76,50,1.2601,0.6579,-13.18,-0.1734,-0.6667,
soccer,russia,russian-cup,1.40,80,49,1.3618,0.6125,-13.14,-0.1643,-0.4540,
soccer,russia,russian-cup,1.50,75,50,1.4604,0.6667,-1.95,-0.0260,-0.0565,
soccer,russia,super-cup,1.50,1,1,1.4900,1.0000,0.49,0.4900,1.0000,
soccer,russia,youth-league,1.10,5,5,1.0700,1.0000,0.35,0.0700,1.0000,
soccer,russia,youth-league,1.20,94,84,1.1597,0.8936,3.36,0.0357,0.2239,
soccer,russia,youth-league,1.30,162,117,1.2633,0.7222,-14.69,-0.0907,-0.3444,
soccer,russia,youth-league,1.40,184,106,1.3610,0.5761,-39.71,-0.2158,-0.5978,
soccer,russia,youth-league,1.50,150,75,1.4557,0.5000,-41.6,-0.2773,-0.6085,
soccer,rwanda,national-football-league,1.20,10,6,1.1740,0.6000,-2.94,-0.2940,-1.6897,
soccer,rwanda,national-football-league,1.30,16,16,1.2275,1.0000,3.64,0.2275,1.0000,
soccer,rwanda,national-football-league,1.40,20,12,1.3600,0.6000,-3.64,-0.1820,-0.5056,
soccer,rwanda,national-football-league,1.50,44,26,1.4714,0.5909,-5.84000000000001,-0.1327,-0.2816,
soccer,san-marino,campionato-sammarinese,1.20,19,19,1.1716,1.0000,3.26,0.1716,1.0000,
soccer,san-marino,campionato-sammarinese,1.30,31,27,1.2819,0.8710,3.71,0.1197,0.4245,
soccer,san-marino,campionato-sammarinese,1.40,31,20,1.3929,0.6452,-3.22,-0.1039,-0.2644,
soccer,san-marino,campionato-sammarinese,1.50,23,23,1.4948,1.0000,11.38,0.4948,1.0000,
soccer,san-marino,coppa-titano,1.10,2,1,1.1000,0.5000,-0.9,-0.4500,-4.5000,
soccer,san-marino,coppa-titano,1.20,5,4,1.1740,0.8000,-0.33,-0.0660,-0.3793,
soccer,san-marino,coppa-titano,1.30,4,3,1.2650,0.7500,-0.2,-0.0500,-0.1887,
soccer,san-marino,coppa-titano,1.40,5,4,1.3560,0.8000,0.44,0.0880,0.2472,
soccer,san-marino,coppa-titano,1.50,5,4,1.4480,0.8000,0.74,0.1480,0.3304,
soccer,saudi-arabia,division-1,1.20,5,5,1.1700,1.0000,0.85,0.1700,1.0000,
soccer,saudi-arabia,division-1,1.30,15,15,1.2567,1.0000,3.85,0.2567,1.0000,
soccer,saudi-arabia,division-1,1.40,35,24,1.3537,0.6857,-2.41,-0.0689,-0.1947,
soccer,saudi-arabia,division-1,1.50,65,35,1.4757,0.5385,-13.4,-0.2062,-0.4334,
soccer,saudi-arabia,saudi-professional-league,1.20,57,53,1.1567,0.9298,4.32999999999999,0.0760,0.4849,
soccer,saudi-arabia,saudi-professional-league,1.30,52,48,1.2608,0.9231,8.48,0.1631,0.6254,
soccer,saudi-arabia,saudi-professional-league,1.40,137,95,1.3520,0.6934,-8.64,-0.0631,-0.1792,
soccer,saudi-arabia,saudi-professional-league,1.50,143,98,1.4457,0.6853,-1.19,-0.0083,-0.0187,
soccer,scotland,betfred-cup,1.10,9,8,1.0722,0.8889,-0.409999999999999,-0.0456,-0.6308,
soccer,scotland,betfred-cup,1.20,59,53,1.1651,0.8983,2.7,0.0458,0.2772,
soccer,scotland,betfred-cup,1.30,62,48,1.2563,0.7742,-1.83,-0.0295,-0.1152,
soccer,scotland,betfred-cup,1.40,67,49,1.3543,0.7313,-0.729999999999999,-0.0109,-0.0307,
soccer,scotland,betfred-cup,1.50,62,48,1.4563,0.7742,7.85,0.1266,0.2775,
soccer,scotland,challenge-cup,1.10,1,1,1.1000,1.0000,0.1,0.1000,1.0000,
soccer,scotland,challenge-cup,1.20,13,13,1.1523,1.0000,1.98,0.1523,1.0000,
soccer,scotland,challenge-cup,1.30,27,17,1.2533,0.6296,-5.75,-0.2130,-0.8406,
soccer,scotland,challenge-cup,1.40,35,24,1.3563,0.6857,-2.48,-0.0709,-0.1989,
soccer,scotland,challenge-cup,1.50,28,19,1.4604,0.6786,-0.260000000000001,-0.0093,-0.0202,
soccer,scotland,championship,1.10,8,4,1.0850,0.5000,-3.64,-0.4550,-5.3529,
soccer,scotland,championship,1.20,24,20,1.1867,0.8333,-0.200000000000001,-0.0083,-0.0446,
soccer,scotland,championship,1.30,56,40,1.2750,0.7143,-5.24,-0.0936,-0.3403,
soccer,scotland,championship,1.40,102,78,1.3559,0.7647,3.66000000000001,0.0359,0.1008,
soccer,scotland,championship,1.50,168,106,1.4558,0.6310,-13.54,-0.0806,-0.1768,
soccer,scotland,fa-cup,1.10,66,58,1.0703,0.8788,-3.98,-0.0603,-0.8578,
soccer,scotland,fa-cup,1.20,88,75,1.1576,0.8523,-1.23,-0.0140,-0.0887,
soccer,scotland,fa-cup,1.30,128,87,1.2574,0.6797,-19.02,-0.1486,-0.5772,
soccer,scotland,fa-cup,1.40,129,87,1.3580,0.6744,-11.04,-0.0856,-0.2391,
soccer,scotland,fa-cup,1.50,92,63,1.4484,0.6848,-0.630000000000001,-0.0068,-0.0153,
soccer,scotland,highland-league,1.30,2,2,1.2550,1.0000,0.51,0.2550,1.0000,
soccer,scotland,highland-league,1.50,2,2,1.4700,1.0000,0.94,0.4700,1.0000,
soccer,scotland,league-one,1.20,32,32,1.1675,1.0000,5.36,0.1675,1.0000,
soccer,scotland,league-one,1.30,74,56,1.2527,0.7568,-3.68,-0.0497,-0.1968,
soccer,scotland,league-one,1.40,78,56,1.3718,0.7179,-1.16,-0.0149,-0.0400,
soccer,scotland,league-one,1.50,116,78,1.4647,0.6724,-1.38,-0.0119,-0.0256,
soccer,scotland,league-two,1.10,14,10,1.0900,0.7143,-3.1,-0.2214,-2.4603,
soccer,scotland,league-two,1.20,70,54,1.1709,0.7714,-6.8,-0.0971,-0.5686,
soccer,scotland,league-two,1.30,76,56,1.2653,0.7368,-5.04,-0.0663,-0.2500,
soccer,scotland,league-two,1.40,94,70,1.3506,0.7447,0.560000000000007,0.0060,0.0170,
soccer,scotland,league-two,1.50,132,102,1.4500,0.7727,16.18,0.1226,0.2724,
soccer,scotland,premiership,1.10,5,0,1.1000,0.0000,-5,-1.0000,-10.0000,
soccer,scotland,premiership,1.20,148,117,1.1608,0.7905,-12.31,-0.0832,-0.5172,
soccer,scotland,premiership,1.30,216,176,1.2574,0.8148,5.40000000000001,0.0250,0.0971,
soccer,scotland,premiership,1.40,159,107,1.3638,0.6730,-13.3,-0.0836,-0.2299,
soccer,scotland,premiership,1.50,141,90,1.4554,0.6383,-10.6,-0.0752,-0.1651,
soccer,senegal,ligue-1,1.40,6,3,1.3650,0.5000,-2.01,-0.3350,-0.9178,
soccer,senegal,ligue-1,1.50,3,3,1.5000,1.0000,1.5,0.5000,1.0000,
soccer,serbia-and-montenegro,prva-liga,1.10,44,44,1.0818,1.0000,3.6,0.0818,1.0000,
soccer,serbia-and-montenegro,prva-liga,1.20,32,28,1.1475,0.8750,0.159999999999997,0.0050,0.0339,
soccer,serbia-and-montenegro,prva-liga,1.30,20,16,1.3000,0.8000,0.800000000000001,0.0400,0.1333,
soccer,serbia-and-montenegro,prva-liga,1.40,16,8,1.3875,0.5000,-5,-0.3125,-0.8065,
soccer,serbia-and-montenegro,prva-liga,1.50,24,8,1.5000,0.3333,-12,-0.5000,-1.0000,
soccer,serbia,prva-liga,1.20,18,15,1.1783,0.8333,-0.360000000000001,-0.0200,-0.1121,
soccer,serbia,prva-liga,1.30,12,12,1.2325,1.0000,2.79,0.2325,1.0000,
soccer,serbia,prva-liga,1.40,12,12,1.3775,1.0000,4.53,0.3775,1.0000,
soccer,serbia,prva-liga,1.50,27,15,1.4556,0.5556,-5.01,-0.1856,-0.4073,
soccer,serbia,serbian-cup,1.10,10,10,1.0820,1.0000,0.820000000000001,0.0820,1.0000,
soccer,serbia,serbian-cup,1.20,33,29,1.1600,0.8788,0.579999999999999,0.0176,0.1098,
soccer,serbia,serbian-cup,1.30,25,15,1.2512,0.6000,-6.25,-0.2500,-0.9952,
soccer,serbia,serbian-cup,1.40,30,21,1.3537,0.7000,-1.61,-0.0537,-0.1517,
soccer,serbia,serbian-cup,1.50,32,24,1.4628,0.7500,3.11,0.0972,0.2100,
soccer,serbia,super-liga,1.10,39,39,1.0838,1.0000,3.27,0.0838,1.0000,
soccer,serbia,super-liga,1.20,268,221,1.1501,0.8246,-13.73,-0.0512,-0.3414,
soccer,serbia,super-liga,1.30,197,162,1.2520,0.8223,5.28000000000001,0.0268,0.1063,
soccer,serbia,super-liga,1.40,262,211,1.3524,0.8053,23.63,0.0902,0.2559,
soccer,serbia,super-liga,1.50,214,150,1.4492,0.7009,3.08,0.0144,0.0320,
soccer,singapore,league-cup,1.10,4,3,1.0350,0.7500,-0.88,-0.2200,-6.2857,
soccer,singapore,league-cup,1.20,8,7,1.1663,0.8750,0.169999999999999,0.0212,0.1278,
soccer,singapore,league-cup,1.30,7,6,1.2600,0.8571,0.56,0.0800,0.3077,
soccer,singapore,league-cup,1.40,4,2,1.3700,0.5000,-1.29,-0.3225,-0.8716,
soccer,singapore,league-cup,1.50,15,6,1.4520,0.4000,-6.33,-0.4220,-0.9336,
soccer,singapore,s-league,1.10,33,33,1.0833,1.0000,2.75,0.0833,1.0000,
soccer,singapore,s-league,1.20,103,97,1.1663,0.9417,10.13,0.0983,0.5914,
soccer,singapore,s-league,1.30,220,173,1.2620,0.7864,-1.67999999999999,-0.0076,-0.0291,
soccer,singapore,s-league,1.40,180,112,1.3611,0.6222,-27.57,-0.1532,-0.4242,
soccer,singapore,s-league,1.50,236,153,1.4608,0.6483,-12.97,-0.0550,-0.1193,
soccer,singapore,singapore-cup,1.10,2,2,1.1000,1.0000,0.2,0.1000,1.0000,
soccer,singapore,singapore-cup,1.20,3,1,1.1567,0.3333,-1.87,-0.6233,-3.9787,
soccer,singapore,singapore-cup,1.30,15,10,1.2620,0.6667,-2.46,-0.1640,-0.6260,
soccer,singapore,singapore-cup,1.40,13,10,1.3669,0.7692,0.67,0.0515,0.1405,
soccer,singapore,singapore-cup,1.50,10,8,1.4550,0.8000,1.57,0.1570,0.3451,
soccer,slovakia,2-liga-east,1.10,4,4,1.0700,1.0000,0.28,0.0700,1.0000,
soccer,slovakia,2-liga-east,1.20,36,32,1.1811,0.8889,1.72,0.0478,0.2638,
soccer,slovakia,2-liga-east,1.30,30,26,1.2657,0.8667,2.89,0.0963,0.3626,
soccer,slovakia,2-liga-east,1.40,92,59,1.3596,0.6413,-11.91,-0.1295,-0.3600,
soccer,slovakia,2-liga-east,1.50,55,41,1.4620,0.7455,4.75,0.0864,0.1869,
soccer,slovakia,2-liga-promotion-group,1.10,2,2,1.0700,1.0000,0.14,0.0700,1.0000,
soccer,slovakia,2-liga-promotion-group,1.20,8,8,1.1850,1.0000,1.48,0.1850,1.0000,
soccer,slovakia,2-liga-promotion-group,1.30,16,14,1.2700,0.8750,1.72,0.1075,0.3981,
soccer,slovakia,2-liga-promotion-group,1.40,44,26,1.3595,0.5909,-8.68,-0.1973,-0.5487,
soccer,slovakia,2-liga-promotion-group,1.50,22,18,1.4582,0.8182,4.12,0.1873,0.4087,
soccer,slovakia,2-liga-relegation,1.50,1,1,1.4800,1.0000,0.48,0.4800,1.0000,
soccer,slovakia,2-liga-west,1.10,5,5,1.0700,1.0000,0.35,0.0700,1.0000,
soccer,slovakia,2-liga-west,1.20,25,25,1.1760,1.0000,4.4,0.1760,1.0000,
soccer,slovakia,2-liga-west,1.30,35,30,1.2557,0.8571,2.7,0.0771,0.3017,
soccer,slovakia,2-liga-west,1.40,100,65,1.3630,0.6500,-11.4,-0.1140,-0.3140,
soccer,slovakia,2-liga-west,1.50,85,60,1.4665,0.7059,2.80000000000001,0.0329,0.0706,
soccer,slovakia,2-liga,1.10,4,4,1.0800,1.0000,0.32,0.0800,1.0000,
soccer,slovakia,2-liga,1.20,60,48,1.1647,0.8000,-4.08,-0.0680,-0.4130,
soccer,slovakia,2-liga,1.30,68,36,1.2612,0.5294,-22,-0.3235,-1.2387,
soccer,slovakia,2-liga,1.40,120,80,1.3523,0.6667,-11.4,-0.0950,-0.2696,
soccer,slovakia,2-liga,1.50,100,60,1.4592,0.6000,-12.96,-0.1296,-0.2822,
soccer,slovakia,divison-c-bratislava,1.10,2,1,1.1000,0.5000,-0.9,-0.4500,-4.5000,
soccer,slovakia,divison-c-bratislava,1.20,2,2,1.1850,1.0000,0.37,0.1850,1.0000,
soccer,slovakia,divison-c-bratislava,1.30,1,1,1.2300,1.0000,0.23,0.2300,1.0000,
soccer,slovakia,divison-c-bratislava,1.40,2,1,1.3850,0.5000,-0.6,-0.3000,-0.7792,
soccer,slovakia,divison-c-bratislava,1.50,5,2,1.4540,0.4000,-2.05,-0.4100,-0.9031,
soccer,slovakia,divison-c-central,1.10,1,1,1.1000,1.0000,0.1,0.1000,1.0000,
soccer,slovakia,divison-c-central,1.20,5,3,1.1740,0.6000,-1.43,-0.2860,-1.6437,
soccer,slovakia,divison-c-central,1.30,9,7,1.2567,0.7778,-0.13,-0.0144,-0.0563,
soccer,slovakia,divison-c-central,1.40,11,9,1.3618,0.8182,1.24,0.1127,0.3116,
soccer,slovakia,divison-c-central,1.50,4,3,1.4575,0.7500,0.4,0.1000,0.2186,
soccer,slovakia,divison-c-east,1.10,1,1,1.1000,1.0000,0.1,0.1000,1.0000,
soccer,slovakia,divison-c-east,1.20,3,2,1.1833,0.6667,-0.62,-0.2067,-1.1273,
soccer,slovakia,divison-c-east,1.30,5,5,1.2540,1.0000,1.27,0.2540,1.0000,
soccer,slovakia,divison-c-east,1.40,5,3,1.3600,0.6000,-0.91,-0.1820,-0.5056,
soccer,slovakia,divison-c-east,1.50,6,6,1.4933,1.0000,2.96,0.4933,1.0000,
soccer,slovakia,divison-c-west,1.10,1,1,1.0200,1.0000,0.02,0.0200,1.0000,
soccer,slovakia,divison-c-west,1.20,2,2,1.1700,1.0000,0.34,0.1700,1.0000,
soccer,slovakia,divison-c-west,1.30,7,5,1.2486,0.7143,-0.8,-0.1143,-0.4598,
soccer,slovakia,divison-c-west,1.40,13,13,1.3554,1.0000,4.62,0.3554,1.0000,
soccer,slovakia,divison-c-west,1.50,21,15,1.4548,0.7143,0.769999999999999,0.0367,0.0806,
soccer,slovakia,fortuna-liga,1.10,8,8,1.0850,1.0000,0.680000000000001,0.0850,1.0000,
soccer,slovakia,fortuna-liga,1.20,104,96,1.1742,0.9231,8.59999999999999,0.0827,0.4746,
soccer,slovakia,fortuna-liga,1.30,170,126,1.2561,0.7412,-11.82,-0.0695,-0.2715,
soccer,slovakia,fortuna-liga,1.40,160,100,1.3548,0.6250,-24.11,-0.1507,-0.4247,
soccer,slovakia,fortuna-liga,1.50,165,120,1.4500,0.7273,8.04000000000001,0.0487,0.1083,
soccer,slovakia,slovak-cup,1.10,68,66,1.0659,0.9706,2.33,0.0343,0.5201,
soccer,slovakia,slovak-cup,1.20,68,61,1.1488,0.8971,2.04,0.0300,0.2016,
soccer,slovakia,slovak-cup,1.30,55,45,1.2547,0.8182,1.42,0.0258,0.1014,
soccer,slovakia,slovak-cup,1.40,68,53,1.3535,0.7794,3.77,0.0554,0.1568,
soccer,slovakia,slovak-cup,1.50,54,33,1.4578,0.6111,-5.97,-0.1106,-0.2415,
soccer,slovakia,super-cup,1.50,1,1,1.4500,1.0000,0.45,0.4500,1.0000,
soccer,slovenia,2-snl,1.10,1,1,1.1000,1.0000,0.1,0.1000,1.0000,
soccer,slovenia,2-snl,1.20,3,1,1.1900,0.3333,-1.8,-0.6000,-3.1579,
soccer,slovenia,2-snl,1.30,6,3,1.2533,0.5000,-2.29,-0.3817,-1.5066,
soccer,slovenia,2-snl,1.40,10,8,1.3530,0.8000,0.83,0.0830,0.2351,
soccer,slovenia,2-snl,1.50,14,8,1.4579,0.5714,-2.33,-0.1664,-0.3635,
soccer,slovenia,prva-liga,1.10,16,16,1.0875,1.0000,1.4,0.0875,1.0000,
soccer,slovenia,prva-liga,1.20,60,36,1.1720,0.6000,-17.64,-0.2940,-1.7093,
soccer,slovenia,prva-liga,1.30,108,75,1.2593,0.6944,-13.45,-0.1245,-0.4804,
soccer,slovenia,prva-liga,1.40,153,101,1.3647,0.6601,-15.12,-0.0988,-0.2710,
soccer,slovenia,prva-liga,1.50,191,119,1.4588,0.6230,-17.8,-0.0932,-0.2031,
soccer,slovenia,slovenian-cup,1.10,14,11,1.0686,0.7857,-2.31,-0.1650,-2.4063,
soccer,slovenia,slovenian-cup,1.20,29,25,1.1538,0.8621,-0.200000000000001,-0.0069,-0.0448,
soccer,slovenia,slovenian-cup,1.30,29,20,1.2579,0.6897,-3.82,-0.1317,-0.5107,
soccer,slovenia,slovenian-cup,1.40,21,16,1.3438,0.7619,0.460000000000001,0.0219,0.0637,
soccer,slovenia,slovenian-cup,1.50,20,12,1.4590,0.6000,-2.5,-0.1250,-0.2723,
soccer,slovenia,super-cup,1.50,1,0,1.4400,0.0000,-1,-1.0000,-2.2727,
soccer,south-africa,first-division,1.30,9,4,1.2844,0.4444,-3.84,-0.4267,-1.5000,
soccer,south-africa,first-division,1.40,17,15,1.3853,0.8824,3.75,0.2206,0.5725,
soccer,south-africa,first-division,1.50,36,21,1.4567,0.5833,-5.25,-0.1458,-0.3193,
soccer,south-africa,mtn-8-cup,1.50,2,1,1.4950,0.5000,-0.5,-0.2500,-0.5051,
soccer,south-africa,nedbank-cup,1.10,13,9,1.0800,0.6923,-3.29,-0.2531,-3.1635,
soccer,south-africa,nedbank-cup,1.20,19,13,1.1526,0.6842,-4.1,-0.2158,-1.4138,
soccer,south-africa,nedbank-cup,1.30,17,16,1.2406,0.9412,2.8,0.1647,0.6846,
soccer,south-africa,nedbank-cup,1.40,11,8,1.3609,0.7273,-0.0599999999999998,-0.0055,-0.0151,
soccer,south-africa,nedbank-cup,1.50,12,6,1.4583,0.5000,-3.2,-0.2667,-0.5818,
soccer,south-africa,premier-league,1.30,25,10,1.2800,0.4000,-12.25,-0.4900,-1.7500,
soccer,south-africa,premier-league,1.40,65,35,1.3585,0.5385,-17.4,-0.2677,-0.7468,
soccer,south-africa,premier-league,1.50,100,40,1.4580,0.4000,-42.05,-0.4205,-0.9181,
soccer,south-africa,telkom-knockout,1.40,2,2,1.3800,1.0000,0.76,0.3800,1.0000,
